Analyst,FileName,Date,RecordingLocation,plot,location,PrimateSpecies,CallOnset,CallDuration,CallCompletion,CallDistance,Rain,MicUsed,UndergradComments,SilvyComments,newdate,year,StartTime,TimeDiff,CallEnd,CallingAtStart,CallingAtEnd,path,date,meanRMS_0_2kHz,meanRMS_0_8kHz,meanRMS_2_8kHz,LunarPhase,today_average,lastnight_average,lastnight_min,dt,roundDateTime,Celsius,Humidity,Titis,Howlers,CallDurationInSec,Year
Silvy van Kuijk,HARPIA_20130209_071500.wav,2/9/2013,"Harpia/7, 400",Harpia,"7, 400",None,0000-01-01 07:18:00,NA,NA,NA,Rain,1,NA,NA,2/9/2013,2013,0000-01-01 07:15:00,NA,NA,NA,NA,"D:/John_Blake_Data/Harpia 2013/7,400/9 feb 2013",9-Feb-13,91.24757888,97.37181197,96.15769346,New,24.45833333,25.45833333,22.5,2/9/2013,2/9/2013,25.5,99.5,FALSE,FALSE,NA,2013
Silvy van Kuijk,HARPIA_20130209_073000.wav,2/9/2013,"Harpia/7, 400",Harpia,"7, 400",None,0000-01-01 07:33:12,NA,NA,NA,Rain,1,NA,NA,2/9/2013,2013,0000-01-01 07:30:00,NA,NA,NA,NA,"D:/John_Blake_Data/Harpia 2013/7,400/9 feb 2013",9-Feb-13,93.20731477,98.28499452,96.67111344,New,24.45833333,25.45833333,22.5,2/9/2013,2/9/2013,25.5,99.5,FALSE,FALSE,NA,2013
Silvy van Kuijk,HARPIA_20130209_074500.wav,2/9/2013,"Harpia/7, 400",Harpia,"7, 400",None,0000-01-01 07:51:26,NA,NA,NA,Rain,1,NA,NA,2/9/2013,2013,0000-01-01 07:45:00,NA,NA,NA,NA,"D:/John_Blake_Data/Harpia 2013/7,400/9 feb 2013",9-Feb-13,89.57187061,95.85284486,94.68788568,New,24.45833333,25.45833333,22.5,2/9/2013,2/9/2013,25.5,99.5,FALSE,FALSE,NA,2013
Silvy van Kuijk,HARPIA_20130209_080000.wav,2/9/2013,"Harpia/7, 400",Harpia,"7, 400",None,0000-01-01 08:07:34,NA,NA,NA,Rain,1,NA,NA,2/9/2013,2013,0000-01-01 08:00:00,NA,NA,NA,NA,"D:/John_Blake_Data/Harpia 2013/7,400/9 feb 2013",9-Feb-13,88.75569408,94.89079731,93.68027004,New,24.45833333,25.45833333,22.5,2/9/2013,2/9/2013,25.5,99.5,FALSE,FALSE,NA,2013
Silvy van Kuijk,HARPIA_20130210_054500.wav,2/10/2013,"Harpia/7, 400",Harpia,"7, 400",Titi,0000-01-01 05:52:39,0:02:21,End,4,Dry,1,NA,NA,2/10/2013,2013,0000-01-01 05:45:00,459,0000-01-01 05:55:00,FALSE,TRUE,"D:/John_Blake_Data/Harpia 2013/7,400/10 feb 2013",10-Feb-13,71.30992309,98.04906658,98.0398581,New,23.89583333,24.45833333,23.5,2/10/2013,2/10/2013,24,100,TRUE,FALSE,141,2013
Silvy van Kuijk,HARPIA_20130210_060000.wav,2/10/2013,"Harpia/7, 400",Harpia,"7, 400",None,0000-01-01 06:06:48,NA,NA,NA,Dry,1,NA,NA,2/10/2013,2013,0000-01-01 06:00:00,NA,NA,NA,NA,"D:/John_Blake_Data/Harpia 2013/7,400/10 feb 2013",10-Feb-13,72.02872427,100.3059082,100.2994483,New,23.89583333,24.45833333,23.5,2/10/2013,2/10/2013,24,100,FALSE,FALSE,NA,2013
Silvy van Kuijk,HARPIA_20130210_061500.wav,2/10/2013,"Harpia/7, 400",Harpia,"7, 400",Howler,0000-01-01 06:22:25,0:02:35,End,4,Dry,1,NA,NA,2/10/2013,2013,0000-01-01 06:15:00,445,0000-01-01 06:25:00,FALSE,TRUE,"D:/John_Blake_Data/Harpia 2013/7,400/10 feb 2013",10-Feb-13,77.8496705,97.15849109,97.10733931,New,23.89583333,24.45833333,23.5,2/10/2013,2/10/2013,24,100,FALSE,TRUE,155,2013
Silvy van Kuijk,HARPIA_20130210_063000.wav,2/10/2013,"Harpia/7, 400",Harpia,"7, 400",None,0000-01-01 06:31:03,NA,NA,NA,Dry,1,NA,NA,2/10/2013,2013,0000-01-01 06:30:00,NA,NA,NA,NA,"D:/John_Blake_Data/Harpia 2013/7,400/10 feb 2013",10-Feb-13,84.14719186,97.15939996,96.93920162,New,23.89583333,24.45833333,23.5,2/10/2013,2/10/2013,24,100,FALSE,FALSE,NA,2013
Silvy van Kuijk,HARPIA_20130210_064500.wav,2/10/2013,"Harpia/7, 400",Harpia,"7, 400",None,0000-01-01 06:52:44,NA,NA,NA,Dry,1,NA,NA,2/10/2013,2013,0000-01-01 06:45:00,NA,NA,NA,NA,"D:/John_Blake_Data/Harpia 2013/7,400/10 feb 2013",10-Feb-13,92.79922173,99.72395716,98.73957814,New,23.89583333,24.45833333,23.5,2/10/2013,2/10/2013,24,100,FALSE,FALSE,NA,2013
Silvy van Kuijk,HARPIA_20130210_070000.wav,2/10/2013,"Harpia/7, 400",Harpia,"7, 400",None,0000-01-01 07:02:35,NA,NA,NA,Dry,1,NA,NA,2/10/2013,2013,0000-01-01 07:00:00,NA,NA,NA,NA,"D:/John_Blake_Data/Harpia 2013/7,400/10 feb 2013",10-Feb-13,74.69828122,97.69049982,97.66882659,New,23.89583333,24.45833333,23.5,2/10/2013,2/10/2013,24,100,FALSE,FALSE,NA,2013
Silvy van Kuijk,HARPIA_20130210_071500.wav,2/10/2013,"Harpia/7, 400",Harpia,"7, 400",None,0000-01-01 07:21:31,NA,NA,NA,Dry,1,NA,NA,2/10/2013,2013,0000-01-01 07:15:00,NA,NA,NA,NA,"D:/John_Blake_Data/Harpia 2013/7,400/10 feb 2013",10-Feb-13,78.36467227,96.31155586,96.24134743,New,23.89583333,24.45833333,23.5,2/10/2013,2/10/2013,24,100,FALSE,FALSE,NA,2013
Silvy van Kuijk,HARPIA_20130210_073000.wav,2/10/2013,"Harpia/7, 400",Harpia,"7, 400",None,0000-01-01 07:36:50,NA,NA,NA,Dry,1,NA,NA,2/10/2013,2013,0000-01-01 07:30:00,NA,NA,NA,NA,"D:/John_Blake_Data/Harpia 2013/7,400/10 feb 2013",10-Feb-13,83.53270895,98.02850504,97.87236374,New,23.89583333,24.45833333,23.5,2/10/2013,2/10/2013,24,100,FALSE,FALSE,NA,2013
Silvy van Kuijk,HARPIA_20130210_074500.wav,2/10/2013,"Harpia/7, 400",Harpia,"7, 400",None,0000-01-01 07:51:45,NA,NA,NA,Dry,1,NA,NA,2/10/2013,2013,0000-01-01 07:45:00,NA,NA,NA,NA,"D:/John_Blake_Data/Harpia 2013/7,400/10 feb 2013",10-Feb-13,74.91971718,97.21374359,97.18808728,New,23.89583333,24.45833333,23.5,2/10/2013,2/10/2013,24,100,FALSE,FALSE,NA,2013
Silvy van Kuijk,HARPIA_20130210_080000.wav,2/10/2013,"Harpia/7, 400",Harpia,"7, 400",None,0000-01-01 08:07:10,NA,NA,NA,Dry,1,NA,NA,2/10/2013,2013,0000-01-01 08:00:00,NA,NA,NA,NA,"D:/John_Blake_Data/Harpia 2013/7,400/10 feb 2013",10-Feb-13,73.33486608,94.68148875,94.64954289,New,23.89583333,24.45833333,23.5,2/10/2013,2/10/2013,24,100,FALSE,FALSE,NA,2013
Silvy van Kuijk,HARPIA_20130211_054500.wav,2/11/2013,"Harpia/8, 600",Harpia,"8, 600",None,0000-01-01 05:51:42,NA,NA,NA,Rain,1,NA,NA,2/11/2013,2013,0000-01-01 05:45:00,NA,NA,NA,NA,"D:/John_Blake_Data/Harpia 2013/8,600/11 feb 2013",11-Feb-13,85.19244859,97.79939427,97.55448997,New,24.89583333,23,22.5,2/11/2013,2/11/2013,23,100,FALSE,FALSE,NA,2013
Silvy van Kuijk,HARPIA_20130211_060000.wav,2/11/2013,"Harpia/8, 600",Harpia,"8, 600",None,0000-01-01 06:05:20,NA,NA,NA,Rain,1,NA,NA,2/11/2013,2013,0000-01-01 06:00:00,NA,NA,NA,NA,"D:/John_Blake_Data/Harpia 2013/8,600/11 feb 2013",11-Feb-13,84.17641634,95.78363422,95.47302521,New,24.89583333,23,22.5,2/11/2013,2/11/2013,23,100,FALSE,FALSE,NA,2013
Silvy van Kuijk,HARPIA_20130211_061500.wav,2/11/2013,"Harpia/8, 600",Harpia,"8, 600",None,0000-01-01 06:21:11,NA,NA,NA,Rain,1,NA,NA,2/11/2013,2013,0000-01-01 06:15:00,NA,NA,NA,NA,"D:/John_Blake_Data/Harpia 2013/8,600/11 feb 2013",11-Feb-13,83.6440808,96.87096683,96.6594258,New,24.89583333,23,22.5,2/11/2013,2/11/2013,23,100,FALSE,FALSE,NA,2013
Silvy van Kuijk,HARPIA_20130211_063000.wav,2/11/2013,"Harpia/8, 600",Harpia,"8, 600",None,0000-01-01 06:34:18,NA,NA,NA,Rain,1,NA,NA,2/11/2013,2013,0000-01-01 06:30:00,NA,NA,NA,NA,"D:/John_Blake_Data/Harpia 2013/8,600/11 feb 2013",11-Feb-13,83.03811605,96.16959409,95.95325373,New,24.89583333,23,22.5,2/11/2013,2/11/2013,23,100,FALSE,FALSE,NA,2013
Silvy van Kuijk,HARPIA_20130211_064500.wav,2/11/2013,"Harpia/8, 600",Harpia,"8, 600",None,0000-01-01 06:50:37,NA,NA,NA,Rain,1,NA,NA,2/11/2013,2013,0000-01-01 06:45:00,NA,NA,NA,NA,"D:/John_Blake_Data/Harpia 2013/8,600/11 feb 2013",11-Feb-13,81.92659167,99.59736436,99.52250991,New,24.89583333,23,22.5,2/11/2013,2/11/2013,23,100,FALSE,FALSE,NA,2013
Silvy van Kuijk,HARPIA_20130211_070000.wav,2/11/2013,"Harpia/8, 600",Harpia,"8, 600",None,0000-01-01 07:07:27,NA,NA,NA,Rain,1,NA,NA,2/11/2013,2013,0000-01-01 07:00:00,NA,NA,NA,NA,"D:/John_Blake_Data/Harpia 2013/8,600/11 feb 2013",11-Feb-13,82.6687447,99.84738265,99.76345607,New,24.89583333,23,22.5,2/11/2013,2/11/2013,23,100,FALSE,FALSE,NA,2013
Silvy van Kuijk,HARPIA_20130211_071500.wav,2/11/2013,"Harpia/8, 600",Harpia,"8, 600",None,0000-01-01 07:23:08,NA,NA,NA,Rain,1,NA,NA,2/11/2013,2013,0000-01-01 07:15:00,NA,NA,NA,NA,"D:/John_Blake_Data/Harpia 2013/8,600/11 feb 2013",11-Feb-13,81.47882912,99.78309072,99.71847486,New,24.89583333,23,22.5,2/11/2013,2/11/2013,23,100,FALSE,FALSE,NA,2013
Silvy van Kuijk,HARPIA_20130211_073000.wav,2/11/2013,"Harpia/8, 600",Harpia,"8, 600",None,0000-01-01 07:31:21,NA,NA,NA,Drizzle,1,NA,NA,2/11/2013,2013,0000-01-01 07:30:00,NA,NA,NA,NA,"D:/John_Blake_Data/Harpia 2013/8,600/11 feb 2013",11-Feb-13,82.7234808,98.46018883,98.34273575,New,24.89583333,23,22.5,2/11/2013,2/11/2013,23,100,FALSE,FALSE,NA,2013
Silvy van Kuijk,HARPIA_20130211_074500.wav,2/11/2013,"Harpia/8, 600",Harpia,"8, 600",None,0000-01-01 07:47:37,NA,NA,NA,Drizzle,1,NA,NA,2/11/2013,2013,0000-01-01 07:45:00,NA,NA,NA,NA,"D:/John_Blake_Data/Harpia 2013/8,600/11 feb 2013",11-Feb-13,91.20746153,98.38241688,97.4584683,New,24.89583333,23,22.5,2/11/2013,2/11/2013,23,100,FALSE,FALSE,NA,2013
Silvy van Kuijk,HARPIA_20130211_080000.wav,2/11/2013,"Harpia/8, 600",Harpia,"8, 600",None,0000-01-01 08:07:30,NA,NA,NA,Drizzle,1,NA,NA,2/11/2013,2013,0000-01-01 08:00:00,NA,NA,NA,NA,"D:/John_Blake_Data/Harpia 2013/8,600/11 feb 2013",11-Feb-13,83.9831793,96.94849642,96.72338633,New,24.89583333,23,22.5,2/11/2013,2/11/2013,23,100,FALSE,FALSE,NA,2013
Silvy van Kuijk,HARPIA_20130212_054500.wav,2/12/2013,"Harpia/8, 600",Harpia,"8, 600",None,0000-01-01 05:47:17,NA,NA,NA,Dry,1,NA,NA,2/12/2013,2013,0000-01-01 05:45:00,NA,NA,NA,NA,"D:/John_Blake_Data/Harpia 2013/8,600/12 feb 2013",12-Feb-13,71.72086586,95.71616954,95.6988337,New,24.72916667,23.95833333,23,2/12/2013,2/12/2013,23.5,100,FALSE,FALSE,NA,2013
Silvy van Kuijk,HARPIA_20130212_060000.wav,2/12/2013,"Harpia/8, 600",Harpia,"8, 600",None,0000-01-01 06:02:21,NA,NA,NA,Dry,1,NA,Spectacular looking spectrogram! SO much activity above 1 kHz!,2/12/2013,2013,0000-01-01 06:00:00,NA,NA,NA,NA,"D:/John_Blake_Data/Harpia 2013/8,600/12 feb 2013",12-Feb-13,74.54209773,99.00424817,98.98868081,New,24.72916667,23.95833333,23,2/12/2013,2/12/2013,23.5,100,FALSE,FALSE,NA,2013
Silvy van Kuijk,HARPIA_20130212_061500.wav,2/12/2013,"Harpia/8, 600",Harpia,"8, 600",None,0000-01-01 06:16:30,NA,NA,NA,Dry,1,NA,NA,2/12/2013,2013,0000-01-01 06:15:00,NA,NA,NA,NA,"D:/John_Blake_Data/Harpia 2013/8,600/12 feb 2013",12-Feb-13,74.05989917,93.33007619,93.27840748,New,24.72916667,23.95833333,23,2/12/2013,2/12/2013,23.5,100,FALSE,FALSE,NA,2013
Silvy van Kuijk,HARPIA_20130212_063000.wav,2/12/2013,"Harpia/8, 600",Harpia,"8, 600",None,0000-01-01 06:35:21,NA,NA,NA,Dry,1,NA,NA,2/12/2013,2013,0000-01-01 06:30:00,NA,NA,NA,NA,"D:/John_Blake_Data/Harpia 2013/8,600/12 feb 2013",12-Feb-13,71.86097371,93.78384546,93.75587242,New,24.72916667,23.95833333,23,2/12/2013,2/12/2013,23.5,100,FALSE,FALSE,NA,2013
Silvy van Kuijk,HARPIA_20130212_064500.wav,2/12/2013,"Harpia/8, 600",Harpia,"8, 600",None,0000-01-01 06:48:31,NA,NA,NA,Dry,1,NA,NA,2/12/2013,2013,0000-01-01 06:45:00,NA,NA,NA,NA,"D:/John_Blake_Data/Harpia 2013/8,600/12 feb 2013",12-Feb-13,73.36571453,92.2079769,92.15092418,New,24.72916667,23.95833333,23,2/12/2013,2/12/2013,23.5,100,FALSE,FALSE,NA,2013
Silvy van Kuijk,HARPIA_20130212_070000.wav,2/12/2013,"Harpia/8, 600",Harpia,"8, 600",None,0000-01-01 07:01:27,NA,NA,NA,Dry,1,NA,NA,2/12/2013,2013,0000-01-01 07:00:00,NA,NA,NA,NA,"D:/John_Blake_Data/Harpia 2013/8,600/12 feb 2013",12-Feb-13,72.77182132,91.39109278,91.33101958,New,24.72916667,23.95833333,23,2/12/2013,2/12/2013,23.5,100,FALSE,FALSE,NA,2013
Silvy van Kuijk,HARPIA_20130212_071500.wav,2/12/2013,"Harpia/8, 600",Harpia,"8, 600",None,0000-01-01 07:17:11,NA,NA,NA,Dry,1,NA,NA,2/12/2013,2013,0000-01-01 07:15:00,NA,NA,NA,NA,"D:/John_Blake_Data/Harpia 2013/8,600/12 feb 2013",12-Feb-13,75.58563422,93.01500332,92.93580526,New,24.72916667,23.95833333,23,2/12/2013,2/12/2013,23.5,100,FALSE,FALSE,NA,2013
Silvy van Kuijk,HARPIA_20130212_073000.wav,2/12/2013,"Harpia/8, 600",Harpia,"8, 600",None,0000-01-01 07:35:17,NA,NA,NA,Dry,1,NA,NA,2/12/2013,2013,0000-01-01 07:30:00,NA,NA,NA,NA,"D:/John_Blake_Data/Harpia 2013/8,600/12 feb 2013",12-Feb-13,73.46665821,93.48268896,93.43930327,New,24.72916667,23.95833333,23,2/12/2013,2/12/2013,23.5,100,FALSE,FALSE,NA,2013
Silvy van Kuijk,HARPIA_20130212_074500.wav,2/12/2013,"Harpia/8, 600",Harpia,"8, 600",None,0000-01-01 07:53:38,NA,NA,NA,Dry,1,NA,NA,2/12/2013,2013,0000-01-01 07:45:00,NA,NA,NA,NA,"D:/John_Blake_Data/Harpia 2013/8,600/12 feb 2013",12-Feb-13,76.26016251,92.03615576,91.91978643,New,24.72916667,23.95833333,23,2/12/2013,2/12/2013,23.5,100,FALSE,FALSE,NA,2013
Silvy van Kuijk,HARPIA_20130212_080000.wav,2/12/2013,"Harpia/8, 600",Harpia,"8, 600",None,0000-01-01 08:07:22,NA,NA,NA,Dry,1,NA,NA,2/12/2013,2013,0000-01-01 08:00:00,NA,NA,NA,NA,"D:/John_Blake_Data/Harpia 2013/8,600/12 feb 2013",12-Feb-13,78.7956942,91.0373176,90.7701132,New,24.72916667,23.95833333,23,2/12/2013,2/12/2013,23.5,100,FALSE,FALSE,NA,2013
Silvy van Kuijk,PUMA_20130304_054500.wav,3/4/2013,"Puma/-3, 200",Puma,"-3, 200",None,0000-01-01 05:53:14,NA,NA,NA,Drizzle,2,NA,Channel 2,3/4/2013,2013,0000-01-01 05:45:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2013/-3,200/4 march 2013",4-Mar-13,79.97379893,103.7158895,103.6975089,NA,24.27083333,23.54166667,23,3/4/2013,3/4/2013,23,99.5,FALSE,FALSE,NA,2013
Silvy van Kuijk,PUMA_20130304_060000.wav,3/4/2013,"Puma/-3, 200",Puma,"-3, 200",None,0000-01-01 06:06:54,NA,NA,NA,Rain,2,NA,Channel 2,3/4/2013,2013,0000-01-01 06:00:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2013/-3,200/4 march 2013",4-Mar-13,81.95244368,99.48857491,99.41133434,NA,24.27083333,23.54166667,23,3/4/2013,3/4/2013,23,99.5,FALSE,FALSE,NA,2013
Silvy van Kuijk,PUMA_20130304_061500.wav,3/4/2013,"Puma/-3, 200",Puma,"-3, 200",None,0000-01-01 06:19:48,NA,NA,NA,Drizzle,2,NA,Channel 2,3/4/2013,2013,0000-01-01 06:15:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2013/-3,200/4 march 2013",4-Mar-13,83.0538671,102.6665441,102.6188236,NA,24.27083333,23.54166667,23,3/4/2013,3/4/2013,23,99.5,FALSE,FALSE,NA,2013
Silvy van Kuijk,PUMA_20130304_063000.wav,3/4/2013,"Puma/-3, 200",Puma,"-3, 200",None,0000-01-01 06:31:47,NA,NA,NA,Rain,2,NA,Channel 2,3/4/2013,2013,0000-01-01 06:30:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2013/-3,200/4 march 2013",4-Mar-13,82.74879941,101.8195913,101.7654829,NA,24.27083333,23.54166667,23,3/4/2013,3/4/2013,23,99.5,FALSE,FALSE,NA,2013
Silvy van Kuijk,PUMA_20130304_064500.wav,3/4/2013,"Puma/-3, 200",Puma,"-3, 200",None,0000-01-01 06:48:12,NA,NA,NA,Rain,2,NA,Channel 2,3/4/2013,2013,0000-01-01 06:45:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2013/-3,200/4 march 2013",4-Mar-13,82.14295261,101.1707774,101.1161253,NA,24.27083333,23.54166667,23,3/4/2013,3/4/2013,23,99.5,FALSE,FALSE,NA,2013
Silvy van Kuijk,PUMA_20130304_070000.wav,3/4/2013,"Puma/-3, 200",Puma,"-3, 200",None,0000-01-01 07:04:16,NA,NA,NA,Rain,2,NA,Channel 2,3/4/2013,2013,0000-01-01 07:00:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2013/-3,200/4 march 2013",4-Mar-13,80.84286472,100.8492932,100.8057245,NA,24.27083333,23.54166667,23,3/4/2013,3/4/2013,23,99.5,FALSE,FALSE,NA,2013
Silvy van Kuijk,PUMA_20130304_071500.wav,3/4/2013,"Puma/-3, 200",Puma,"-3, 200",Howler,0000-01-01 07:21:32,0:03:18,Complete,4,Drizzle,2,NA,Channel 2,3/4/2013,2013,0000-01-01 07:15:00,392,0000-01-01 07:24:50,FALSE,FALSE,"D:/John_Blake_Data/Puma 2013/-3,200/4 march 2013",4-Mar-13,79.76938696,102.0341231,102.0082717,NA,24.27083333,23.54166667,23,3/4/2013,3/4/2013,23,99.5,FALSE,TRUE,198,2013
Silvy van Kuijk,PUMA_20130304_073000.wav,3/4/2013,"Puma/-3, 200",Puma,"-3, 200",Howler,0000-01-01 07:30:34,0:09:04,Complete,4,Drizzle,2,NA,Channel 2,3/4/2013,2013,0000-01-01 07:30:00,34,0000-01-01 07:39:38,FALSE,FALSE,"D:/John_Blake_Data/Puma 2013/-3,200/4 march 2013",4-Mar-13,NA,NA,NA,NA,24.27083333,23.54166667,23,3/4/2013,3/4/2013,23,99.5,FALSE,TRUE,544,2013
Silvy van Kuijk,PUMA_20130304_074500.wav,3/4/2013,"Puma/-3, 200",Puma,"-3, 200",Howler,0000-01-01 07:45:00,0:07:45,Start,4,Drizzle,2,NA,Channel 2,3/4/2013,2013,0000-01-01 07:45:00,0,0000-01-01 07:52:45,TRUE,FALSE,"D:/John_Blake_Data/Puma 2013/-3,200/4 march 2013",4-Mar-13,NA,NA,NA,NA,24.27083333,23.54166667,23,3/4/2013,3/4/2013,23,99.5,FALSE,TRUE,465,2013
Silvy van Kuijk,PUMA_20130304_080000.wav,3/4/2013,"Puma/-3, 200",Puma,"-3, 200",None,0000-01-01 08:03:42,NA,NA,NA,Drizzle,2,NA,Channel 2,3/4/2013,2013,0000-01-01 08:00:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2013/-3,200/4 march 2013",4-Mar-13,75.78206375,99.90982559,99.89300937,NA,24.27083333,23.54166667,23,3/4/2013,3/4/2013,23,99.5,FALSE,FALSE,NA,2013
Silvy van Kuijk,PUMA_20130305_054500.wav,3/5/2013,"Puma/-3, 200",Puma,"-3, 200",None,0000-01-01 05:48:33,NA,NA,NA,Dry,2,NA,Channel 2,3/5/2013,2013,0000-01-01 05:45:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2013/-3,200/5 march 2013",5-Mar-13,80.38320652,98.93041318,98.86932086,NA,24.5,23.75,22.5,3/5/2013,3/5/2013,23.5,99.5,FALSE,FALSE,NA,2013
Silvy van Kuijk,PUMA_20130305_060000.wav,3/5/2013,"Puma/-3, 200",Puma,"-3, 200",None,0000-01-01 06:01:11,NA,NA,NA,Dry,2,NA,Channel 2,3/5/2013,2013,0000-01-01 06:00:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2013/-3,200/5 march 2013",5-Mar-13,75.8391064,95.46869225,95.42145038,NA,24.5,23.75,22.5,3/5/2013,3/5/2013,23.5,99.5,FALSE,FALSE,NA,2013
Silvy van Kuijk,PUMA_20130305_061500.wav,3/5/2013,"Puma/-3, 200",Puma,"-3, 200",None,0000-01-01 06:16:04,NA,NA,NA,Dry,2,NA,Channel 2,3/5/2013,2013,0000-01-01 06:15:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2013/-3,200/5 march 2013",5-Mar-13,85.19104368,95.26137878,94.81164244,NA,24.5,23.75,22.5,3/5/2013,3/5/2013,23.5,99.5,FALSE,FALSE,NA,2013
Silvy van Kuijk,PUMA_20130305_063000.wav,3/5/2013,"Puma/-3, 200",Puma,"-3, 200",None,0000-01-01 06:35:15,NA,NA,NA,Dry,2,NA,Channel 2,3/5/2013,2013,0000-01-01 06:30:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2013/-3,200/5 march 2013",5-Mar-13,78.56640023,93.71580117,93.58105903,NA,24.5,23.75,22.5,3/5/2013,3/5/2013,23.5,99.5,FALSE,FALSE,NA,2013
Silvy van Kuijk,PUMA_20130305_064500.wav,3/5/2013,"Puma/-3, 200",Puma,"-3, 200",None,0000-01-01 06:53:50,NA,NA,NA,Dry,2,NA,Channel 2,3/5/2013,2013,0000-01-01 06:45:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2013/-3,200/5 march 2013",5-Mar-13,74.56377239,97.53893686,97.5169979,NA,24.5,23.75,22.5,3/5/2013,3/5/2013,23.5,99.5,FALSE,FALSE,NA,2013
Silvy van Kuijk,PUMA_20130305_070000.wav,3/5/2013,"Puma/-3, 200",Puma,"-3, 200",None,0000-01-01 07:02:59,NA,NA,NA,Dry,2,NA,Channel 2,3/5/2013,2013,0000-01-01 07:00:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2013/-3,200/5 march 2013",5-Mar-13,78.94629468,92.8490721,92.66858329,NA,24.5,23.75,22.5,3/5/2013,3/5/2013,23.5,99.5,FALSE,FALSE,NA,2013
Silvy van Kuijk,PUMA_20130305_071500.wav,3/5/2013,"Puma/-3, 200",Puma,"-3, 200",None,0000-01-01 07:17:34,NA,NA,NA,Dry,2,NA,Channel 2,3/5/2013,2013,0000-01-01 07:15:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2013/-3,200/5 march 2013",5-Mar-13,86.03497999,96.05753082,95.60246548,NA,24.5,23.75,22.5,3/5/2013,3/5/2013,23.5,99.5,FALSE,FALSE,NA,2013
Silvy van Kuijk,PUMA_20130305_073000.wav,3/5/2013,"Puma/-3, 200",Puma,"-3, 200",Titi,0000-01-01 07:30:00,0:02:48,Start,4,Dry,2,NA,Channel 2,3/5/2013,2013,0000-01-01 07:30:00,0,0000-01-01 07:32:48,TRUE,FALSE,"D:/John_Blake_Data/Puma 2013/-3,200/5 march 2013",5-Mar-13,NA,NA,NA,NA,24.5,23.75,22.5,3/5/2013,3/5/2013,23.5,99.5,TRUE,FALSE,168,2013
Silvy van Kuijk,PUMA_20130305_074500.wav,3/5/2013,"Puma/-3, 200",Puma,"-3, 200",Titi,0000-01-01 07:51:00,0:01:18,Complete,4,Dry,2,NA,Channel 2,3/5/2013,2013,0000-01-01 07:45:00,360,0000-01-01 07:52:18,FALSE,FALSE,"D:/John_Blake_Data/Puma 2013/-3,200/5 march 2013",5-Mar-13,81.1046427,93.3654311,93.09944896,NA,24.5,23.75,22.5,3/5/2013,3/5/2013,23.5,99.5,TRUE,FALSE,78,2013
Silvy van Kuijk,PUMA_20130305_080000.wav,3/5/2013,"Puma/-3, 200",Puma,"-3, 200",None,0000-01-01 08:07:08,NA,NA,NA,Dry,2,NA,Channel 2,3/5/2013,2013,0000-01-01 08:00:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2013/-3,200/5 march 2013",5-Mar-13,76.12701298,91.01190998,90.86861833,NA,24.5,23.75,22.5,3/5/2013,3/5/2013,23.5,99.5,FALSE,FALSE,NA,2013
Silvy van Kuijk,PUMA_20130301_054500.wav,3/1/2013,"Puma/6, 0",Puma,"6, 0",None,0000-01-01 05:51:43,NA,NA,NA,Rain,1,NA,Burst gobbles. Start time 05:53:28. Duration 00:01:32. Complete. Distance 4.,3/1/2013,2013,0000-01-01 05:45:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2013/6,0/1 mar 2013",1-Mar-13,88.26028469,97.33897005,96.76610185,NA,24.54166667,24.41666667,23,3/1/2013,3/1/2013,24.5,100,FALSE,FALSE,NA,2013
Silvy van Kuijk,PUMA_20130301_060000.wav,3/1/2013,"Puma/6, 0",Puma,"6, 0",None,0000-01-01 06:01:04,NA,NA,NA,Rain,1,NA,NA,3/1/2013,2013,0000-01-01 06:00:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2013/6,0/1 mar 2013",1-Mar-13,87.09334528,93.46397162,92.32590456,NA,24.54166667,24.41666667,23,3/1/2013,3/1/2013,24.5,100,FALSE,FALSE,NA,2013
Silvy van Kuijk,PUMA_20130301_061500.wav,3/1/2013,"Puma/6, 0",Puma,"6, 0",None,0000-01-01 06:23:59,NA,NA,NA,Rain,1,NA,NA,3/1/2013,2013,0000-01-01 06:15:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2013/6,0/1 mar 2013",1-Mar-13,88.65059644,94.1865404,92.76373156,NA,24.54166667,24.41666667,23,3/1/2013,3/1/2013,24.5,100,FALSE,FALSE,NA,2013
