Analyst,FileName,Date,RecordingLocation,plot,location,PrimateSpecies,CallOnset,CallDuration,CallCompletion,CallDistance,Rain,MicUsed,UndergradComments,SilvyComments,newdate,year,StartTime,TimeDiff,CallEnd,CallingAtStart,CallingAtEnd,path,date,meanRMS_0_2kHz,meanRMS_0_8kHz,meanRMS_2_8kHz,LunarPhase,today_average,lastnight_average,lastnight_min,dt,roundDateTime,Celsius,Humidity,Titis,Howlers,CallDurationInSec,Year
Silvy van Kuijk,PUMA_20150212_054500.wav,2/12/2015,"Puma/1, 200",Puma,"1, 200",None,0000-01-01 05:53:49,NA,NA,NA,Drizzle,1,NA,NA,2/12/2015,2015,0000-01-01 05:45:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2015/1, 200/12 feb 2015",12-Feb-15,74.51811934,97.53299057,97.5112507,Waning,23.77083333,23.33333333,23,2/12/2015,2/12/2015,23,96.5,FALSE,FALSE,NA,2015
Silvy van Kuijk,PUMA_20150212_060000.wav,2/12/2015,"Puma/1, 200",Puma,"1, 200",None,0000-01-01 06:03:13,NA,NA,NA,Drizzle,1,NA,NA,2/12/2015,2015,0000-01-01 06:00:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2015/1, 200/12 feb 2015",12-Feb-15,77.55133009,94.70827284,94.62390923,Waning,23.77083333,23.33333333,23,2/12/2015,2/12/2015,23,96.5,FALSE,FALSE,NA,2015
Silvy van Kuijk,PUMA_20150212_061500.wav,2/12/2015,"Puma/1, 200",Puma,"1, 200",None,0000-01-01 06:18:06,NA,NA,NA,Drizzle,1,NA,NA,2/12/2015,2015,0000-01-01 06:15:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2015/1, 200/12 feb 2015",12-Feb-15,77.35287426,97.80506945,97.76576451,Waning,23.77083333,23.33333333,23,2/12/2015,2/12/2015,23,96.5,FALSE,FALSE,NA,2015
Silvy van Kuijk,PUMA_20150212_063000.wav,2/12/2015,"Puma/1, 200",Puma,"1, 200",Titi,0000-01-01 06:30:06,0:05:19,Complete,4,Dry,1,NA,NA,2/12/2015,2015,0000-01-01 06:30:00,6,0000-01-01 06:35:25,FALSE,FALSE,"D:/John_Blake_Data/Puma 2015/1, 200/12 feb 2015",12-Feb-15,NA,NA,NA,Waning,23.77083333,23.33333333,23,2/12/2015,2/12/2015,23,96.5,TRUE,FALSE,319,2015
Silvy van Kuijk,PUMA_20150212_064500.wav,2/12/2015,"Puma/1, 200",Puma,"1, 200",None,0000-01-01 06:51:29,NA,NA,NA,Dry,1,NA,NA,2/12/2015,2015,0000-01-01 06:45:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2015/1, 200/12 feb 2015",12-Feb-15,78.93792859,97.02621023,96.95824163,Waning,23.77083333,23.33333333,23,2/12/2015,2/12/2015,23,96.5,FALSE,FALSE,NA,2015
Silvy van Kuijk,PUMA_20150212_070000.wav,2/12/2015,"Puma/1, 200",Puma,"1, 200",None,0000-01-01 07:01:23,NA,NA,NA,Dry,1,NA,NA,2/12/2015,2015,0000-01-01 07:00:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2015/1, 200/12 feb 2015",12-Feb-15,75.98560905,97.97330923,97.94574677,Waning,23.77083333,23.33333333,23,2/12/2015,2/12/2015,23,96.5,FALSE,FALSE,NA,2015
Silvy van Kuijk,PUMA_20150212_071500.wav,2/12/2015,"Puma/1, 200",Puma,"1, 200",None,0000-01-01 07:17:28,NA,NA,NA,Dry,1,NA,NA,2/12/2015,2015,0000-01-01 07:15:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2015/1, 200/12 feb 2015",12-Feb-15,78.50735966,97.80005063,97.74868643,Waning,23.77083333,23.33333333,23,2/12/2015,2/12/2015,23,96.5,FALSE,FALSE,NA,2015
Silvy van Kuijk,PUMA_20150212_073000.wav,2/12/2015,"Puma/1, 200",Puma,"1, 200",None,0000-01-01 07:37:14,NA,NA,NA,Dry,1,NA,NA,2/12/2015,2015,0000-01-01 07:30:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2015/1, 200/12 feb 2015",12-Feb-15,78.50791833,98.57867451,98.53574054,Waning,23.77083333,23.33333333,23,2/12/2015,2/12/2015,23,96.5,FALSE,FALSE,NA,2015
Silvy van Kuijk,PUMA_20150212_074500.wav,2/12/2015,"Puma/1, 200",Puma,"1, 200",None,0000-01-01 07:50:40,NA,NA,NA,Dry,1,NA,NA,2/12/2015,2015,0000-01-01 07:45:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2015/1, 200/12 feb 2015",12-Feb-15,81.2891134,97.07002214,96.95375309,Waning,23.77083333,23.33333333,23,2/12/2015,2/12/2015,23,96.5,FALSE,FALSE,NA,2015
Silvy van Kuijk,PUMA_20150212_080000.wav,2/12/2015,"Puma/1, 200",Puma,"1, 200",None,0000-01-01 08:01:47,NA,NA,NA,Dry,1,NA,NA,2/12/2015,2015,0000-01-01 08:00:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2015/1, 200/12 feb 2015",12-Feb-15,79.96621856,94.2659882,94.1015638,Waning,23.77083333,23.33333333,23,2/12/2015,2/12/2015,23,96.5,FALSE,FALSE,NA,2015
Silvy van Kuijk,PUMA_20150213_054500.wav,2/13/2015,"Puma/1, 200",Puma,"1, 200",None,0000-01-01 05:49:31,NA,NA,NA,Dry,1,NA,NA,2/13/2015,2015,0000-01-01 05:45:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2015/1, 200/13 feb 2015",13-Feb-15,74.50131419,97.56764827,97.54616383,Waning,24.10416667,23.29166667,22.5,2/13/2015,2/13/2015,23,96,FALSE,FALSE,NA,2015
Silvy van Kuijk,PUMA_20150213_060000.wav,2/13/2015,"Puma/1, 200",Puma,"1, 200",None,0000-01-01 06:01:43,NA,NA,NA,Dry,1,NA,NA,2/13/2015,2015,0000-01-01 06:00:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2015/1, 200/13 feb 2015",13-Feb-15,77.19947163,92.86617552,92.74678224,Waning,24.10416667,23.29166667,22.5,2/13/2015,2/13/2015,23,96,FALSE,FALSE,NA,2015
Silvy van Kuijk,PUMA_20150213_061500.wav,2/13/2015,"Puma/1, 200",Puma,"1, 200",Howler,0000-01-01 06:15:00,0:08:30,Start,1,Dry,1,NA,NA,2/13/2015,2015,0000-01-01 06:15:00,0,0000-01-01 06:23:30,TRUE,FALSE,"D:/John_Blake_Data/Puma 2015/1, 200/13 feb 2015",13-Feb-15,NA,NA,NA,Waning,24.10416667,23.29166667,22.5,2/13/2015,2/13/2015,23,96,FALSE,TRUE,510,2015
Silvy van Kuijk,PUMA_20150213_063000.wav,2/13/2015,"Puma/1, 200",Puma,"1, 200",None,0000-01-01 06:36:05,NA,NA,NA,Dry,1,NA,NA,2/13/2015,2015,0000-01-01 06:30:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2015/1, 200/13 feb 2015",13-Feb-15,80.0613189,90.3448499,89.91769668,Waning,24.10416667,23.29166667,22.5,2/13/2015,2/13/2015,23,96,FALSE,FALSE,NA,2015
Silvy van Kuijk,PUMA_20150213_064500.wav,2/13/2015,"Puma/1, 200",Puma,"1, 200",None,0000-01-01 06:50:57,NA,NA,NA,Dry,1,NA,NA,2/13/2015,2015,0000-01-01 06:45:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2015/1, 200/13 feb 2015",13-Feb-15,73.32007161,90.74370707,90.66467071,Waning,24.10416667,23.29166667,22.5,2/13/2015,2/13/2015,23,96,FALSE,FALSE,NA,2015
Silvy van Kuijk,PUMA_20150213_070000.wav,2/13/2015,"Puma/1, 200",Puma,"1, 200",None,0000-01-01 07:08:55,NA,NA,NA,Dry,1,NA,NA,2/13/2015,2015,0000-01-01 07:00:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2015/1, 200/13 feb 2015",13-Feb-15,76.65957834,91.9574108,91.82736208,Waning,24.10416667,23.29166667,22.5,2/13/2015,2/13/2015,23,96,FALSE,FALSE,NA,2015
Silvy van Kuijk,PUMA_20150213_071500.wav,2/13/2015,"Puma/1, 200",Puma,"1, 200",None,0000-01-01 07:20:31,NA,NA,NA,Dry,1,NA,NA,2/13/2015,2015,0000-01-01 07:15:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2015/1, 200/13 feb 2015",13-Feb-15,76.8079656,89.37643541,89.12921363,Waning,24.10416667,23.29166667,22.5,2/13/2015,2/13/2015,23,96,FALSE,FALSE,NA,2015
Silvy van Kuijk,PUMA_20150213_073000.wav,2/13/2015,"Puma/1, 200",Puma,"1, 200",None,0000-01-01 07:32:24,NA,NA,NA,Dry,1,NA,NA,2/13/2015,2015,0000-01-01 07:30:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2015/1, 200/13 feb 2015",13-Feb-15,71.59622544,91.89856378,91.85788051,Waning,24.10416667,23.29166667,22.5,2/13/2015,2/13/2015,23,96,FALSE,FALSE,NA,2015
Silvy van Kuijk,PUMA_20150213_074500.wav,2/13/2015,"Puma/1, 200",Puma,"1, 200",None,0000-01-01 07:51:22,NA,NA,NA,Dry,1,NA,NA,2/13/2015,2015,0000-01-01 07:45:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2015/1, 200/13 feb 2015",13-Feb-15,71.61722798,95.9974057,95.98154042,Waning,24.10416667,23.29166667,22.5,2/13/2015,2/13/2015,23,96,FALSE,FALSE,NA,2015
Silvy van Kuijk,PUMA_20150213_080000.wav,2/13/2015,"Puma/1, 200",Puma,"1, 200",None,0000-01-01 08:04:58,NA,NA,NA,Dry,1,NA,NA,2/13/2015,2015,0000-01-01 08:00:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2015/1, 200/13 feb 2015",13-Feb-15,72.01909644,97.65878326,97.64692365,Waning,24.10416667,23.29166667,22.5,2/13/2015,2/13/2015,23,96,FALSE,FALSE,NA,2015
Silvy van Kuijk,PUMA_20150216_054500.wav,2/16/2015,"Puma/-1, 600",Puma,"-1, 600",None,0000-01-01 05:48:08,NA,NA,NA,Drizzle,1,NA,NA,2/16/2015,2015,0000-01-01 05:45:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2015/-1, 600/16 feb 2015",16-Feb-15,76.64899304,109.2915945,109.2892316,New,24.375,23.16666667,22.5,2/16/2015,2/16/2015,23,96.5,FALSE,FALSE,NA,2015
Silvy van Kuijk,PUMA_20150216_060000.wav,2/16/2015,"Puma/-1, 600",Puma,"-1, 600",None,0000-01-01 06:01:22,NA,NA,NA,Dry,1,NA,NA,2/16/2015,2015,0000-01-01 06:00:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2015/-1, 600/16 feb 2015",16-Feb-15,77.10112819,102.172266,102.1587393,New,24.375,23.16666667,22.5,2/16/2015,2/16/2015,23,96.5,FALSE,FALSE,NA,2015
Silvy van Kuijk,PUMA_20150216_061500.wav,2/16/2015,"Puma/-1, 600",Puma,"-1, 600",Howler,0000-01-01 06:18:50,0:06:10,End,4,Dry,1,NA,NA,2/16/2015,2015,0000-01-01 06:15:00,230,0000-01-01 06:25:00,FALSE,TRUE,"D:/John_Blake_Data/Puma 2015/-1, 600/16 feb 2015",16-Feb-15,89.33262104,106.6571873,106.5760329,New,24.375,23.16666667,22.5,2/16/2015,2/16/2015,23,96.5,FALSE,TRUE,370,2015
Silvy van Kuijk,PUMA_20150216_063000.wav,2/16/2015,"Puma/-1, 600",Puma,"-1, 600",Howler,0000-01-01 06:30:00,0:06:26,Start,4,Dry,1,NA,Clear spider monkey calls!,2/16/2015,2015,0000-01-01 06:30:00,0,0000-01-01 06:36:26,TRUE,FALSE,"D:/John_Blake_Data/Puma 2015/-1, 600/16 feb 2015",16-Feb-15,NA,NA,NA,New,24.375,23.16666667,22.5,2/16/2015,2/16/2015,23,96.5,FALSE,TRUE,386,2015
Silvy van Kuijk,PUMA_20150216_064500.wav,2/16/2015,"Puma/-1, 600",Puma,"-1, 600",None,0000-01-01 06:52:40,NA,NA,NA,Dry,1,NA,Spider monkey calls,2/16/2015,2015,0000-01-01 06:45:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2015/-1, 600/16 feb 2015",16-Feb-15,83.45349894,105.6202429,105.5937957,New,24.375,23.16666667,22.5,2/16/2015,2/16/2015,23,96.5,FALSE,FALSE,NA,2015
Silvy van Kuijk,PUMA_20150216_070000.wav,2/16/2015,"Puma/-1, 600",Puma,"-1, 600",None,0000-01-01 07:06:05,NA,NA,NA,Dry,1,NA,NA,2/16/2015,2015,0000-01-01 07:00:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2015/-1, 600/16 feb 2015",16-Feb-15,87.62419801,107.2501529,107.2025592,New,24.375,23.16666667,22.5,2/16/2015,2/16/2015,23,96.5,FALSE,FALSE,NA,2015
Silvy van Kuijk,PUMA_20150216_071500.wav,2/16/2015,"Puma/-1, 600",Puma,"-1, 600",None,0000-01-01 07:21:48,NA,NA,NA,Dry,1,NA,NA,2/16/2015,2015,0000-01-01 07:15:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2015/-1, 600/16 feb 2015",16-Feb-15,76.84684377,105.6591384,105.6534306,New,24.375,23.16666667,22.5,2/16/2015,2/16/2015,23,96.5,FALSE,FALSE,NA,2015
Silvy van Kuijk,PUMA_20150216_073000.wav,2/16/2015,"Puma/-1, 600",Puma,"-1, 600",None,0000-01-01 07:37:31,NA,NA,NA,Dry,1,NA,NA,2/16/2015,2015,0000-01-01 07:30:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2015/-1, 600/16 feb 2015",16-Feb-15,81.8341485,106.4272822,106.4121894,New,24.375,23.16666667,22.5,2/16/2015,2/16/2015,23,96.5,FALSE,FALSE,NA,2015
Silvy van Kuijk,PUMA_20150216_074500.wav,2/16/2015,"Puma/-1, 600",Puma,"-1, 600",None,0000-01-01 07:53:15,NA,NA,NA,Dry,1,NA,NA,2/16/2015,2015,0000-01-01 07:45:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2015/-1, 600/16 feb 2015",16-Feb-15,76.00574022,102.4868717,102.4771114,New,24.375,23.16666667,22.5,2/16/2015,2/16/2015,23,96.5,FALSE,FALSE,NA,2015
Silvy van Kuijk,PUMA_20150216_080000.wav,2/16/2015,"Puma/-1, 600",Puma,"-1, 600",None,0000-01-01 08:08:19,NA,NA,NA,Dry,1,NA,NA,2/16/2015,2015,0000-01-01 08:00:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2015/-1, 600/16 feb 2015",16-Feb-15,77.07846151,101.6939094,101.6788834,New,24.375,23.16666667,22.5,2/16/2015,2/16/2015,23,96.5,FALSE,FALSE,NA,2015
Silvy van Kuijk,PUMA_20150217_054500.wav,2/17/2015,"Puma/-1, 600",Puma,"-1, 600",Howler,0000-01-01 05:45:35,0:09:25,End,4,Drizzle,1,NA,NA,2/17/2015,2015,0000-01-01 05:45:00,35,0000-01-01 05:55:00,FALSE,TRUE,"D:/John_Blake_Data/Puma 2015/-1, 600/17 feb 2015",17-Feb-15,NA,NA,NA,New,25.6875,24.16666667,23,2/17/2015,2/17/2015,24,96,FALSE,TRUE,565,2015
Silvy van Kuijk,PUMA_20150217_060000.wav,2/17/2015,"Puma/-1, 600",Puma,"-1, 600",None,0000-01-01 06:04:25,NA,NA,NA,Drizzle,1,NA,NA,2/17/2015,2015,0000-01-01 06:00:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2015/-1, 600/17 feb 2015",17-Feb-15,85.36111743,100.2648965,100.122185,New,25.6875,24.16666667,23,2/17/2015,2/17/2015,24,96,FALSE,FALSE,NA,2015
Silvy van Kuijk,PUMA_20150217_061500.wav,2/17/2015,"Puma/-1, 600",Puma,"-1, 600",None,0000-01-01 06:20:40,NA,NA,NA,Drizzle,1,NA,NA,2/17/2015,2015,0000-01-01 06:15:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2015/-1, 600/17 feb 2015",17-Feb-15,84.09262572,97.88375927,97.69848047,New,25.6875,24.16666667,23,2/17/2015,2/17/2015,24,96,FALSE,FALSE,NA,2015
Silvy van Kuijk,PUMA_20150217_063000.wav,2/17/2015,"Puma/-1, 600",Puma,"-1, 600",None,0000-01-01 06:31:43,NA,NA,NA,Drizzle,1,NA,NA,2/17/2015,2015,0000-01-01 06:30:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2015/-1, 600/17 feb 2015",17-Feb-15,80.2570308,101.1571076,101.1216871,New,25.6875,24.16666667,23,2/17/2015,2/17/2015,24,96,FALSE,FALSE,NA,2015
Silvy van Kuijk,PUMA_20150217_064500.wav,2/17/2015,"Puma/-1, 600",Puma,"-1, 600",None,0000-01-01 06:47:38,NA,NA,NA,Drizzle,1,NA,NA,2/17/2015,2015,0000-01-01 06:45:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2015/-1, 600/17 feb 2015",17-Feb-15,79.45525256,102.8421415,102.8221928,New,25.6875,24.16666667,23,2/17/2015,2/17/2015,24,96,FALSE,FALSE,NA,2015
Silvy van Kuijk,PUMA_20150217_070000.wav,2/17/2015,"Puma/-1, 600",Puma,"-1, 600",None,0000-01-01 07:04:23,NA,NA,NA,Drizzle,1,NA,NA,2/17/2015,2015,0000-01-01 07:00:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2015/-1, 600/17 feb 2015",17-Feb-15,79.61980894,101.9946522,101.9694499,New,25.6875,24.16666667,23,2/17/2015,2/17/2015,24,96,FALSE,FALSE,NA,2015
Silvy van Kuijk,PUMA_20150217_071500.wav,2/17/2015,"Puma/-1, 600",Puma,"-1, 600",None,0000-01-01 07:22:28,NA,NA,NA,Drizzle,1,NA,NA,2/17/2015,2015,0000-01-01 07:15:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2015/-1, 600/17 feb 2015",17-Feb-15,78.70729048,100.9898394,100.9640996,New,25.6875,24.16666667,23,2/17/2015,2/17/2015,24,96,FALSE,FALSE,NA,2015
Silvy van Kuijk,PUMA_20150217_073000.wav,2/17/2015,"Puma/-1, 600",Puma,"-1, 600",None,0000-01-01 07:32:22,NA,NA,NA,Drizzle,1,NA,NA,2/17/2015,2015,0000-01-01 07:30:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2015/-1, 600/17 feb 2015",17-Feb-15,77.90972822,100.5918786,100.5684064,New,25.6875,24.16666667,23,2/17/2015,2/17/2015,24,96,FALSE,FALSE,NA,2015
Silvy van Kuijk,PUMA_20150217_074500.wav,2/17/2015,"Puma/-1, 600",Puma,"-1, 600",None,0000-01-01 07:49:50,NA,NA,NA,Dry,1,NA,NA,2/17/2015,2015,0000-01-01 07:45:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2015/-1, 600/17 feb 2015",17-Feb-15,78.59312798,101.9662387,101.9462289,New,25.6875,24.16666667,23,2/17/2015,2/17/2015,24,96,FALSE,FALSE,NA,2015
Silvy van Kuijk,PUMA_20150217_080000.wav,2/17/2015,"Puma/-1, 600",Puma,"-1, 600",None,0000-01-01 08:05:30,NA,NA,NA,Dry,1,NA,NA,2/17/2015,2015,0000-01-01 08:00:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2015/-1, 600/17 feb 2015",17-Feb-15,79.04263955,100.6900449,100.6602564,New,25.6875,24.16666667,23,2/17/2015,2/17/2015,24,96,FALSE,FALSE,NA,2015
Silvy van Kuijk,PUMA_20150208_054500.wav,2/8/2015,"Puma/2, 0",Puma,"2, 0",Howler,0000-01-01 05:45:00,0:10:00,"Start, End",4,Dry,1,NA,NA,2/8/2015,2015,0000-01-01 05:45:00,0,0000-01-01 05:55:00,TRUE,TRUE,"D:/John_Blake_Data/Puma 2015/2, 0/8 feb 2015",8-Feb-15,NA,NA,NA,Waning,26.47916667,24.70833333,23,2/8/2015,2/8/2015,24,92.5,FALSE,TRUE,600,2015
Silvy van Kuijk,PUMA_20150208_060000.wav,2/8/2015,"Puma/2, 0",Puma,"2, 0",Howler,0000-01-01 06:00:00,0:10:00,"Start, End",4,Dry,1,NA,NA,2/8/2015,2015,0000-01-01 06:00:00,0,0000-01-01 06:10:00,TRUE,TRUE,"D:/John_Blake_Data/Puma 2015/2, 0/8 feb 2015",8-Feb-15,NA,NA,NA,Waning,26.47916667,24.70833333,23,2/8/2015,2/8/2015,24,92.5,FALSE,TRUE,600,2015
Silvy van Kuijk,PUMA_20150208_061500.wav,2/8/2015,"Puma/2, 0",Puma,"2, 0",None,0000-01-01 06:22:21,NA,NA,NA,Dry,1,NA,NA,2/8/2015,2015,0000-01-01 06:15:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2015/2, 0/8 feb 2015",8-Feb-15,78.74974938,89.10244636,88.68239365,Waning,26.47916667,24.70833333,23,2/8/2015,2/8/2015,24,92.5,FALSE,FALSE,NA,2015
Silvy van Kuijk,PUMA_20150208_063000.wav,2/8/2015,"Puma/2, 0",Puma,"2, 0",Titi,0000-01-01 06:37:52,0:01:35,Complete,4,Dry,1,NA,Spider monkey (or human?) at 3:00,2/8/2015,2015,0000-01-01 06:30:00,472,0000-01-01 06:39:27,FALSE,FALSE,"D:/John_Blake_Data/Puma 2015/2, 0/8 feb 2015",8-Feb-15,75.04163504,94.0580879,94.00328805,Waning,26.47916667,24.70833333,23,2/8/2015,2/8/2015,24,92.5,TRUE,FALSE,95,2015
Silvy van Kuijk,PUMA_20150208_063000.wav,2/8/2015,"Puma/2, 0",Puma,"2, 0",Howler,0000-01-01 06:34:50,0:05:10,End,4,Dry,1,NA,Spider monkey (or human?) at 3:00,2/8/2015,2015,0000-01-01 06:30:00,290,0000-01-01 06:40:00,FALSE,TRUE,"D:/John_Blake_Data/Puma 2015/2, 0/8 feb 2015",8-Feb-15,75.04163504,94.0580879,94.00328805,Waning,26.47916667,24.70833333,23,2/8/2015,2/8/2015,24,92.5,FALSE,TRUE,310,2015
Silvy van Kuijk,PUMA_20150208_064500.wav,2/8/2015,"Puma/2, 0",Puma,"2, 0",Howler,0000-01-01 06:45:00,0:10:00,"Start, End",4,Dry,1,NA,NA,2/8/2015,2015,0000-01-01 06:45:00,0,0000-01-01 06:55:00,TRUE,TRUE,"D:/John_Blake_Data/Puma 2015/2, 0/8 feb 2015",8-Feb-15,NA,NA,NA,Waning,26.47916667,24.70833333,23,2/8/2015,2/8/2015,24,92.5,FALSE,TRUE,600,2015
Silvy van Kuijk,PUMA_20150208_064500.wav,2/8/2015,"Puma/2, 0",Puma,"2, 0",Titi,0000-01-01 06:51:21,0:03:05,Complete,4,Dry,1,NA,NA,2/8/2015,2015,0000-01-01 06:45:00,381,0000-01-01 06:54:26,FALSE,FALSE,"D:/John_Blake_Data/Puma 2015/2, 0/8 feb 2015",8-Feb-15,76.62442287,93.34302623,93.24959096,Waning,26.47916667,24.70833333,23,2/8/2015,2/8/2015,24,92.5,TRUE,FALSE,185,2015
Silvy van Kuijk,PUMA_20150208_070000.wav,2/8/2015,"Puma/2, 0",Puma,"2, 0",Titi,0000-01-01 07:09:44,0:00:14,End,4,Dry,1,NA,NA,2/8/2015,2015,0000-01-01 07:00:00,584,0000-01-01 07:09:58,FALSE,FALSE,"D:/John_Blake_Data/Puma 2015/2, 0/8 feb 2015",8-Feb-15,93.78645631,99.55461004,98.21971192,Waning,26.47916667,24.70833333,23,2/8/2015,2/8/2015,24,92.5,TRUE,FALSE,14,2015
Silvy van Kuijk,PUMA_20150208_071500.wav,2/8/2015,"Puma/2, 0",Puma,"2, 0",Titi,0000-01-01 07:23:23,0:01:37,End,4,Dry,1,NA,NA,2/8/2015,2015,0000-01-01 07:15:00,503,0000-01-01 07:25:00,FALSE,TRUE,"D:/John_Blake_Data/Puma 2015/2, 0/8 feb 2015",8-Feb-15,79.44136224,93.83114705,93.67020439,Waning,26.47916667,24.70833333,23,2/8/2015,2/8/2015,24,92.5,TRUE,FALSE,97,2015
Silvy van Kuijk,PUMA_20150208_073000.wav,2/8/2015,"Puma/2, 0",Puma,"2, 0",Titi,0000-01-01 07:30:00,0:10:00,"Start, End",4,Dry,1,NA,NA,2/8/2015,2015,0000-01-01 07:30:00,0,0000-01-01 07:40:00,TRUE,TRUE,"D:/John_Blake_Data/Puma 2015/2, 0/8 feb 2015",8-Feb-15,NA,NA,NA,Waning,26.47916667,24.70833333,23,2/8/2015,2/8/2015,24,92.5,TRUE,FALSE,600,2015
Silvy van Kuijk,PUMA_20150208_074500.wav,2/8/2015,"Puma/2, 0",Puma,"2, 0",Titi,0000-01-01 07:45:00,0:03:23,Start,4,Dry,1,NA,NA,2/8/2015,2015,0000-01-01 07:45:00,0,0000-01-01 07:48:23,TRUE,FALSE,"D:/John_Blake_Data/Puma 2015/2, 0/8 feb 2015",8-Feb-15,NA,NA,NA,Waning,26.47916667,24.70833333,23,2/8/2015,2/8/2015,24,92.5,TRUE,FALSE,203,2015
Silvy van Kuijk,PUMA_20150208_080000.wav,2/8/2015,"Puma/2, 0",Puma,"2, 0",Titi,0000-01-01 08:00:57,0:04:27,Complete,4,Dry,1,NA,NA,2/8/2015,2015,0000-01-01 08:00:00,57,0000-01-01 08:05:24,FALSE,FALSE,"D:/John_Blake_Data/Puma 2015/2, 0/8 feb 2015",8-Feb-15,NA,NA,NA,Waning,26.47916667,24.70833333,23,2/8/2015,2/8/2015,24,92.5,TRUE,FALSE,267,2015
Silvy van Kuijk,PUMA_20150209_054500.wav,2/9/2015,"Puma/2, 0",Puma,"2, 0",None,0000-01-01 05:48:09,NA,NA,NA,Rain,1,NA,NA,2/9/2015,2015,0000-01-01 05:45:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2015/2, 0/9 feb 2015 omit",9 feb 2015 omit,96.48286281,107.4251607,107.0608626,Waning,25.35416667,25.16666667,23.5,2/9/2015,2/9/2015,24,91.5,FALSE,FALSE,NA,2015
Silvy van Kuijk,PUMA_20150209_060000.wav,2/9/2015,"Puma/2, 0",Puma,"2, 0",None,0000-01-01 06:02:57,NA,NA,NA,Rain,1,NA,NA,2/9/2015,2015,0000-01-01 06:00:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2015/2, 0/9 feb 2015 omit",9 feb 2015 omit,92.78432808,103.8661736,103.5138951,Waning,25.35416667,25.16666667,23.5,2/9/2015,2/9/2015,24,91.5,FALSE,FALSE,NA,2015
Silvy van Kuijk,PUMA_20150209_061500.wav,2/9/2015,"Puma/2, 0",Puma,"2, 0",None,0000-01-01 06:18:50,NA,NA,NA,Rain,1,NA,NA,2/9/2015,2015,0000-01-01 06:15:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2015/2, 0/9 feb 2015 omit",9 feb 2015 omit,90.83228095,96.321339,94.88003907,Waning,25.35416667,25.16666667,23.5,2/9/2015,2/9/2015,24,91.5,FALSE,FALSE,NA,2015
Silvy van Kuijk,PUMA_20150209_063000.wav,2/9/2015,"Puma/2, 0",Puma,"2, 0",None,0000-01-01 06:38:44,NA,NA,NA,Rain,1,NA,NA,2/9/2015,2015,0000-01-01 06:30:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2015/2, 0/9 feb 2015 omit",9 feb 2015 omit,90.84643894,97.56156489,96.5215039,Waning,25.35416667,25.16666667,23.5,2/9/2015,2/9/2015,24,91.5,FALSE,FALSE,NA,2015
