Analyst,FileName,Date,RecordingLocation,PrimateSpecies,CallOnset,CallDuration,CallCompletion,CallDistance,Rain,UndergradComments,SilvyComments
Silvy van Kuijk,HARPIA_20140212_060000,2/12/2014,"Harpia, 7, 400",Howler,6:00:00,0:06:28,"Start, End",4,Drizzle,,"Howlers far away, cannot hear them any longer when a closer group starts howling too."
Silvy van Kuijk,HARPIA_20140212_060000,2/12/2014,"Harpia, 7, 400",Howler,6:06:28,0:03:32,End,3,Drizzle,,
Silvy van Kuijk,HARPIA_20140212_061500,2/12/2014,"Harpia, 7, 400",Howler,6:15:00,0:04:06,Start,3,Drizzle,,
Silvy van Kuijk,HARPIA_20140212_063000,2/12/2014,"Harpia, 7, 400",None,,,,,Drizzle,,
Silvy van Kuijk,HARPIA_20140212_064500,2/12/2014,"Harpia, 7, 400",None,,,,,Drizzle,,
Silvy van Kuijk,HARPIA_20140212_070000,2/12/2014,"Harpia, 7, 400",None,,,,,Drizzle,,
Silvy van Kuijk,HARPIA_20140212_071500,2/12/2014,"Harpia, 7, 400",None,,,,,Drizzle,,"At 06:10 and onwards some primates move around close to recorder, not sure of species. "
Silvy van Kuijk,HARPIA_20140212_073000,2/12/2014,"Harpia, 7, 400",None,,,,,Drizzle,,
Silvy van Kuijk,HARPIA_20140212_074500,2/12/2014,"Harpia, 7, 400",None,,,,,Drizzle,,
Silvy van Kuijk,HARPIA_20140212_080000,2/12/2014,"Harpia, 7, 400",None,,,,,Drizzle,,"There is a lot more active movement of the primates moving in the trees near the recorder. Around 3:20 - 3:30 and then around 7:10 they sound like spider monkeys, perhaps?"
Silvy van Kuijk,HARPIA_20140213_054500,2/13/2014,"Harpia, 7, 400",Howler,5:50:54,0:04:06,End,4,Dry,,"WOW! A TON of insect activity, but nothing below 3 kHz. "
Silvy van Kuijk,HARPIA_20140213_060000,2/13/2014,"Harpia, 7, 400",Howler,6:00:00,0:10:00,"Start, End",2,Dry,,
Silvy van Kuijk,HARPIA_20140213_061500,2/13/2014,"Harpia, 7, 400",Howler,6:15:00,0:10:00,"Start, End",4,Dry,,"I think this group may have been calling in the previous file too, but closer group masked them."
Silvy van Kuijk,HARPIA_20140213_063000,2/13/2014,"Harpia, 7, 400",None,,,,,Dry,,
Silvy van Kuijk,HARPIA_20140213_064500,2/13/2014,"Harpia, 7, 400",None,,,,,Dry,,
Silvy van Kuijk,HARPIA_20140213_070000,2/13/2014,"Harpia, 7, 400",None,,,,,Dry,,"Ton of vocal activity, but no primates"
Silvy van Kuijk,HARPIA_20140213_071500,2/13/2014,"Harpia, 7, 400",None,,,,,Dry,,
Silvy van Kuijk,HARPIA_20140213_073000,2/13/2014,"Harpia, 7, 400",None,,,,,Dry,,
Silvy van Kuijk,HARPIA_20140213_074500,2/13/2014,"Harpia, 7, 400",None,,,,,Dry,,
Silvy van Kuijk,HARPIA_20140213_080000,2/13/2014,"Harpia, 7, 400",None,,,,,Dry,,"Thunder in recording, maybe it rained later on this day?"
Anna Kurtin,HARPIA_20140204_054500,2/4/2014,"Harpia, 9, -50",None,,,,,Drizzle,Churring sound fairly close to the microphone around 7:30 and 2:40,"Anna, that churring sound is a bird! :)"
Anna Kurtin,HARPIA_20140204_060000,2/4/2014,"Harpia, 9, -50",Howler,6:04:40,0:05:20,End,3,Drizzle,Same churring sound as before present ,
Anna Kurtin,HARPIA_20140204_061500,2/4/2014,"Harpia, 9, -50",Howler,6:15:00,0:08:06,Start,2,Drizzle,,
Anna Kurtin,HARPIA_20140204_063000,2/4/2014,"Harpia, 9, -50",Howler,6:30:00,0:09:40,Start,4,Drizzle,,"This call likely started earlier, but was overlapped by closer grou of howlers in previous recording."
Anna Kurtin,HARPIA_20140204_064500,2/4/2014,"Harpia, 9, -50",None,,,,,Drizzle,,
Anna Kurtin,HARPIA_20140204_070000,2/4/2014,"Harpia, 9, -50",None,,,,,Drizzle,,
Anna Kurtin,HARPIA_20140204_071500,2/4/2014,"Harpia, 9, -50",None,,,,,Drizzle,,
Anna Kurtin,HARPIA_20140204_073000,2/4/2014,"Harpia, 9, -50",None,,,,,Drizzle,,
Anna Kurtin,HARPIA_20140204_074500,2/4/2014,"Harpia, 9, -50",None,,,,,Drizzle,,
Anna Kurtin,HARPIA_20140204_080000,2/4/2014,"Harpia, 9, -50",None,,,,,Drizzle,,
Anna Kurtin,HARPIA_20140205_054500,2/5/2014,"Harpia, 9, -50",None,,,,,Rain,,
Anna Kurtin,HARPIA_20140205_060000,2/5/2014,"Harpia, 9, -50",Howler,6:02:20,0:07:40,End,3,Dry,,
Anna Kurtin,HARPIA_20140205_061500,2/5/2014,"Harpia, 9, -50",Howler,6:15:00,0:10:00,"Start, End",3,Dry,,
Anna Kurtin,HARPIA_20140205_063000,2/5/2014,"Harpia, 9, -50",Howler,6:30:00,0:10:00,"Start, End",4,Dry,,
Anna Kurtin,HARPIA_20140205_064500,2/5/2014,"Harpia, 9, -50",None,,,,,Dry,,Thunder!
Anna Kurtin,HARPIA_20140205_070000,2/5/2014,"Harpia, 9, -50",None,,,,,Dry,,
Anna Kurtin,HARPIA_20140205_071500,2/5/2014,"Harpia, 9, -50",None,,,,,Dry,,
Anna Kurtin,HARPIA_20140205_073000,2/5/2014,"Harpia, 9, -50",None,,,,,Dry,,
Anna Kurtin,HARPIA_20140205_074500,2/5/2014,"Harpia, 9, -50",None,,,,,Dry,,
Anna Kurtin,HARPIA_20140205_080000,2/5/2014,"Harpia, 9, -50",None,,,,,Dry,,
Anna Kurtin,HARPIA_20140216_054500,2/16/2014,"Harpia, 9, 800",Howler,5:47:25,0:07:35,End,4,Dry,,
Anna Kurtin,HARPIA_20140216_060000,2/16/2014,"Harpia, 9, 800",Howler,6:00:00,0:01:35,End,4,Drizzle,,"This call may continue, but masked by distance 2 call."
Anna Kurtin,HARPIA_20140216_060000,2/16/2014,"Harpia, 9, 800",Howler,6:01:35,0:08:25,End,2,Drizzle,,
Anna Kurtin,HARPIA_20140216_061500,2/16/2014,"Harpia, 9, 800",Howler,6:15:00,0:01:27,Start,2,Drizzle,,
Anna Kurtin,HARPIA_20140216_063000,2/16/2014,"Harpia, 9, 800",None,,,,,Drizzle,,
Anna Kurtin,HARPIA_20140216_064500,2/16/2014,"Harpia, 9, 800",None,,,,,Drizzle,,
Anna Kurtin,HARPIA_20140216_070000,2/16/2014,"Harpia, 9, 800",None,,,,,Drizzle,,
Anna Kurtin,HARPIA_20140216_071500,2/16/2014,"Harpia, 9, 800",None,,,,,Drizzle,,
Anna Kurtin,HARPIA_20140216_073000,2/16/2014,"Harpia, 9, 800",None,,,,,Drizzle,,
Anna Kurtin,HARPIA_20140216_074500,2/16/2014,"Harpia, 9, 800",None,,,,,Drizzle,,
Anna Kurtin,HARPIA_20140216_080000,2/16/2014,"Harpia, 9, 800",None,,,,,Drizzle,,
Anna Kurtin,HARPIA_20140217_054500,2/17/2014,"Harpia, 9, 800",Howler,5:52:45,0:02:15,End,4,Drizzle,,
Anna Kurtin,HARPIA_20140217_060000,2/17/2014,"Harpia, 9, 800",Howler,6:00:00,0:10:00,"Start, End",4,Drizzle,,
Anna Kurtin,HARPIA_20140217_061500,2/17/2014,"Harpia, 9, 800",None,,,,,Drizzle,Howling is very faint and partially obscured by bird calls,"Woolly monkeys nearby. As howling is so faint and hard to tell when it starts/stops, I will ignore this call."
Anna Kurtin,HARPIA_20140217_063000,2/17/2014,"Harpia, 9, 800",None,,,,,Drizzle,"Howling is very faint, something (birds or primates) is moving around and vocalizing close to the mic",Woollies close to recorder. Lots of vocalizations!
Anna Kurtin,HARPIA_20140217_064500,2/17/2014,"Harpia, 9, 800",None,,,,,Drizzle,Something still moving and vocalizing near mic,Woollies
Anna Kurtin,HARPIA_20140217_070000,2/17/2014,"Harpia, 9, 800",None,,,,,Drizzle,Something still moving and vocalizing near mic,Woollies
Anna Kurtin,HARPIA_20140217_071500,2/17/2014,"Harpia, 9, 800",None,,,,,Drizzle,,
Anna Kurtin,HARPIA_20140217_073000,2/17/2014,"Harpia, 9, 800",None,,,,,Drizzle,,
Anna Kurtin,HARPIA_20140217_074500,2/17/2014,"Harpia, 9, 800",None,,,,,Dry,,
Anna Kurtin,HARPIA_20140217_080000,2/17/2014,"Harpia, 9, 800",None,,,,,Dry,,
Anna Kurtin,HARPIA_20150217_054500,2/17/2015,"Harpia, 1, 800",None,,,,,Drizzle,Howling is very faint,Howling too far to reliably call start/end
Anna Kurtin,HARPIA_20150217_060000,2/17/2015,"Harpia, 1, 800",Howler,6:00:00,0:10:00,"Start, End",3,Drizzle,,
Anna Kurtin,HARPIA_20150217_061500,2/17/2015,"Harpia, 1, 800",None,,,,,Drizzle,,
Anna Kurtin,HARPIA_20150217_063000,2/17/2015,"Harpia, 1, 800",Howler,6:33:45,0:05:22,Complete,3,Drizzle,Howling is in short bursts,
Anna Kurtin,HARPIA_20150217_064500,2/17/2015,"Harpia, 1, 800",None,,,,,Drizzle,,
Anna Kurtin,HARPIA_20150217_070000,2/17/2015,"Harpia, 1, 800",None,,,,,Drizzle,,
Anna Kurtin,HARPIA_20150217_071500,2/17/2015,"Harpia, 1, 800",Howler,7:18:40,0:00:35,Complete,4,Drizzle,Might be very faint howling,
Anna Kurtin,HARPIA_20150217_073000,2/17/2015,"Harpia, 1, 800",None,,,,,Drizzle,,
Anna Kurtin,HARPIA_20150217_074500,2/17/2015,"Harpia, 1, 800",None,,,,,Drizzle,,
Anna Kurtin,HARPIA_20150217_080000,2/17/2015,"Harpia, 1, 800",None,,,,,Drizzle,,
Anna Kurtin,HARPIA_20150218_054500,2/18/2015,"Harpia, 1, 800",None,,,,,Drizzle,,
Anna Kurtin,HARPIA_20150218_060000,2/18/2015,"Harpia, 1, 800",None,,,,,Dry,,
Anna Kurtin,HARPIA_20150218_061500,2/18/2015,"Harpia, 1, 800",None,,,,,Dry,,
Anna Kurtin,HARPIA_20150218_063000,2/18/2015,"Harpia, 1, 800",Howler,6:30:00,0:10:00,"Start, End",4,Dry,Howling is very faint,
Anna Kurtin,HARPIA_20150218_064500,2/18/2015,"Harpia, 1, 800",Howler,6:45:00,0:09:10,Start,4,Dry,,
Anna Kurtin,HARPIA_20150218_070000,2/18/2015,"Harpia, 1, 800",Howler,7:03:42,0:06:18,End,3,Dry,,
Anna Kurtin,HARPIA_20150218_071500,2/18/2015,"Harpia, 1, 800",Howler,,,,,Dry,,
Anna Kurtin,HARPIA_20150218_073000,2/18/2015,"Harpia, 1, 800",Howler,,,,,Dry,,
Anna Kurtin,HARPIA_20150218_074500,2/18/2015,"Harpia, 1, 800",None,,,,,Dry,,
Anna Kurtin,HARPIA_20150218_080000,2/18/2015,"Harpia, 1, 800",None,,,,,Dry,,
Anna Kurtin,HARPIA_20150215_054500,2/15/2015,"Harpia, 2, 600",None,,,,,Drizzle,,
Anna Kurtin,HARPIA_20150215_060000,2/15/2015,"Harpia, 2, 600",None,,,,,Drizzle,,
Anna Kurtin,HARPIA_20150215_061500,2/15/2015,"Harpia, 2, 600",None,,,,,Drizzle,,
Anna Kurtin,HARPIA_20150215_063000,2/15/2015,"Harpia, 2, 600",None,,,,,Drizzle,,
Anna Kurtin,HARPIA_20150215_064500,2/15/2015,"Harpia, 2, 600",None,,,,,Drizzle,,
Anna Kurtin,HARPIA_20150215_070000,2/15/2015,"Harpia, 2, 600",None,,,,,Drizzle,,
Anna Kurtin,HARPIA_20150215_071500,2/15/2015,"Harpia, 2, 600",None,,,,,Drizzle,,
Anna Kurtin,HARPIA_20150215_073000,2/15/2015,"Harpia, 2, 600",None,,,,,Drizzle,,
Anna Kurtin,HARPIA_20150215_074500,2/15/2015,"Harpia, 2, 600",None,,,,,Drizzle,,
Anna Kurtin,HARPIA_20150215_080000,2/15/2015,"Harpia, 2, 600",None,,,,,Drizzle,,
Anna Kurtin,HARPIA_20150216_054500,2/16/2015,"Harpia, 2, 600",None,,,,,Drizzle,,
Anna Kurtin,HARPIA_20150216_060000,2/16/2015,"Harpia, 2, 600",Howler,6:00:00,0:10:00,"Start, End",4,Drizzle,Very faint howler calls ,
Anna Kurtin,HARPIA_20150216_061500,2/16/2015,"Harpia, 2, 600",None,,,,,Drizzle,,
Anna Kurtin,HARPIA_20150216_063000,2/16/2015,"Harpia, 2, 600",None,,,,,Drizzle,,
Anna Kurtin,HARPIA_20150216_064500,2/16/2015,"Harpia, 2, 600",None,,,,,Drizzle,,
Anna Kurtin,HARPIA_20150216_070000,2/16/2015,"Harpia, 2, 600",None,,,,,Dry,,
Anna Kurtin,HARPIA_20150216_071500,2/16/2015,"Harpia, 2, 600",None,,,,,Dry,,
Anna Kurtin,HARPIA_20150216_073000,2/16/2015,"Harpia, 2, 600",None,,,,,Dry,,
Anna Kurtin,HARPIA_20150216_074500,2/16/2015,"Harpia, 2, 600",None,,,,,Dry,,
Anna Kurtin,HARPIA_20150216_080000,2/16/2015,"Harpia, 2, 600",None,,,,,Drizzle,,
Anna Kurtin,HARPIA_20150207_054500,2/7/2015,"Harpia, 3, -50",Howler,5:45:00,0:06:03,"Start, End",4,Dry,,"End of call unknown, masked by closer group"
Anna Kurtin,HARPIA_20150207_054500,2/7/2015,"Harpia, 3, -50",Howler,5:51:03,0:03:53,End,3,Dry,,
Anna Kurtin,HARPIA_20150207_060000,2/7/2015,"Harpia, 3, -50",Howler,6:00:00,0:10:00,"Start, End",3,Dry,,
Anna Kurtin,HARPIA_20150207_061500,2/7/2015,"Harpia, 3, -50",Howler,6:15:00,0:09:16,Start,3,Dry,,
Anna Kurtin,HARPIA_20150207_063000,2/7/2015,"Harpia, 3, -50",None,,,,,Drizzle,,
Anna Kurtin,HARPIA_20150207_064500,2/7/2015,"Harpia, 3, -50",None,,,,,Drizzle,,
Anna Kurtin,HARPIA_20150207_070000,2/7/2015,"Harpia, 3, -50",None,,,,,Dry,,
Anna Kurtin,HARPIA_20150207_071500,2/7/2015,"Harpia, 3, -50",None,,,,,Dry,,
Anna Kurtin,HARPIA_20150207_073000,2/7/2015,"Harpia, 3, -50",None,,,,,Dry,,
Anna Kurtin,HARPIA_20150207_074500,2/7/2015,"Harpia, 3, -50",None,,,,,Dry,,
Anna Kurtin,HARPIA_20150207_080000,2/7/2015,"Harpia, 3, -50",None,,,,,Dry,,
Anna Kurtin,HARPIA_20150208_054500,2/8/2015,"Harpia, 3, -50",None,,,,,Dry,,
Anna Kurtin,HARPIA_20150208_060000,2/8/2015,"Harpia, 3, -50",Howler,6:00:00,0:07:53,Start,4,Dry,,Spider monkey alarm calls
Anna Kurtin,HARPIA_20150208_061500,2/8/2015,"Harpia, 3, -50",None,,,,,Dry,,
Anna Kurtin,HARPIA_20150208_063000,2/8/2015,"Harpia, 3, -50",Howler,6:34:12,0:05:48,End,4,Dry,,
Anna Kurtin,HARPIA_20150208_064500,2/8/2015,"Harpia, 3, -50",None,,,,,Drizzle,,
Anna Kurtin,HARPIA_20150208_070000,2/8/2015,"Harpia, 3, -50",None,,,,,Dry,,
Silvy van Kuijk,HARPIA_20150208_071500,2/8/2015,"Harpia, 3, -50",Howler,7:22:15,0:00:15,Complete,4,Dry,,
Anna Kurtin,HARPIA_20150208_071500,2/8/2015,"Harpia, 3, -50",Titi,7:23:08,0:01:22,End,3,Dry,,
Anna Kurtin,HARPIA_20150208_073000,2/8/2015,"Harpia, 3, -50",Titi,7:30:00,0:09:48,Start,3,Dry,,"Something between two groups, I think. Many short calls dispersed throughout the 10-minute segment."
Anna Kurtin,HARPIA_20150208_074500,2/8/2015,"Harpia, 3, -50",None,,,,,Dry,,
Anna Kurtin,HARPIA_20150208_080000,2/8/2015,"Harpia, 3, -50",None,,,,,Dry,,
Anna Kurtin,HARPIA_20150213_054500,2/13/2015,"Harpia, 7, 400",None,,,,,Dry,,
Anna Kurtin,HARPIA_20150213_060000,2/13/2015,"Harpia, 7, 400",Howler,6:00:00,0:10:00,"Start, End",4,Dry,,
Anna Kurtin,HARPIA_20150213_061500,2/13/2015,"Harpia, 7, 400",None,,,,,Dry,,
Anna Kurtin,HARPIA_20150213_063000,2/13/2015,"Harpia, 7, 400",None,,,,,Dry,,
Anna Kurtin,HARPIA_20150213_064500,2/13/2015,"Harpia, 7, 400",None,,,,,Dry,,
Anna Kurtin,HARPIA_20150213_070000,2/13/2015,"Harpia, 7, 400",None,,,,,Dry,,
Anna Kurtin,HARPIA_20150213_071500,2/13/2015,"Harpia, 7, 400",None,,,,,Dry,,
Anna Kurtin,HARPIA_20150213_073000,2/13/2015,"Harpia, 7, 400",None,,,,,Dry,,
Anna Kurtin,HARPIA_20150213_074500,2/13/2015,"Harpia, 7, 400",None,,,,,Dry,,
Anna Kurtin,HARPIA_20150213_080000,2/13/2015,"Harpia, 7, 400",None,,,,,Dry,,
Anna Kurtin,HARPIA_20150214_054500,2/14/2015,"Harpia, 7, 400",None,,,,,Dry,,
Anna Kurtin,HARPIA_20150214_060000,2/14/2015,"Harpia, 7, 400",Howler,6:00:00,0:10:00,"Start, End",4,Drizzle,,
Anna Kurtin,HARPIA_20150214_061500,2/14/2015,"Harpia, 7, 400",Howler,6:15:00,0:06:50,Start,4,Dry,,
Anna Kurtin,HARPIA_20150214_063000,2/14/2015,"Harpia, 7, 400",Howler,6:30:00,0:02:53,Start,4,Dry,,
Anna Kurtin,HARPIA_20150214_064500,2/14/2015,"Harpia, 7, 400",None,,,,,Dry,,
Anna Kurtin,HARPIA_20150214_070000,2/14/2015,"Harpia, 7, 400",None,,,,,Dry,,
Anna Kurtin,HARPIA_20150214_071500,2/14/2015,"Harpia, 7, 400",None,,,,,Dry,,
Anna Kurtin,HARPIA_20150214_073000,2/14/2015,"Harpia, 7, 400",None,,,,,Rain,,
Anna Kurtin,HARPIA_20150214_074500,2/14/2015,"Harpia, 7, 400",None,,,,,Rain,,
Anna Kurtin,HARPIA_20150214_080000,2/14/2015,"Harpia, 7, 400",None,,,,,Rain,,
Anna Kurtin,HARPIA_20150209_054500,2/9/2015,"Harpia, 10, 200",None,,,,,Rain,,
Anna Kurtin,HARPIA_20150209_060000,2/9/2015,"Harpia, 10, 200",None,,,,,Rain,,
Anna Kurtin,HARPIA_20150209_061500,2/9/2015,"Harpia, 10, 200",None,,,,,Rain,,
Anna Kurtin,HARPIA_20150209_063000,2/9/2015,"Harpia, 10, 200",None,,,,,Rain,,
Anna Kurtin,HARPIA_20150209_064500,2/9/2015,"Harpia, 10, 200",None,,,,,Rain,,
Anna Kurtin,HARPIA_20150209_070000,2/9/2015,"Harpia, 10, 200",None,,,,,Rain,,
Anna Kurtin,HARPIA_20150209_071500,2/9/2015,"Harpia, 10, 200",None,,,,,Rain,,
Anna Kurtin,HARPIA_20150209_073000,2/9/2015,"Harpia, 10, 200",None,,,,,Rain,,
Anna Kurtin,HARPIA_20150209_074500,2/9/2015,"Harpia, 10, 200",None,,,,,Rain,,
Anna Kurtin,HARPIA_20150209_080000,2/9/2015,"Harpia, 10, 200",None,,,,,Rain,,
Anna Kurtin,HARPIA_20150210_054500,2/10/2015,"Harpia, 10, 200",None,,,,,Drizzle,,
Anna Kurtin,HARPIA_20150210_060000,2/10/2015,"Harpia, 10, 200",None,,,,,Drizzle,,
Anna Kurtin,HARPIA_20150210_061500,2/10/2015,"Harpia, 10, 200",None,,,,,Drizzle,,
Anna Kurtin,HARPIA_20150210_063000,2/10/2015,"Harpia, 10, 200",None,,,,,Drizzle,,
Anna Kurtin,HARPIA_20150210_064500,2/10/2015,"Harpia, 10, 200",None,,,,,Drizzle,,
Anna Kurtin,HARPIA_20150210_070000,2/10/2015,"Harpia, 10, 200",None,,,,,Drizzle,,
Anna Kurtin,HARPIA_20150210_071500,2/10/2015,"Harpia, 10, 200",None,,,,,Drizzle,"Breif, distant howling ","Indeed, but not sure of normal loud call, so not going to include it."
Anna Kurtin,HARPIA_20150210_073000,2/10/2015,"Harpia, 10, 200",None,,,,,Drizzle,,
Anna Kurtin,HARPIA_20150210_074500,2/10/2015,"Harpia, 10, 200",None,,,,,Drizzle,,
Anna Kurtin,HARPIA_20150210_080000,2/10/2015,"Harpia, 10, 200",None,,,,,Dry,,
Anna Kurtin,HARPIA_20150211_054500,2/11/2015,"Harpia, 10, 200",None,,,,,Rain,,
Anna Kurtin,HARPIA_20150211_060000,2/11/2015,"Harpia, 10, 200",None,,,,,Rain,,
Anna Kurtin,HARPIA_20150211_061500,2/11/2015,"Harpia, 10, 200",None,,,,,Rain,,
Anna Kurtin,HARPIA_20150211_063000,2/11/2015,"Harpia, 10, 200",None,,,,,Rain,,
Anna Kurtin,HARPIA_20150211_064500,2/11/2015,"Harpia, 10, 200",None,,,,,Rain,,
Anna Kurtin,HARPIA_20150211_070000,2/11/2015,"Harpia, 10, 200",None,,,,,Rain,,
Anna Kurtin,HARPIA_20150211_071500,2/11/2015,"Harpia, 10, 200",None,,,,,Rain,,
Anna Kurtin,HARPIA_20150211_073000,2/11/2015,"Harpia, 10, 200",None,,,,,Rain,,
Anna Kurtin,HARPIA_20150211_074500,2/11/2015,"Harpia, 10, 200",None,,,,,Rain,,
Anna Kurtin,HARPIA_20150211_080000,2/11/2015,"Harpia, 10, 200",None,,,,,Rain,Loud thunder clap,
Anna Kurtin,HARPIA_20150212_054500,2/12/2015,"Harpia, 10, 200",None,,,,,Drizzle,,
Anna Kurtin,HARPIA_20150212_060000,2/12/2015,"Harpia, 10, 200",Howler,6:03:48,0:06:12,End,4,Drizzle,,Peccaries @ 1:15
Anna Kurtin,HARPIA_20150212_061500,2/12/2015,"Harpia, 10, 200",Howler,6:15:00,0:04:13,Start,4,Drizzle,,Continuation of previous call.
Anna Kurtin,HARPIA_20150212_063000,2/12/2015,"Harpia, 10, 200",None,,,,,Drizzle,,
Anna Kurtin,HARPIA_20150212_064500,2/12/2015,"Harpia, 10, 200",None,,,,,Drizzle,,
Anna Kurtin,HARPIA_20150212_070000,2/12/2015,"Harpia, 10, 200",None,,,,,Drizzle,,
Anna Kurtin,HARPIA_20150212_071500,2/12/2015,"Harpia, 10, 200",None,,,,,Drizzle,,
Anna Kurtin,HARPIA_20150212_073000,2/12/2015,"Harpia, 10, 200",None,,,,,Drizzle,,
Anna Kurtin,HARPIA_20150212_074500,2/12/2015,"Harpia, 10, 200",None,,,,,Drizzle,,
Anna Kurtin,HARPIA_20150212_080000,2/12/2015,"Harpia, 10, 200",None,,,,,Drizzle,,
Anna Kurtin,HARPIA_20160126_054500,1/26/2016,"Harpia, 1, -50",None,,,,,Dry,,
Anna Kurtin,HARPIA_20160126_060000,1/26/2016,"Harpia, 1, -50",Howler,6:08:54,0:01:06,End,3,Dry,,"Spider monkey alarm calls at start of recording, distant spider monkey loud calls later on."
Anna Kurtin,HARPIA_20160126_061500,1/26/2016,"Harpia, 1, -50",Howler,6:15:00,0:10:00,"Start, End",3,Dry,,
Anna Kurtin,HARPIA_20160126_063000,1/26/2016,"Harpia, 1, -50",Howler,6:30:00,0:10:00,"Start, End",3,Drizzle,,"Seems like 3 groups, hard to tell apart, thud duration not reliable."
Anna Kurtin,HARPIA_20160126_064500,1/26/2016,"Harpia, 1, -50",Howler,6:45:00,0:00:50,Start,3,Drizzle,,
Anna Kurtin,HARPIA_20160126_070000,1/26/2016,"Harpia, 1, -50",None,,,,,Drizzle,,
Anna Kurtin,HARPIA_20160126_071500,1/26/2016,"Harpia, 1, -50",None,,,,,Drizzle,,
Anna Kurtin,HARPIA_20160126_073000,1/26/2016,"Harpia, 1, -50",Howler,,,,,Dry,,
Anna Kurtin,HARPIA_20160126_074500,1/26/2016,"Harpia, 1, -50",None,,,,,Drizzle,,
Anna Kurtin,HARPIA_20160126_080000,1/26/2016,"Harpia, 1, -50",None,,,,,Drizzle,,
Anna Kurtin,HARPIA_20160127_054500,1/27/2016,"Harpia, 1, -50",Howler,5:48:25,0:06:35,End,3,Dry,,
Silvy van Kuijk,HARPIA_20160127_054500,1/27/2016,"Harpia, 1, -50",Titi,5:51:05,0:03:17,Complete,4,Dry,,
Anna Kurtin,HARPIA_20160127_060000,1/27/2016,"Harpia, 1, -50",Howler,6:00:00,0:10:00,"Start, End",2,Dry,,
Anna Kurtin,HARPIA_20160127_061500,1/27/2016,"Harpia, 1, -50",Howler,6:15:00,0:10:00,"Start, End",4,Dry,,
Anna Kurtin,HARPIA_20160127_063000,1/27/2016,"Harpia, 1, -50",Howler,6:30:02,0:10:00,"Start, End",4,Dry,,
Silvy van Kuijk,HARPIA_20160127_063000,1/27/2016,"Harpia, 1, -50",Titi,6:35:17,0:01:15,Complete,2,Dry,,Spider monkey loud calls in distance
Anna Kurtin,HARPIA_20160127_064500,1/27/2016,"Harpia, 1, -50",Howler ,6:45:00,0:05:35,Start,4,Dry,,
Anna Kurtin,HARPIA_20160127_070000,1/27/2016,"Harpia, 1, -50",None,,,,,Dry,,
Silvy van Kuijk,HARPIA_20160127_071500,1/27/2016,"Harpia, 1, -50",Howler,7:15:00,0:07:06,Start,4,Dry,,
Anna Kurtin,HARPIA_20160127_073000,1/27/2016,"Harpia, 1, -50",Howler,7:06:46,0:03:14,End,4,Dry,,
Anna Kurtin,HARPIA_20160127_074500,1/27/2016,"Harpia, 1, -50",None,,,,,Dry,,
Anna Kurtin,HARPIA_20160127_080000,1/27/2016,"Harpia, 1, -50",None, ,,,,Dry,,
Silvy van Kuijk,HARPIA_20160203_054500,2/3/2016,"Harpia, 1, 800",Howler,5:50:13,0:04:47,End,4,Dry,,
Silvy van Kuijk,HARPIA_20160203_060000,2/3/2016,"Harpia, 1, 800",Howler,6:00:00,0:10:00,"Start, End",4,Dry,,Cool bird at the start that I've never actually heard in the field!
Silvy van Kuijk,HARPIA_20160203_061500,2/3/2016,"Harpia, 1, 800",Howler,6:15:00,0:10:00,"Start, End",4,Dry,,
Silvy van Kuijk,HARPIA_20160203_063000,2/3/2016,"Harpia, 1, 800",None,,,,,Dry,,
Silvy van Kuijk,HARPIA_20160203_064500,2/3/2016,"Harpia, 1, 800",None,,,,,Dry,,
Silvy van Kuijk,HARPIA_20160203_070000,2/3/2016,"Harpia, 1, 800",Titi,7:07:09,0:02:51,End,3,Dry,,
Silvy van Kuijk,HARPIA_20160203_071500,2/3/2016,"Harpia, 1, 800",Titi,7:15:17,0:01:02,Complete,4,Dry,,
Silvy van Kuijk,HARPIA_20160203_071500,2/3/2016,"Harpia, 1, 800",Howler,7:21:11,0:03:49,End,4,Dry,,
Silvy van Kuijk,HARPIA_20160203_073000,2/3/2016,"Harpia, 1, 800",Howler,7:31:19,0:07:46,Complete,4,Dry,,
Silvy van Kuijk,HARPIA_20160203_074500,2/3/2016,"Harpia, 1, 800",None,,,,,Dry,,Tamarin loud calls
Silvy van Kuijk,HARPIA_20160203_080000,2/3/2016,"Harpia, 1, 800",None,,,,,Dry,,
Silvy van Kuijk,HARPIA_20160204_054500,2/4/2016,"Harpia, 1, 800",Howler,5:46:46,0:08:13,End,2,Dry,,
Silvy van Kuijk,HARPIA_20160204_060000,2/4/2016,"Harpia, 1, 800",Howler,6:00:00,0:10:00,"Start, End",2,Dry,,
Silvy van Kuijk,HARPIA_20160204_061500,2/4/2016,"Harpia, 1, 800",Howler,6:15:00,0:10:00,"Start, End",4,Drizzle,,
Silvy van Kuijk,HARPIA_20160204_063000,2/4/2016,"Harpia, 1, 800",None,,,,,Drizzle,,
Silvy van Kuijk,HARPIA_20160204_064500,2/4/2016,"Harpia, 1, 800",None,,,,,Drizzle,,
Silvy van Kuijk,HARPIA_20160204_070000,2/4/2016,"Harpia, 1, 800",None,,,,,Drizzle,,
Silvy van Kuijk,HARPIA_20160204_071500,2/4/2016,"Harpia, 1, 800",None,,,,,Dry,,
Silvy van Kuijk,HARPIA_20160204_073000,2/4/2016,"Harpia, 1, 800",Titi,7:34:47,0:02:52,Complete,3,Dry,,Duets + burst gobbles
