Analyst,FileName,Date,RecordingLocation,PrimateSpecies,CallOnset,CallDuration,CallCompletion,CallDistance,Rain,UndergradComments,SilvyComments
Silvy van Kuijk,HARPIA_20130215_060000,2/15/2013,"Harpia, 4, 200",Howler,6:00:00,0:10:00,"Start, End",4,Dry,,Can hear something large move through trees. 
Silvy van Kuijk,HARPIA_20130215_061500,2/15/2013,"Harpia, 4, 200",Howler,6:16:40,,"Start, ",4,Dry,,This spider monkey loud call is followed by something softer. A whinny?
Silvy van Kuijk,HARPIA_20130215_063000,2/15/2013,"Harpia, 4, 200",None,,,,,Dry,,Some woolly calls at 1:13.
Silvy van Kuijk,HARPIA_20130215_064500,2/15/2013,"Harpia, 4, 200",Howler,6:54:04,0:00:09,Complete,3,Dry,,Wind picks up at last 1/3 of recording. Short howler roar of 9 seconds towards the end of recording.
Silvy van Kuijk,HARPIA_20130215_070000,2/15/2013,"Harpia, 4, 200",None,,,,,Rain,,Thunder at 07:18
Silvy van Kuijk,HARPIA_20130215_071500,2/15/2013,"Harpia, 4, 200",None,,,,,Rain,,Thunder at 7:31
Silvy van Kuijk,HARPIA_20130215_073000,2/15/2013,"Harpia, 4, 200",None,,,,,Rain,,Thunder at 9:09
Silvy van Kuijk,HARPIA_20130215_074500,2/15/2013,"Harpia, 4, 200",None,,,,,Rain,,"Thunder at 1:30, 2:50, 4:07, 4:55. I think I hear howlers while ot rains too, really far away."
Silvy van Kuijk,HARPIA_20130215_080000,2/15/2013,"Harpia, 4, 200",Howler,8:00:42,0:09:18,End,3,Rain,,
Silvy van Kuijk,HARPIA_20130216_054500,2/16/2013,"Harpia, 4, 200",None,,,,,Drizzle,,
Silvy van Kuijk,HARPIA_20130216_060000,2/16/2013,"Harpia, 4, 200",Titi,6:00:04,0:03:00,Start,3,Drizzle,,
Silvy van Kuijk,HARPIA_20130216_061500,2/16/2013,"Harpia, 4, 200",None,,,,,Dry,,
Silvy van Kuijk,HARPIA_20130216_063000,2/16/2013,"Harpia, 4, 200",None,,,,,Drizzle,,Some howlers really far away.
Silvy van Kuijk,HARPIA_20130216_064500,2/16/2013,"Harpia, 4, 200",None,,,,,Rain,,
Silvy van Kuijk,HARPIA_20130216_070000,2/16/2013,"Harpia, 4, 200",None,,,,,Rain,,
Silvy van Kuijk,HARPIA_20130216_071500,2/16/2013,"Harpia, 4, 200",None,,,,,Rain,,
Silvy van Kuijk,HARPIA_20130216_073000,2/16/2013,"Harpia, 4, 200",None,,,,,Rain,,"Rain getting slightly less heavy, you can see some insect activity about 6 minutes in."
Silvy van Kuijk,HARPIA_20130216_074500,2/16/2013,"Harpia, 4, 200",None,,,,,Rain,,Rain gets much heavier again.
Silvy van Kuijk,HARPIA_20130216_080000,2/16/2013,"Harpia, 4, 200",None,,,,,Rain,,
Silvy van Kuijk,HARPIA_20130217_054500,2/17/2013,"Harpia, 4, 200",None,,,,,Dry,,
Silvy van Kuijk,HARPIA_20130217_060000,2/17/2013,"Harpia, 4, 200",None,,,,,Dry,,Capuchin call at 06:05:53
Silvy van Kuijk,HARPIA_20130217_061500,2/17/2013,"Harpia, 4, 200",None,,,,,Dry,,
Silvy van Kuijk,HARPIA_20130217_063000,2/17/2013,"Harpia, 4, 200",None,,,,,Dry,,
Silvy van Kuijk,HARPIA_20130217_064500,2/17/2013,"Harpia, 4, 200",None,,,,,Dry,,
Silvy van Kuijk,HARPIA_20130217_070000,2/17/2013,"Harpia, 4, 200",None,,,,,Dry,,
Silvy van Kuijk,HARPIA_20130217_071500,2/17/2013,"Harpia, 4, 200",None,,,,,Drizzle,,
Silvy van Kuijk,HARPIA_20130217_073000,2/17/2013,"Harpia, 4, 200",None,,,,,Drizzle,,
Silvy van Kuijk,HARPIA_20130217_074500,2/17/2013,"Harpia, 4, 200",None,,,,,Drizzle,,
Silvy van Kuijk,HARPIA_20130217_080000,2/17/2013,"Harpia, 4, 200",None,,,,,Drizzle,,
Silvy van Kuijk,HARPIA_20130218_054500,2/18/2013,"Harpia, 4, 200",None,,,,,Rain,,
Silvy van Kuijk,HARPIA_20130218_060000,2/18/2013,"Harpia, 4, 200",None,,,,,Rain,,
Silvy van Kuijk,HARPIA_20130218_061500,2/18/2013,"Harpia, 4, 200",None,,,,,Rain,,
Silvy van Kuijk,HARPIA_20130218_063000,2/18/2013,"Harpia, 4, 200",None,,,,,Rain,,
Silvy van Kuijk,HARPIA_20130218_064500,2/18/2013,"Harpia, 4, 200",None,,,,,Drizzle,,Woollie monkey alarm calls in distance
Silvy van Kuijk,HARPIA_20130218_070000,2/18/2013,"Harpia, 4, 200",None,,,,,Drizzle,,"Woollie monkey alarm calls, not too far away. At 4:38 good for analysis?"
Silvy van Kuijk,HARPIA_20130218_071500,2/18/2013,"Harpia, 4, 200",None,,,,,Drizzle,,
Silvy van Kuijk,HARPIA_20130218_073000,2/18/2013,"Harpia, 4, 200",None,,,,,Drizzle,,Woollies near recorder
Silvy van Kuijk,HARPIA_20130218_074500,2/18/2013,"Harpia, 4, 200",None,,,,,Drizzle,,
Silvy van Kuijk,HARPIA_20130218_080000,2/18/2013,"Harpia, 4, 200",None,,,,,Drizzle,,
Silvy van Kuijk,HARPIA_20130219_054500,2/19/2013,"Harpia, 4, 200",None,,,,,Dry,,
Silvy van Kuijk,HARPIA_20130219_060000,2/19/2013,"Harpia, 4, 200",Titi,6:03:33,0:01:27,Complete,3,Drizzle,,"First four burst gobbles, fourth one immediately followed by short duet potentially from another group! Thunder in distance at 06:52"
Silvy van Kuijk,HARPIA_20130219_061500,2/19/2013,"Harpia, 4, 200",None,,,,,Drizzle,,Thunder at 08:08
Silvy van Kuijk,HARPIA_20130219_063000,2/19/2013,"Harpia, 4, 200",None,,,,,Drizzle,,
Silvy van Kuijk,HARPIA_20130219_064500,2/19/2013,"Harpia, 4, 200",None,,,,,Drizzle,,
Silvy van Kuijk,HARPIA_20130219_070000,2/19/2013,"Harpia, 4, 200",None,,,,,Drizzle,,
Silvy van Kuijk,HARPIA_20130219_071500,2/19/2013,"Harpia, 4, 200",None,,,,,Rain,,
Silvy van Kuijk,HARPIA_20130219_073000,2/19/2013,"Harpia, 4, 200",None,,,,,Rain,,
Silvy van Kuijk,HARPIA_20130219_074500,2/19/2013,"Harpia, 4, 200",None,,,,,Rain,,
Silvy van Kuijk,HARPIA_20130219_080000,2/19/2013,"Harpia, 4, 200",None,,,,,Rain,,
Silvy van Kuijk,HARPIA_20130220_054500,2/20/2013,"Harpia, 4, 200",None,,,,,Rain,,
Silvy van Kuijk,HARPIA_20130220_060000,2/20/2013,"Harpia, 4, 200",None,,,,,Rain,,
Silvy van Kuijk,HARPIA_20130220_061500,2/20/2013,"Harpia, 4, 200",None,,,,,Rain,,
Silvy van Kuijk,HARPIA_20130220_063000,2/20/2013,"Harpia, 4, 200",None,,,,,Rain,,
Silvy van Kuijk,HARPIA_20130220_064500,2/20/2013,"Harpia, 4, 200",None,,,,,Rain,,
Silvy van Kuijk,HARPIA_20130220_070000,2/20/2013,"Harpia, 4, 200",None,,,,,Rain,,
Silvy van Kuijk,HARPIA_20130220_071500,2/20/2013,"Harpia, 4, 200",None,,,,,Rain,,
Silvy van Kuijk,HARPIA_20130220_073000,2/20/2013,"Harpia, 4, 200",None,,,,,Rain,,
Silvy van Kuijk,HARPIA_20130220_074500,2/20/2013,"Harpia, 4, 200",None,,,,,Rain,,
Silvy van Kuijk,HARPIA_20130220_080000,2/20/2013,"Harpia, 4, 200",None,,,,,Rain,,
Silvy van Kuijk,HARPIA_20130221_054500,2/21/2013,"Harpia, 4, 200",None,,,,,Rain,,
Silvy van Kuijk,HARPIA_20130221_060000,2/21/2013,"Harpia, 4, 200",None,,,,,Rain,,
Silvy van Kuijk,HARPIA_20130221_061500,2/21/2013,"Harpia, 4, 200",None,,,,,Rain,,Some serious woolly monkey screaming going on at 3:45.
Silvy van Kuijk,HARPIA_20130221_063000,2/21/2013,"Harpia, 4, 200",None,,,,,Rain,,
Silvy van Kuijk,HARPIA_20130221_064500,2/21/2013,"Harpia, 4, 200",None,,,,,Rain,,
Silvy van Kuijk,HARPIA_20130221_070000,2/21/2013,"Harpia, 4, 200",None,,,,,Rain,,Woolly chirps. They must be resting right above recorder.
Silvy van Kuijk,HARPIA_20130221_071500,2/21/2013,"Harpia, 4, 200",None,,,,,Rain,,
Silvy van Kuijk,HARPIA_20130221_073000,2/21/2013,"Harpia, 4, 200",None,,,,,Rain,,Nice woolly trill at 4:10
Silvy van Kuijk,HARPIA_20130221_074500,2/21/2013,"Harpia, 4, 200",None,,,,,Rain,,
Silvy van Kuijk,HARPIA_20130221_080000,2/21/2013,"Harpia, 4, 200",None,,,,,Rain,,
Silvy van Kuijk,HARPIA_20130222_054500,2/22/2013,"Harpia, 4, 200",None,,,,,Drizzle,,
Silvy van Kuijk,HARPIA_20130222_060000,2/22/2013,"Harpia, 4, 200",Titi,6:01:10,0:00:50,Complete,3,Drizzle,,Series of four BG's.
Silvy van Kuijk,HARPIA_20130222_061500,2/22/2013,"Harpia, 4, 200",None,,,,,Drizzle,,VERY clear noise from generator in bottom 200 Hz. Just after 1:00 someone walks by recorder. Likely John checking on recorders.
Silvy van Kuijk,HARPIA_20130222_063000,2/22/2013,"Harpia, 4, 200",None,,,,,Drizzle,,
Silvy van Kuijk,HARPIA_20130222_064500,2/22/2013,"Harpia, 4, 200",None,,,,,Drizzle,,
Silvy van Kuijk,HARPIA_20130222_070000,2/22/2013,"Harpia, 4, 200",None,,,,,Drizzle,,
Silvy van Kuijk,HARPIA_20130222_071500,2/22/2013,"Harpia, 4, 200",None,,,,,Drizzle,,
Silvy van Kuijk,HARPIA_20130222_073000,2/22/2013,"Harpia, 4, 200",None,,,,,Drizzle,,
Silvy van Kuijk,HARPIA_20130222_074500,2/22/2013,"Harpia, 4, 200",None,,,,,Drizzle,,Recording starts with passing passing helicopter. Clear pattern up to 150 Hz. 
Silvy van Kuijk,HARPIA_20130222_080000,2/22/2013,"Harpia, 4, 200",None,,,,,Drizzle,,
Silvy van Kuijk,HARPIA_20130213_054500,2/13/2013,"Harpia, 5, 800",None,,,,,Dry,,
Silvy van Kuijk,HARPIA_20130213_060000,2/13/2013,"Harpia, 5, 800",Howler,6:00:00,0:10:00,"Start, End",4,Dry,,
Silvy van Kuijk,HARPIA_20130213_061500,2/13/2013,"Harpia, 5, 800",Howler,6:15:00,0:03:20,Start,4,Dry,,
Silvy van Kuijk,HARPIA_20130213_063000,2/13/2013,"Harpia, 5, 800",None,,,,,Dry,,
Silvy van Kuijk,HARPIA_20130213_064500,2/13/2013,"Harpia, 5, 800",None,,,,,Dry,,
Silvy van Kuijk,HARPIA_20130213_070000,2/13/2013,"Harpia, 5, 800",None,,,,,Dry,,
Silvy van Kuijk,HARPIA_20130213_071500,2/13/2013,"Harpia, 5, 800",None,,,,,Dry,,
Silvy van Kuijk,HARPIA_20130213_073000,2/13/2013,"Harpia, 5, 800",None,,,,,Dry,,
Silvy van Kuijk,HARPIA_20130213_074500,2/13/2013,"Harpia, 5, 800",None,,,,,Dry,,
Silvy van Kuijk,HARPIA_20130213_080000,2/13/2013,"Harpia, 5, 800",None,,,,,Dry,,
Silvy van Kuijk,HARPIA_20130214_054500,2/14/2013,"Harpia, 5, 800",Howler,5:54:31,0:00:29,End,4,Dry,,
Silvy van Kuijk,HARPIA_20130214_060000,2/14/2013,"Harpia, 5, 800",Howler,6:00:00,0:08:05,Start,4,Dry,,
Silvy van Kuijk,HARPIA_20130214_061500,2/14/2013,"Harpia, 5, 800",Howler,6:15:00,0:10:00,"Start, End",4,Dry,,
Silvy van Kuijk,HARPIA_20130214_063000,2/14/2013,"Harpia, 5, 800",None,,,,,Dry,,
Silvy van Kuijk,HARPIA_20130214_064500,2/14/2013,"Harpia, 5, 800",Howler,6:45:00,0:10:00,"Start, End",4,Dry,,
Silvy van Kuijk,HARPIA_20130214_070000,2/14/2013,"Harpia, 5, 800",Howler,7:07:38,0:02:22,End,4,Dry,,Unintelligable male voice heard (faint) at start recording
Silvy van Kuijk,HARPIA_20130214_071500,2/14/2013,"Harpia, 5, 800",None,,,,,Dry,,
Silvy van Kuijk,HARPIA_20130214_073000,2/14/2013,"Harpia, 5, 800",Howler,7:30:00,0:00:45,Start,4,Dry,,
Silvy van Kuijk,HARPIA_20130214_074500,2/14/2013,"Harpia, 5, 800",None,,,,,Dry,,
Silvy van Kuijk,HARPIA_20130214_080000,2/14/2013,"Harpia, 5, 800",None,,,,,Dry,,Cool recording! Some early morning owls/toads/frogs perhaps?
Silvy van Kuijk,HARPIA_20130211_054500,2/11/2013,"Harpia, 8, 600",None,,,,,Rain,,
Silvy van Kuijk,HARPIA_20130211_060000,2/11/2013,"Harpia, 8, 600",None,,,,,Rain,,
Silvy van Kuijk,HARPIA_20130211_061500,2/11/2013,"Harpia, 8, 600",None,,,,,Rain,,
Silvy van Kuijk,HARPIA_20130211_063000,2/11/2013,"Harpia, 8, 600",None,,,,,Rain,,
Silvy van Kuijk,HARPIA_20130211_064500,2/11/2013,"Harpia, 8, 600",None,,,,,Rain,,
Silvy van Kuijk,HARPIA_20130211_070000,2/11/2013,"Harpia, 8, 600",None,,,,,Rain,,
Silvy van Kuijk,HARPIA_20130211_071500,2/11/2013,"Harpia, 8, 600",None,,,,,Rain,,
Silvy van Kuijk,HARPIA_20130211_073000,2/11/2013,"Harpia, 8, 600",None,,,,,Drizzle,,
Silvy van Kuijk,HARPIA_20130211_074500,2/11/2013,"Harpia, 8, 600",None,,,,,Drizzle,,
Silvy van Kuijk,HARPIA_20130211_080000,2/11/2013,"Harpia, 8, 600",None,,,,,Drizzle,,
Silvy van Kuijk,HARPIA_20130212_054500,2/12/2013,"Harpia, 8, 600",None,,,,,Dry,,
Silvy van Kuijk,HARPIA_20130212_060000,2/12/2013,"Harpia, 8, 600",None,,,,,Dry,,Spectacular looking spectrogram! SO much activity above 1 kHz!
Silvy van Kuijk,HARPIA_20130212_061500,2/12/2013,"Harpia, 8, 600",None,,,,,Dry,,
Silvy van Kuijk,HARPIA_20130212_063000,2/12/2013,"Harpia, 8, 600",None,,,,,Dry,,
Silvy van Kuijk,HARPIA_20130212_064500,2/12/2013,"Harpia, 8, 600",None,,,,,Dry,,
Silvy van Kuijk,HARPIA_20130212_070000,2/12/2013,"Harpia, 8, 600",None,,,,,Dry,,
Silvy van Kuijk,HARPIA_20130212_071500,2/12/2013,"Harpia, 8, 600",None,,,,,Dry,,
Silvy van Kuijk,HARPIA_20130212_073000,2/12/2013,"Harpia, 8, 600",None,,,,,Dry,,
Silvy van Kuijk,HARPIA_20130212_074500,2/12/2013,"Harpia, 8, 600",None,,,,,Dry,,
Silvy van Kuijk,HARPIA_20130212_080000,2/12/2013,"Harpia, 8, 600",None,,,,,Dry,,
Silvy van Kuijk,HARPIA_20140206_054500,2/6/2014,"Harpia, 4, 200",Howler,5:53:12,0:01:33,Complete,4,Drizzle,,
Silvy van Kuijk,HARPIA_20140206_054500,2/6/2014,"Harpia, 4, 200",Howler,5:59:45,0:00:15,End,2,Drizzle,,
Silvy van Kuijk,HARPIA_20140206_060000,2/6/2014,"Harpia, 4, 200",Howler,6:00:00,0:10:00,"Start, End",2,Drizzle,,
Silvy van Kuijk,HARPIA_20140206_061500,2/6/2014,"Harpia, 4, 200",Howler,6:15:00,0:02:20,Start,3,Drizzle,,Some woolly chirps at start
Silvy van Kuijk,HARPIA_20140206_063000,2/6/2014,"Harpia, 4, 200",Howler,6:31:34,0:08:16,Complete,4,Dry,,
Silvy van Kuijk,HARPIA_20140206_064500,2/6/2014,"Harpia, 4, 200",Howler,6:45:00,0:10:00,"Start, End",4,Dry,,
Silvy van Kuijk,HARPIA_20140206_070000,2/6/2014,"Harpia, 4, 200",None,,,,,Dry,,Quiet woolly chirps close to recorder at 03:02. 
Silvy van Kuijk,HARPIA_20140206_071500,2/6/2014,"Harpia, 4, 200",Howler,7:22:52,0:02:08,End,3,Dry,,"Still dry, but I hear rain coming in quickly! "
Silvy van Kuijk,HARPIA_20140206_073000,2/6/2014,"Harpia, 4, 200",Howler,7:30:00,0:02:18,Start,3,Rain,,
Silvy van Kuijk,HARPIA_20140206_073000,2/6/2014,"Harpia, 4, 200",Howler,7:35:03,0:01:36,Complete,2,Rain,,
Silvy van Kuijk,HARPIA_20140206_074500,2/6/2014,"Harpia, 4, 200",None,,,,,Drizzle,,Beautiful example of thunder in spectrogram at 03:35
Silvy van Kuijk,HARPIA_20140206_080000,2/6/2014,"Harpia, 4, 200",None,,,,,Rain,,
Silvy van Kuijk,HARPIA_20140207_054500,2/7/2014,"Harpia, 4, 200",Howler,5:49:15,0:05:45,End,3,Dry,,
Silvy van Kuijk,HARPIA_20140207_060000,2/7/2014,"Harpia, 4, 200",Howler,6:00:00,0:10:00,"Start, End",3,Dry,,
Silvy van Kuijk,HARPIA_20140207_061500,2/7/2014,"Harpia, 4, 200",Howler,6:15:00,0:03:49,"Start, End",3,Dry,,Woollie chirps!
Silvy van Kuijk,HARPIA_20140207_063000,2/7/2014,"Harpia, 4, 200",None,,,,,Dry,,"Woollies making soft trill calls nearby. Lots of vocal activity, cool spectrogram!"
Silvy van Kuijk,HARPIA_20140207_064500,2/7/2014,"Harpia, 4, 200",None,,,,,Dry,,Woollies nearby
Silvy van Kuijk,HARPIA_20140207_070000,2/7/2014,"Harpia, 4, 200",None,,,,,Dry,,Tamarins? Not sure. Also still occasional woollies.
Silvy van Kuijk,HARPIA_20140207_071500,2/7/2014,"Harpia, 4, 200",Howler,7:15:48,0:09:12,End,3,Dry,,"Woollies still around. Howlers are pretty close, I'd say almost distance score 2. Hear boat pass in last minute of recording."
Silvy van Kuijk,HARPIA_20140207_073000,2/7/2014,"Harpia, 4, 200",Howler,7:30:00,0:04:18,Start,3,Dry,,"Woollies still around, boat in second half of recording, off and on. "
Silvy van Kuijk,HARPIA_20140207_074500,2/7/2014,"Harpia, 4, 200",None,,,,,Dry,,
Silvy van Kuijk,HARPIA_20140207_080000,2/7/2014,"Harpia, 4, 200",None,,,,,Dry,,
Silvy van Kuijk,HARPIA_20140208_054500,2/8/2014,"Harpia, 4, 200",None,,,,,Drizzle,,
Silvy van Kuijk,HARPIA_20140208_060000,2/8/2014,"Harpia, 4, 200",Howler,6:00:00,0:02:03,"Start, End",2,Rain,,"I actually think these are 2 or even 3 howler groups calling. I can hear one group in each channel. Howlers were calling upon start of file, but I think they keep calling once the rain is too powerful to see/hear."
Silvy van Kuijk,HARPIA_20140208_061500,2/8/2014,"Harpia, 4, 200",None,,,,,Rain,,
Silvy van Kuijk,HARPIA_20140208_063000,2/8/2014,"Harpia, 4, 200",None,,,,,Rain,,
Silvy van Kuijk,HARPIA_20140208_064500,2/8/2014,"Harpia, 4, 200",Howler,6:47:06,0:06:34,"Start, End",3,Rain,,"I can hear howling through the rain, but only for a short period. Likely they started earlier and/or stopped later than I can make out in the rain."
Silvy van Kuijk,HARPIA_20140208_070000,2/8/2014,"Harpia, 4, 200",Howler,7:00:00,0:10:00,"Start, End",3,Rain,,Howling during rain
Silvy van Kuijk,HARPIA_20140208_071500,2/8/2014,"Harpia, 4, 200",Howler,7:15:58,0:09:02,End,4,Rain,,Howling during rain
Silvy van Kuijk,HARPIA_20140208_073000,2/8/2014,"Harpia, 4, 200",Howler,,0:01:40,"Start, End",3,Rain,,"Rain gets much heavier, I can no longer hear the howlers above the intensity of the rain."
Silvy van Kuijk,HARPIA_20140208_073000,2/8/2014,"Harpia, 4, 200",Howler,7:30:00,0:03:33,"Start, End",3,Rain,,Different group than previous calls. These are closer and I can still make out their call pattern on spectrogram even in heavy rain. They started before onset of recording and continue (?) in heavy rain.
Silvy van Kuijk,HARPIA_20140208_074500,2/8/2014,"Harpia, 4, 200",None,,,,,Rain,,
Silvy van Kuijk,HARPIA_20140208_080000,2/8/2014,"Harpia, 4, 200",None,,,,,Rain,,
Silvy van Kuijk,HARPIA_20140209_054500,2/9/2014,"Harpia, 4, 200",Howler,5:53:37,0:01:23,End,3,Dry,,"There are animals (primates?) moving in the trees above the recorder, but they stay quiet."
Silvy van Kuijk,HARPIA_20140209_060000,2/9/2014,"Harpia, 4, 200",Howler,6:00:00,0:10:00,"Start, End",3,Dry,,Likely same group as previous file.
Silvy van Kuijk,HARPIA_20140209_060000,2/9/2014,"Harpia, 4, 200",Howler,6:06:41,0:03:00,Complete,2,Dry,,"Different group, much closer than the other group in this file. Saimiri calls at the end of file."
Silvy van Kuijk,HARPIA_20140209_061500,2/9/2014,"Harpia, 4, 200",Howler,6:15:00,0:10:00,"Start, End",3,Dry,,
Silvy van Kuijk,HARPIA_20140209_061500,2/9/2014,"Harpia, 4, 200",Howler,6:20:15,0:04:45,End,2,Dry,,
Silvy van Kuijk,HARPIA_20140209_063000,2/9/2014,"Harpia, 4, 200",Howler,6:30:00,0:10:00,"Start, End",3,Dry,,"Sometimes it sounds like distance 2, sometimes like distance 3"
Silvy van Kuijk,HARPIA_20140209_064500,2/9/2014,"Harpia, 4, 200",Howler,6:45:00,0:10:00,"Start, End",4,Dry,,
Silvy van Kuijk,HARPIA_20140209_070000,2/9/2014,"Harpia, 4, 200",Howler,7:04:53,0:05:07,End,3,Dry,,
Silvy van Kuijk,HARPIA_20140209_071500,2/9/2014,"Harpia, 4, 200",Howler,7:15:00,0:10:00,"Start, End",4,Dry,,
Silvy van Kuijk,HARPIA_20140209_073000,2/9/2014,"Harpia, 4, 200",Howler,7:30:00,0:10:00,"Start, End",3,Dry,,
Silvy van Kuijk,HARPIA_20140209_074500,2/9/2014,"Harpia, 4, 200",Howler,7:45:00,0:10:00,"Start, End",3,Dry,,
Silvy van Kuijk,HARPIA_20140209_080000,2/9/2014,"Harpia, 4, 200",Howler,8:00:00,0:10:00,"Start, End",3,Dry,,
Silvy van Kuijk,HARPIA_20140214_054500,2/14/2014,"Harpia, 4, 600",None,,,,,Drizzle,,
Silvy van Kuijk,HARPIA_20140214_060000,2/14/2014,"Harpia, 4, 600",Howler,6:00:00,0:04:10,Start,4,Dry,,I can no longer hear this group once the closer group starts at 04:10.
Silvy van Kuijk,HARPIA_20140214_060000,2/14/2014,"Harpia, 4, 600",Howler,6:04:10,0:05:50,End,2,Dry,,
Silvy van Kuijk,HARPIA_20140214_061500,2/14/2014,"Harpia, 4, 600",Howler,6:15:00,0:10:00,"Start, End",2,Dry,,Likely same group as the distance 2 group in previous file.
Silvy van Kuijk,HARPIA_20140214_063000,2/14/2014,"Harpia, 4, 600",Howler,6:30:00,0:07:18,Start,3,Dry,,
Silvy van Kuijk,HARPIA_20140214_064500,2/14/2014,"Harpia, 4, 600",None,,,,,Dry,,Generator noise in background
Silvy van Kuijk,HARPIA_20140214_070000,2/14/2014,"Harpia, 4, 600",None,,,,,Dry,,Saimiri and/or capuchins walking around recorder. Cool bird singing in the last minute or two!
Silvy van Kuijk,HARPIA_20140214_071500,2/14/2014,"Harpia, 4, 600",None,,,,,Dry,,All sorts of cool close up bird calls!
Silvy van Kuijk,HARPIA_20140214_073000,2/14/2014,"Harpia, 4, 600",Howler,7:37:23,0:02:37,End,3,Dry,,
Silvy van Kuijk,HARPIA_20140214_074500,2/14/2014,"Harpia, 4, 600",Howler,7:45:00,0:07:06,Start,3,Dry,,"Saki call at 1:16, another at 3:53."
Silvy van Kuijk,HARPIA_20140214_080000,2/14/2014,"Harpia, 4, 600",None,,,,,Dry,,Saki calls at 00:18
Silvy van Kuijk,HARPIA_20140215_054500,2/15/2014,"Harpia, 4, 600",Howler,5:50:58,0:04:02,End,4,Dry,,"Sounds like there are primates pooping/peeing right around the recorder. As it started right after a group of howlers started singing in the background, I'm guessing it's howlers..."
Silvy van Kuijk,HARPIA_20140215_060000,2/15/2014,"Harpia, 4, 600",Howler,6:00:36,0:09:24,End,1,Dry,,"I was right, indeed howlers above recorder! You can hear a soft grunting before howling starts. Very cool recording!"
Silvy van Kuijk,HARPIA_20140215_060000,2/15/2014,"Harpia, 4, 600",Howler,6:00:00,0:08:37,End,3,Dry,,"I can't hear if they are still singing the last few minutes, the group above the recorder is masking them."
Silvy van Kuijk,HARPIA_20140215_061500,2/15/2014,"Harpia, 4, 600",Howler,6:15:00,0:07:30,Start,3,Dry,,
Silvy van Kuijk,HARPIA_20140215_063000,2/15/2014,"Harpia, 4, 600",None,,,,,Drizzle,,Woolies close to recorder at 07:24 and again around 08:23. Great recordings!
Silvy van Kuijk,HARPIA_20140215_064500,2/15/2014,"Harpia, 4, 600",None,,,,,Drizzle,,"Loud screams from a primate, perhaps a squirrel monkey?"
Silvy van Kuijk,HARPIA_20140215_070000,2/15/2014,"Harpia, 4, 600",None,,,,,Dry,,Such pretty bird calls!
Silvy van Kuijk,HARPIA_20140215_071500,2/15/2014,"Harpia, 4, 600",None,,,,,Dry,,
Silvy van Kuijk,HARPIA_20140215_073000,2/15/2014,"Harpia, 4, 600",None,,,,,Dry,,
Silvy van Kuijk,HARPIA_20140215_074500,2/15/2014,"Harpia, 4, 600",None,,,,,Dry,,
Silvy van Kuijk,HARPIA_20140215_080000,2/15/2014,"Harpia, 4, 600",None,,,,,Dry,,
Silvy van Kuijk,HARPIA_20140210_054500,2/10/2014,"Harpia, 7, 400",Howler,5:52:18,0:02:42,End,4,Rain,,
Silvy van Kuijk,HARPIA_20140210_060000,2/10/2014,"Harpia, 7, 400",None,,,,,Rain,,
Silvy van Kuijk,HARPIA_20140210_061500,2/10/2014,"Harpia, 7, 400",None,,,,,Rain,,
Silvy van Kuijk,HARPIA_20140210_063000,2/10/2014,"Harpia, 7, 400",None,,,,,Rain,,
Silvy van Kuijk,HARPIA_20140210_064500,2/10/2014,"Harpia, 7, 400",None,,,,,Rain,,
Silvy van Kuijk,HARPIA_20140210_070000,2/10/2014,"Harpia, 7, 400",None,,,,,Rain,,
Silvy van Kuijk,HARPIA_20140210_071500,2/10/2014,"Harpia, 7, 400",None,,,,,Rain,,
Silvy van Kuijk,HARPIA_20140210_073000,2/10/2014,"Harpia, 7, 400",None,,,,,Rain,,
Silvy van Kuijk,HARPIA_20140210_074500,2/10/2014,"Harpia, 7, 400",None,,,,,Rain,,
Silvy van Kuijk,HARPIA_20140210_080000,2/10/2014,"Harpia, 7, 400",None,,,,,Rain,,
Silvy van Kuijk,HARPIA_20140211_054500,2/11/2014,"Harpia, 7, 400",None,,,,,Drizzle,,
Silvy van Kuijk,HARPIA_20140211_060000,2/11/2014,"Harpia, 7, 400",Howler,6:05:10,0:04:40,End,3,Drizzle,,
Silvy van Kuijk,HARPIA_20140211_061500,2/11/2014,"Harpia, 7, 400",Howler,6:15:00,0:10:00,"Start, End",4,Drizzle,,
Silvy van Kuijk,HARPIA_20140211_063000,2/11/2014,"Harpia, 7, 400",None,,,,,Drizzle,,
Silvy van Kuijk,HARPIA_20140211_064500,2/11/2014,"Harpia, 7, 400",Howler,6:45:00,0:10:00,"Start, End",4,Drizzle,,
Silvy van Kuijk,HARPIA_20140211_070000,2/11/2014,"Harpia, 7, 400",None,,,,,Drizzle,,
Silvy van Kuijk,HARPIA_20140211_071500,2/11/2014,"Harpia, 7, 400",None,,,,,Drizzle,,
Silvy van Kuijk,HARPIA_20140211_073000,2/11/2014,"Harpia, 7, 400",None,,,,,Drizzle,,
Silvy van Kuijk,HARPIA_20140211_074500,2/11/2014,"Harpia, 7, 400",None,,,,,Drizzle,,
Silvy van Kuijk,HARPIA_20140211_080000,2/11/2014,"Harpia, 7, 400",None,,,,,Drizzle,,"No primates heard, but there is definitely something moving around in the trees near the recorder."
Silvy van Kuijk,HARPIA_20140212_054500,2/12/2014,"Harpia, 7, 400",None,,,,,Drizzle,,
