Analyst,FileName,StartTime,Date,RecordingLocation,PrimateSpecies,CallOnset,CallDuration,CallCompletion,CallDistance,Rain,UndergradComments,SilvysComments,LunarPhase,TodayAverageTemp,LastnightAverageTemp,LastnightMinTemp,TempAtHour,HumidityAtHour
Silvy van Kuijk,HARPIA_20130215_080000,80000,2/15/2013,"Harpia, 2,200",Howlers,8:01:10,0:08:38,Complete,3,Drizzle,,"Sounds more like short outs of howling, not one long one.",Waxing,24.4375,24.375,23.5,22.5,100
Silvy van Kuijk,HARPIA_20130215_081500,81500,2/15/2013,"Harpia, 2,200",Howlers,8:15:30,0:09:30,End,3,Drizzle,,At least 14 short howling bouts. Thunder at 4:15,Waxing,24.4375,24.375,23.5,24,100
Silvy van Kuijk,HARPIA_20130215_083000,83000,2/15/2013,"Harpia, 2,200",None,,,,NA,Rain,,"Little gusts of wind coming through, kinda seems like rain is picking back up too.",Waxing,24.4375,24.375,23.5,25,98.5
Silvy van Kuijk,HARPIA_20130215_084500,84500,2/15/2013,"Harpia, 2,200",None,,,,NA,Rain,,"Rain/windy in first part of recording, dry and wind still in second half. ",Waxing,24.4375,24.375,23.5,26.5,93.5
Silvy van Kuijk,HARPIA_20130215_090000,90000,2/15/2013,"Harpia, 2,200",None,,,,NA,Dry,,,Waxing,24.4375,24.375,23.5,26.5,91
Silvy van Kuijk,HARPIA_20130215_091500,91500,2/15/2013,"Harpia, 2,200",None,,,,NA,Dry,,,Waxing,24.4375,24.375,23.5,24,96.5
Andy Zhou,HARPIA_20130213_054500,54500,2/13/2013,"Harpia 2, 600",None,,,,NA,Dry,,,New,24.45833333,23.79166667,23,23,100
Andy Zhou,HARPIA_20130213_060000,60000,2/13/2013,"Harpia 2, 600",Howler,6:00:00,0:10:00,"Start, End",4,Dry,,,New,24.45833333,23.79166667,23,25.5,94.5
Andy Zhou,HARPIA_20130213_061500,61500,2/13/2013,"Harpia 2, 600",Howler,6:15:00,0:10:00,"Start, End",4,Dry,,,New,24.45833333,23.79166667,23,28.5,89.5
Andy Zhou,HARPIA_20130213_063000,63000,2/13/2013,"Harpia 2, 600",Howler,6:30:40,0:01:50,Complete,4,Dry,,,New,24.45833333,23.79166667,23,28,89
Andy Zhou,HARPIA_20130213_063000,63000,2/13/2013,"Harpia 2, 600",Howler,6:34:47,0:02:33,Complete,4,Dry,,,New,24.45833333,23.79166667,23,28,89
Andy Zhou,HARPIA_20130213_064500,64500,2/13/2013,"Harpia 2, 600",Howler,6:45:00,0:10:00,Start,4,Dry,,,New,24.45833333,23.79166667,23,26,96
Andy Zhou,HARPIA_20130213_070000,70000,2/13/2013,"Harpia 2, 600",None,,,,NA,Dry,,,New,24.45833333,23.79166667,23,22,99
Andy Zhou,HARPIA_20130213_071500,71500,2/13/2013,"Harpia 2, 600",Titi,7:20:31,0:04:41,End,3,Dry,"Pretty sure this is titi, but the call is not familiar to me",Very good! They are actually hard to recognize as titis at first. These are what we call 'burst gobbles'. They seem to make these calls when they are upset/scared about something. ,New,24.45833333,23.79166667,23,22.5,100
Andy Zhou,HARPIA_20130213_073000,73000,2/13/2013,"Harpia 2, 600",None,,,,NA,Dry,,,New,24.45833333,23.79166667,23,22.5,100
Andy Zhou,HARPIA_20130213_074500,74500,2/13/2013,"Harpia 2, 600",None,,,,NA,Dry,,,New,24.45833333,23.79166667,23,22.5,100
Andy Zhou,HARPIA_20130213_080000,80000,2/13/2013,"Harpia 2, 600",None,,,,NA,Dry,,,New,24.45833333,23.79166667,23,22.5,100
Andy Zhou,HARPIA_20130213_081500,81500,2/13/2013,"Harpia 2, 600",None,,,,NA,Dry,,,New,24.45833333,23.79166667,23,23.5,100
Andy Zhou,HARPIA_20130213_083000,83000,2/13/2013,"Harpia 2, 600",None,,,,NA,Dry,,,New,24.45833333,23.79166667,23,23.5,100
Andy Zhou,HARPIA_20130213_084500,84500,2/13/2013,"Harpia 2, 600",None,,,,NA,Dry,,,New,24.45833333,23.79166667,23,22.5,100
Andy Zhou,HARPIA_20130213_090000,90000,2/13/2013,"Harpia 2, 600",None,,,,NA,Dry,,,New,24.45833333,23.79166667,23,24,100
Andy Zhou,HARPIA_20130213_091500,91500,2/13/2013,"Harpia 2, 600",None,,,,NA,Dry,,,New,24.45833333,23.79166667,23,23.5,99.5
Andy Zhou,HARPIA_20130214_054500,54500,2/14/2013,"Harpia 2, 600",None,,,,NA,Dry,,,Waxing,25.16666667,23.5,22.5,22.5,100
Andy Zhou,HARPIA_20130214_060000,60000,2/14/2013,"Harpia 2, 600",None,,,,NA,Dry,,,Waxing,25.16666667,23.5,22.5,22.5,100
Andy Zhou,HARPIA_20130214_061500,61500,2/14/2013,"Harpia 2, 600",None,,,,NA,Dry,,,Waxing,25.16666667,23.5,22.5,23,100
Andy Zhou,HARPIA_20130214_063000,63000,2/14/2013,"Harpia 2, 600",None,,,,NA,Dry,,,Waxing,25.16666667,23.5,22.5,23.5,100
Andy Zhou,HARPIA_20130214_064500,64500,2/14/2013,"Harpia 2, 600",None,,,,NA,Dry,,,Waxing,25.16666667,23.5,22.5,24.5,100
Andy Zhou,HARPIA_20130214_070000,70000,2/14/2013,"Harpia 2, 600",None,,,,NA,Dry,,,Waxing,25.16666667,23.5,22.5,22,100
Andy Zhou,HARPIA_20130214_071500,71500,2/14/2013,"Harpia 2, 600",Titi,7:22:09,0:03:41,End,3,Dry,,,Waxing,25.16666667,23.5,22.5,22,100
Andy Zhou,HARPIA_20130214_073000,73000,2/14/2013,"Harpia 2, 600",Titi,7:39:46,0:00:08,,3,Dry,,,Waxing,25.16666667,23.5,22.5,22,100
Andy Zhou,HARPIA_20130214_074500,74500,2/14/2013,"Harpia 2, 600",None,,,,NA,Dry,,,Waxing,25.16666667,23.5,22.5,22,100
Andy Zhou,HARPIA_20130214_080000,80000,2/14/2013,"Harpia 2, 600",None,,,,NA,Dry,,,Waxing,25.16666667,23.5,22.5,22.5,100
Andy Zhou,HARPIA_20130214_081500,81500,2/14/2013,"Harpia 2, 600",None,,,,NA,Dry,Helicopter,,Waxing,25.16666667,23.5,22.5,23.5,100
Andy Zhou,HARPIA_20130214_083000,83000,2/14/2013,"Harpia 2, 600",None,,,,NA,Dry,,,Waxing,25.16666667,23.5,22.5,24.5,99.5
Andy Zhou,HARPIA_20130214_084500,84500,2/14/2013,"Harpia 2, 600",None,,,,NA,Dry,,,Waxing,25.16666667,23.5,22.5,27.5,92.5
Andy Zhou,HARPIA_20130214_090000,90000,2/14/2013,"Harpia 2, 600",None,,,,NA,Dry,,,Waxing,25.16666667,23.5,22.5,25,98
Andy Zhou,HARPIA_20130214_091500,91500,2/14/2013,"Harpia 2, 600",None,,,,NA,Dry,,,Waxing,25.16666667,23.5,22.5,23.5,99
Andy Zhou,HARPIA_20130223_054500,54500,2/23/2013,"Harpia, 3, -50",None,,,,NA,Drizzle,"These recordings are all mono, not stereo",,Full,22.95833333,22.41666667,22,23.5,100
Andy Zhou,HARPIA_20130223_060000,60000,2/23/2013,"Harpia, 3, -50",None,,,,NA,Drizzle,,,Full,22.95833333,22.41666667,22,29,88.5
Andy Zhou,HARPIA_20130223_061500,61500,2/23/2013,"Harpia, 3, -50",None,,,,NA,Drizzle,,,Full,22.95833333,22.41666667,22,30.5,82
Andy Zhou,HARPIA_20130223_063000,63000,2/23/2013,"Harpia, 3, -50",None,,,,NA,Dry,,,Full,22.95833333,22.41666667,22,31.5,80.5
Andy Zhou,HARPIA_20130223_064500,64500,2/23/2013,"Harpia, 3, -50",None,,,,NA,Dry,,,Full,22.95833333,22.41666667,22,27,92.5
Andy Zhou,HARPIA_20130223_070000,70000,2/23/2013,"Harpia, 3, -50",None,,,,NA,Rain,,,Full,22.95833333,22.41666667,22,24.5,98.5
Andy Zhou,HARPIA_20130223_071500,71500,2/23/2013,"Harpia, 3, -50",None,,,,NA,Rain,,,Full,22.95833333,22.41666667,22,24.5,99
Andy Zhou,HARPIA_20130223_073000,73000,2/23/2013,"Harpia, 3, -50",None,,,,NA,Rain,,,Full,22.95833333,22.41666667,22,24,99.5
Andy Zhou,HARPIA_20130223_074500,74500,2/23/2013,"Harpia, 3, -50",None,,,,NA,Rain,,,Full,22.95833333,22.41666667,22,24,99.5
Andy Zhou,HARPIA_20130223_080000,80000,2/23/2013,"Harpia, 3, -50",None,,,,NA,Rain,,,Full,22.95833333,22.41666667,22,23.5,100
Andy Zhou,HARPIA_20130223_081500,81500,2/23/2013,"Harpia, 3, -50",None,,,,NA,Rain,,,Full,22.95833333,22.41666667,22,25.5,100
Andy Zhou,HARPIA_20130223_083000,83000,2/23/2013,"Harpia, 3, -50",None,,,,NA,Rain,,,Full,22.95833333,22.41666667,22,26,100
Andy Zhou,HARPIA_20130223_084500,84500,2/23/2013,"Harpia, 3, -50",None,,,,NA,Rain,,,Full,22.95833333,22.41666667,22,29,91.5
Andy Zhou,HARPIA_20130223_090000,90000,2/23/2013,"Harpia, 3, -50",None,,,,NA,Drizzle,Starting 00:06:16 into the video there are some calls but I can't tell if their birds or monkeys,Birds indeed! :),Full,22.95833333,22.41666667,22,24.5,95.5
Andy Zhou,HARPIA_20130223_091500,91500,2/23/2013,"Harpia, 3, -50",None,,,,NA,Drizzle,"Ok yeah, pretty sure this is just some really weird bird",,Full,22.95833333,22.41666667,22,23.5,97
Andy Zhou,HARPIA_20130224_054500,54500,2/24/2013,"Harpia, 3, -50",None,,,,NA,Rain,"These recordings are all mono, not stereo",,Full,24.39583333,22.75,22,23.5,100
Andy Zhou,HARPIA_20130224_060000,60000,2/24/2013,"Harpia, 3, -50",None,,,,NA,Rain,,,Full,24.39583333,22.75,22,26,97
Andy Zhou,HARPIA_20130224_061500,61500,2/24/2013,"Harpia, 3, -50",None,,,,NA,Rain,,,Full,24.39583333,22.75,22,30,90
Andy Zhou,HARPIA_20130224_063000,63000,2/24/2013,"Harpia, 3, -50",None,,,,NA,Rain,,,Full,24.39583333,22.75,22,29,91.5
Andy Zhou,HARPIA_20130224_064500,64500,2/24/2013,"Harpia, 3, -50",None,,,,NA,Rain,,,Full,24.39583333,22.75,22,25,93.5
Andy Zhou,HARPIA_20130224_070000,70000,2/24/2013,"Harpia, 3, -50",None,,,,NA,Rain,,,Full,24.39583333,22.75,22,23,98.5
Andy Zhou,HARPIA_20130224_071500,71500,2/24/2013,"Harpia, 3, -50",None,,,,NA,Drizzle,,,Full,24.39583333,22.75,22,23,99.5
Andy Zhou,HARPIA_20130224_073000,73000,2/24/2013,"Harpia, 3, -50",None,,,,NA,Drizzle,,,Full,24.39583333,22.75,22,23,99.5
Andy Zhou,HARPIA_20130224_074500,74500,2/24/2013,"Harpia, 3, -50",None,,,,NA,Drizzle,,,Full,24.39583333,22.75,22,23,100
Andy Zhou,HARPIA_20130224_080000,80000,2/24/2013,"Harpia, 3, -50",None,,,,NA,Drizzle,,,Full,24.39583333,22.75,22,22.5,100
Andy Zhou,HARPIA_20130224_081500,81500,2/24/2013,"Harpia, 3, -50",None,,,,NA,Drizzle,,,Full,24.39583333,22.75,22,23.5,100
Andy Zhou,HARPIA_20130224_083000,83000,2/24/2013,"Harpia, 3, -50",None,,,,NA,Drizzle,,,Full,24.39583333,22.75,22,24,100
Andy Zhou,HARPIA_20130224_084500,84500,2/24/2013,"Harpia, 3, -50",None,,,,NA,Drizzle,,,Full,24.39583333,22.75,22,27,94.5
Andy Zhou,HARPIA_20130224_090000,90000,2/24/2013,"Harpia, 3, -50",None,,,,NA,Dry,,,Full,24.39583333,22.75,22,25.5,97
Andy Zhou,HARPIA_20130224_091500,91500,2/24/2013,"Harpia, 3, -50",None,,,,NA,Dry,,,Full,24.39583333,22.75,22,24.5,98.5
Andy Zhou,HARPIA_20130225_054500,54500,2/25/2013,"Harpia, 3, -50",None,,,,NA,Dry,"These recordings are all mono, not stereo",,Full,25.70833333,24.29166667,23.5,22.5,100
Silvy van Kuijk,HARPIA_20130225_060000,60000,2/25/2013,"Harpia, 3, -50",Howler,6:00:00,0:10:00,"Start, End",4,Dry,,"Andy, you thought you heard capuchins here. These were actually birds, but I did notice howlers in the background. Have removed capuchin data, added howler data.",Full,25.70833333,24.29166667,23.5,25,100
Andy Zhou,HARPIA_20130225_061500,61500,2/25/2013,"Harpia, 3, -50",None,,,,NA,Dry,,,Full,25.70833333,24.29166667,23.5,27.5,92.5
Andy Zhou,HARPIA_20130225_063000,63000,2/25/2013,"Harpia, 3, -50",None,,,,NA,Rain,,,Full,25.70833333,24.29166667,23.5,27,93
Andy Zhou,HARPIA_20130225_064500,64500,2/25/2013,"Harpia, 3, -50",None,,,,NA,Drizzle,,,Full,25.70833333,24.29166667,23.5,25.5,96
Andy Zhou,HARPIA_20130225_070000,70000,2/25/2013,"Harpia, 3, -50",None,,,,NA,Drizzle,,,Full,25.70833333,24.29166667,23.5,23.5,99.5
Andy Zhou,HARPIA_20130225_071500,71500,2/25/2013,"Harpia, 3, -50",None,,,,NA,Drizzle,,,Full,25.70833333,24.29166667,23.5,23.5,99.5
Andy Zhou,HARPIA_20130225_073000,73000,2/25/2013,"Harpia, 3, -50",None,,,,NA,Drizzle,,,Full,25.70833333,24.29166667,23.5,23.5,100
Andy Zhou,HARPIA_20130225_074500,74500,2/25/2013,"Harpia, 3, -50",None,,,,NA,Dry,,,Full,25.70833333,24.29166667,23.5,23.5,100
Andy Zhou,HARPIA_20130225_080000,80000,2/25/2013,"Harpia, 3, -50",None,,,,NA,Dry,,,Full,25.70833333,24.29166667,23.5,23,100
Andy Zhou,HARPIA_20130225_081500,81500,2/25/2013,"Harpia, 3, -50",Howler,8:15:14,0:06:46,Complete,3,Dry,,,Full,25.70833333,24.29166667,23.5,24.5,100
Andy Zhou,HARPIA_20130225_083000,83000,2/25/2013,"Harpia, 3, -50",None,,,,NA,Dry,Lots of cool birds,,Full,25.70833333,24.29166667,23.5,25,98
Andy Zhou,HARPIA_20130225_084500,84500,2/25/2013,"Harpia, 3, -50",None,,,,NA,Dry,,,Full,25.70833333,24.29166667,23.5,26.5,94.5
Andy Zhou,HARPIA_20130225_090000,90000,2/25/2013,"Harpia, 3, -50",None,,,,NA,Dry,,,Full,25.70833333,24.29166667,23.5,27,92.5
Andy Zhou,HARPIA_20130225_091500,91500,2/25/2013,"Harpia, 3, -50",None,,,,NA,Dry,Lots of cool birds,,Full,25.70833333,24.29166667,23.5,25.5,97
Andy Zhou,HARPIA_20130226_054500,54500,2/26/2013,"Harpia, 3, -50",None,,,,NA,Drizzle,,,Full,24.89583333,24.54166667,23.5,23,100
Andy Zhou,HARPIA_20130226_060000,60000,2/26/2013,"Harpia, 3, -50",None,,,,NA,Drizzle,,,Full,24.89583333,24.54166667,23.5,26,96
Andy Zhou,HARPIA_20130226_061500,61500,2/26/2013,"Harpia, 3, -50",None,,,,NA,Drizzle,,,Full,24.89583333,24.54166667,23.5,27.5,91
Andy Zhou,HARPIA_20130226_063000,63000,2/26/2013,"Harpia, 3, -50",None,,,,NA,Drizzle,,,Full,24.89583333,24.54166667,23.5,28.5,89.5
Andy Zhou,HARPIA_20130226_064500,64500,2/26/2013,"Harpia, 3, -50",Titi,6:48:22,0:06:34,Complete,3,Drizzle,Can't tell if Titi or bird,"Yes, titis! A ton of burst gobbles.",Full,24.89583333,24.54166667,23.5,28,90
Andy Zhou,HARPIA_20130226_070000,70000,2/26/2013,"Harpia, 3, -50",Titi,7:00:38,0:01:03,Complete,3,Drizzle,Can't tell if Titi or bird,Four more burst gobbles.,Full,24.89583333,24.54166667,23.5,25,99
Andy Zhou,HARPIA_20130226_071500,71500,2/26/2013,"Harpia, 3, -50",None,,,,NA,Rain,,,Full,24.89583333,24.54166667,23.5,NA,NA
Andy Zhou,HARPIA_20130226_073000,73000,2/26/2013,"Harpia, 3, -50",None,,,,NA,Rain,,,Full,24.89583333,24.54166667,23.5,NA,NA
Andy Zhou,HARPIA_20130226_074500,74500,2/26/2013,"Harpia, 3, -50",None,,,,NA,Rain,,,Full,24.89583333,24.54166667,23.5,NA,NA
Andy Zhou,HARPIA_20130226_080000,80000,2/26/2013,"Harpia, 3, -50",None,,,,NA,Rain,,,Full,24.89583333,24.54166667,23.5,NA,NA
Andy Zhou,HARPIA_20130226_081500,81500,2/26/2013,"Harpia, 3, -50",None,,,,NA,Rain,,,Full,24.89583333,24.54166667,23.5,NA,NA
Andy Zhou,HARPIA_20130226_083000,83000,2/26/2013,"Harpia, 3, -50",None,,,,NA,Rain,,,Full,24.89583333,24.54166667,23.5,NA,NA
Andy Zhou,HARPIA_20130226_084500,84500,2/26/2013,"Harpia, 3, -50",None,,,,NA,Drizzle,,,Full,24.89583333,24.54166667,23.5,NA,NA
Andy Zhou,HARPIA_20130226_090000,90000,2/26/2013,"Harpia, 3, -50",None,,,,NA,Drizzle,,,Full,24.89583333,24.54166667,23.5,NA,NA
Andy Zhou,HARPIA_20130226_091500,91500,2/26/2013,"Harpia, 3, -50",None,,,,NA,Drizzle,,,Full,24.89583333,24.54166667,23.5,NA,NA
Silvy van Kuijk,HARPIA_20130216_054500,54500,2/16/2013,"Harpia, 2,200",None,,,,NA,Dry,,,Waxing,22.9375,22.95833333,22,22.5,100
Silvy van Kuijk,HARPIA_20130216_060000,60000,2/16/2013,"Harpia, 2,200",None,,,,NA,Drizzle,,,Waxing,22.9375,22.95833333,22,25.5,97.5
Silvy van Kuijk,HARPIA_20130216_061500,61500,2/16/2013,"Harpia, 2,200",None,,,,NA,Drizzle,,,Waxing,22.9375,22.95833333,22,28,90
Silvy van Kuijk,HARPIA_20130216_063000,63000,2/16/2013,"Harpia, 2,200",None,,,,NA,Drizzle,,"Some thunder in the distance, faint.",Waxing,22.9375,22.95833333,22,28.5,90.5
Silvy van Kuijk,HARPIA_20130216_064500,64500,2/16/2013,"Harpia, 2,200",None,,,,NA,Rain,,"Rain sets in quikly 4:20 into recording, gets heavy fast. Little frogs start vocalizing as soon as rain kicks in.",Waxing,22.9375,22.95833333,22,27.5,92
Silvy van Kuijk,HARPIA_20130216_070000,70000,2/16/2013,"Harpia, 2,200",None,,,,NA,Rain,,,Waxing,22.9375,22.95833333,22,23.5,98
Silvy van Kuijk,HARPIA_20130216_071500,71500,2/16/2013,"Harpia, 2,200",None,,,,NA,Rain,,,Waxing,22.9375,22.95833333,22,23,99.5
Silvy van Kuijk,HARPIA_20130216_073000,73000,2/16/2013,"Harpia, 2,200",None,,,,NA,Rain,,,Waxing,22.9375,22.95833333,22,23,99.5
Silvy van Kuijk,HARPIA_20130216_074500,74500,2/16/2013,"Harpia, 2,200",None,,,,NA,Rain,,,Waxing,22.9375,22.95833333,22,23,100
Silvy van Kuijk,HARPIA_20130216_080000,80000,2/16/2013,"Harpia, 2,200",None,,,,NA,Rain,,,Waxing,22.9375,22.95833333,22,22.5,100
Silvy van Kuijk,HARPIA_20130216_081500,81500,2/16/2013,"Harpia, 2,200",None,,,,NA,Rain,,,Waxing,22.9375,22.95833333,22,23,100
Silvy van Kuijk,HARPIA_20130216_083000,83000,2/16/2013,"Harpia, 2,200",None,,,,NA,Rain,,,Waxing,22.9375,22.95833333,22,23.5,100
Silvy van Kuijk,HARPIA_20130216_084500,84500,2/16/2013,"Harpia, 2,200",None,,,,NA,Rain,,Helicopter/plane flying over starting at 5:50.,Waxing,22.9375,22.95833333,22,24,100
Silvy van Kuijk,HARPIA_20130216_090000,90000,2/16/2013,"Harpia, 2,200",None,,,,NA,Rain,,,Waxing,22.9375,22.95833333,22,25,98.5
Silvy van Kuijk,HARPIA_20130216_091500,91500,2/16/2013,"Harpia, 2,200",None,,,,NA,Rain,,,Waxing,22.9375,22.95833333,22,24,99
Silvy van Kuijk,HARPIA_20130217_054500,54500,2/17/2013,"Harpia, 2,200",None,,,,NA,Dry,,,Waxing,23.75,22.5,22,22.5,100
Silvy van Kuijk,HARPIA_20130217_060000,60000,2/17/2013,"Harpia, 2,200",None,,,,NA,Dry,,,Waxing,23.75,22.5,22,24,99
Silvy van Kuijk,HARPIA_20130217_061500,61500,2/17/2013,"Harpia, 2,200",None,,,,NA,Dry,,,Waxing,23.75,22.5,22,24,99.5
Silvy van Kuijk,HARPIA_20130217_063000,63000,2/17/2013,"Harpia, 2,200",None,,,,NA,Dry,,,Waxing,23.75,22.5,22,25,99
Silvy van Kuijk,HARPIA_20130217_064500,64500,2/17/2013,"Harpia, 2,200",None,,,,NA,Dry,,,Waxing,23.75,22.5,22,25.5,97
Silvy van Kuijk,HARPIA_20130217_070000,70000,2/17/2013,"Harpia, 2,200",None,,,,NA,Dry,,Thick bad of energy at bottom of spectrogram. Perhap generator from oil station 5 km away?,Waxing,23.75,22.5,22,23.5,100
Silvy van Kuijk,HARPIA_20130217_071500,71500,2/17/2013,"Harpia, 2,200",None,,,,NA,Drizzle,,"Yeah, sounds like you can ear the oil station generator. Takes up 150 Hz. ",Waxing,23.75,22.5,22,23,100
Silvy van Kuijk,HARPIA_20130217_073000,73000,2/17/2013,"Harpia, 2,200",None,,,,NA,Drizzle,,Still 150 Hz band of noise from oil station generator.,Waxing,23.75,22.5,22,23,99.5
Silvy van Kuijk,HARPIA_20130217_074500,74500,2/17/2013,"Harpia, 2,200",None,,,,NA,Drizzle,,Oil generator noise still visible,Waxing,23.75,22.5,22,22.5,100
Silvy van Kuijk,HARPIA_20130217_080000,80000,2/17/2013,"Harpia, 2,200",None,,,,NA,Drizzle,,Oil generator noise still visible,Waxing,23.75,22.5,22,22,100
Silvy van Kuijk,HARPIA_20130217_081500,81500,2/17/2013,"Harpia, 2,200",None,,,,NA,Dry,,Oil generator noise still visible,Waxing,23.75,22.5,22,22.5,100
Silvy van Kuijk,HARPIA_20130217_083000,83000,2/17/2013,"Harpia, 2,200",None,,,,NA,Dry,,Oil generator noise still visible,Waxing,23.75,22.5,22,22.5,100
Silvy van Kuijk,HARPIA_20130217_084500,84500,2/17/2013,"Harpia, 2,200",None,,,,NA,Dry,,Oil generator noise still visible,Waxing,23.75,22.5,22,23,100
Silvy van Kuijk,HARPIA_20130217_090000,90000,2/17/2013,"Harpia, 2,200",None,,,,NA,Dry,,Oil generator noise still visible,Waxing,23.75,22.5,22,23.5,100
Silvy van Kuijk,HARPIA_20130217_091500,91500,2/17/2013,"Harpia, 2,200",Titi,9:22:33,0:02:27,End,1,Dry,,"Solo call! First a moan around 5:20, then solo call around 07:33. ",Waxing,23.75,22.5,22,23,100
Silvy van Kuijk,HARPIA_20130218_054500,54500,2/18/2013,"Harpia, 2,200",None,,,,NA,Rain,,"Oil generator noise visible, bottom 150 HZ",Waxing,24.33333333,23,22.5,22,100
Silvy van Kuijk,HARPIA_20130218_060000,60000,2/18/2013,"Harpia, 2,200",None,,,,NA,Rain,,"Oil generator noise visible, bottom 150 HZ",Waxing,24.33333333,23,22.5,23,100
Silvy van Kuijk,HARPIA_20130218_061500,61500,2/18/2013,"Harpia, 2,200",None,,,,NA,Rain,,"Oil generator noise visible, bottom 150 HZ",Waxing,24.33333333,23,22.5,23,100
Silvy van Kuijk,HARPIA_20130218_063000,63000,2/18/2013,"Harpia, 2,200",None,,,,NA,Rain,,"Oil generator noise visible, bottom 150 HZ",Waxing,24.33333333,23,22.5,23,100
Silvy van Kuijk,HARPIA_20130218_064500,64500,2/18/2013,"Harpia, 2,200",None,,,,NA,Rain,,"Oil generator noise visible, bottom 150 HZ",Waxing,24.33333333,23,22.5,23.5,100
Silvy van Kuijk,HARPIA_20130218_070000,70000,2/18/2013,"Harpia, 2,200",None,,,,NA,Rain,,"Oil generator noise visible, bottom 150 HZ",Waxing,24.33333333,23,22.5,22.5,100
Silvy van Kuijk,HARPIA_20130218_071500,71500,2/18/2013,"Harpia, 2,200",None,,,,NA,Rain,,"Oil generator noise visible, bottom 150 HZ",Waxing,24.33333333,23,22.5,22,100
Silvy van Kuijk,HARPIA_20130218_073000,73000,2/18/2013,"Harpia, 2,200",None,,,,NA,Rain,,"Oil generator noise visible, bottom 150 HZ",Waxing,24.33333333,23,22.5,22,100
Silvy van Kuijk,HARPIA_20130218_074500,74500,2/18/2013,"Harpia, 2,200",None,,,,NA,Drizzle,,"Oil generator noise visible, bottom 150 HZ",Waxing,24.33333333,23,22.5,22,100
Silvy van Kuijk,HARPIA_20130218_080000,80000,2/18/2013,"Harpia, 2,200",None,,,,NA,Drizzle,,"Oil generator noise visible, bottom 150 HZ",Waxing,24.33333333,23,22.5,22.5,100
Silvy van Kuijk,HARPIA_20130218_081500,81500,2/18/2013,"Harpia, 2,200",None,,,,NA,Drizzle,,"Oil generator noise visible, bottom 150 HZ, less strong than previous recordings.",Waxing,24.33333333,23,22.5,23,100
Silvy van Kuijk,HARPIA_20130218_083000,83000,2/18/2013,"Harpia, 2,200",None,,,,NA,Drizzle,,,Waxing,24.33333333,23,22.5,23.5,100
Silvy van Kuijk,HARPIA_20130218_084500,84500,2/18/2013,"Harpia, 2,200",None,,,,NA,Drizzle,,,Waxing,24.33333333,23,22.5,25,100
Silvy van Kuijk,HARPIA_20130218_090000,90000,2/18/2013,"Harpia, 2,200",None,,,,NA,Drizzle,,,Waxing,24.33333333,23,22.5,24.5,96.5
Silvy van Kuijk,HARPIA_20130218_091500,91500,2/18/2013,"Harpia, 2,200",None,,,,NA,Drizzle,,,Waxing,24.33333333,23,22.5,23.5,98
Silvy van Kuijk,HARPIA_20130219_054500,54500,2/19/2013,"Harpia, 2,200",None,,,,NA,Dry,,,Waxing,23.58333333,23.54166667,22.5,22,100
Silvy van Kuijk,HARPIA_20130219_060000,60000,2/19/2013,"Harpia, 2,200",None,,,,NA,Drizzle,,,Waxing,23.58333333,23.54166667,22.5,24,100
Silvy van Kuijk,HARPIA_20130219_061500,61500,2/19/2013,"Harpia, 2,200",None,,,,NA,Drizzle,,,Waxing,23.58333333,23.54166667,22.5,25,99.5
Silvy van Kuijk,HARPIA_20130219_063000,63000,2/19/2013,"Harpia, 2,200",None,,,,NA,Drizzle,,,Waxing,23.58333333,23.54166667,22.5,26.5,97
Silvy van Kuijk,HARPIA_20130219_064500,64500,2/19/2013,"Harpia, 2,200",None,,,,NA,Drizzle,,,Waxing,23.58333333,23.54166667,22.5,25.5,95
Silvy van Kuijk,HARPIA_20130219_070000,70000,2/19/2013,"Harpia, 2,200",None,,,,NA,Drizzle,,,Waxing,23.58333333,23.54166667,22.5,23,99.5
Silvy van Kuijk,HARPIA_20130219_071500,71500,2/19/2013,"Harpia, 2,200",None,,,,NA,Rain,,Rain slowly gets heavier throughout file.,Waxing,23.58333333,23.54166667,22.5,22.5,100
Silvy van Kuijk,HARPIA_20130219_073000,73000,2/19/2013,"Harpia, 2,200",None,,,,NA,Rain,,,Waxing,23.58333333,23.54166667,22.5,22.5,100
Silvy van Kuijk,HARPIA_20130219_074500,74500,2/19/2013,"Harpia, 2,200",None,,,,NA,Rain,,,Waxing,23.58333333,23.54166667,22.5,22.5,100
Silvy van Kuijk,HARPIA_20130219_080000,80000,2/19/2013,"Harpia, 2,200",None,,,,NA,Rain,,,Waxing,23.58333333,23.54166667,22.5,22.5,100
Silvy van Kuijk,HARPIA_20130219_081500,81500,2/19/2013,"Harpia, 2,200",None,,,,NA,Rain,,,Waxing,23.58333333,23.54166667,22.5,23.5,100
Silvy van Kuijk,HARPIA_20130219_083000,83000,2/19/2013,"Harpia, 2,200",None,,,,NA,Rain,,,Waxing,23.58333333,23.54166667,22.5,23.5,100
Silvy van Kuijk,HARPIA_20130219_084500,84500,2/19/2013,"Harpia, 2,200",None,,,,NA,Rain,,,Waxing,23.58333333,23.54166667,22.5,24,100
Silvy van Kuijk,HARPIA_20130219_090000,90000,2/19/2013,"Harpia, 2,200",None,,,,NA,Rain,,,Waxing,23.58333333,23.54166667,22.5,23.5,100
