"","X1","Analyst","FileName","Date","RecordingLocation","plot","location","PrimateSpecies","CallOnset","CallDuration","CallCompletion","CallDistance","MicUsed","Rain","UndergradComments","SilvyComments","newdate","year","StartTime","TimeDiff","CallEnd","CallingAtStart","CallingAtEnd","path","date","meanRMS_0_2kHz","meanRMS_0_8kHz","meanRMS_2_8kHz","LunarPhase","RainPreviousDay","today_average_temp","today_min_temp","lastnight_average_temp","lastnight_min_temp","dt","roundDateTime","Temperature","Humidity","Titis","Howlers","CallDurationInSec","Year"
"228",228,"Silvy van Kuijk","HARPIA_20140215_060000.wav",2014-02-15,"Harpia/4, 600","Harpia","4, 600","Howler",0000-01-01 06:00:36,00:09:24,"End",1,1,"Dry",NA,"I was right, indeed howlers above recorder! You can hear a soft grunting before howling starts. Very cool recording!",2014-02-15,2014,0000-01-01 06:00:00,36,0000-01-01 06:10:00,FALSE,TRUE,"D:/John_Blake_Data/Harpia 2014/4, 600/15 Feb 2014","15 Feb 2014",NA,NA,NA,"Full",2,24.72916667,22.5,25.5,24,2014-02-15 06:00:00,2014-02-15 06:00:00,23.5,97.5,FALSE,TRUE,564,"2014"
"229",229,"Silvy van Kuijk","HARPIA_20140215_060000.wav",2014-02-15,"Harpia/4, 600","Harpia","4, 600","Howler",0000-01-01 06:00:00,00:08:37,"End",3,1,"Dry",NA,"I can't hear if they are still singing the last few minutes, the group above the recorder is masking them.",2014-02-15,2014,0000-01-01 06:00:00,0,0000-01-01 06:08:37,TRUE,FALSE,"D:/John_Blake_Data/Harpia 2014/4, 600/15 Feb 2014","15 Feb 2014",NA,NA,NA,"Full",2,24.72916667,22.5,25.5,24,2014-02-15 06:00:00,2014-02-15 06:00:00,23.5,97.5,FALSE,TRUE,517,"2014"
"230",230,"Silvy van Kuijk","HARPIA_20140215_061500.wav",2014-02-15,"Harpia/4, 600","Harpia","4, 600","Howler",0000-01-01 06:15:00,00:07:30,"Start",3,1,"Dry",NA,NA,2014-02-15,2014,0000-01-01 06:15:00,0,0000-01-01 06:22:30,TRUE,FALSE,"D:/John_Blake_Data/Harpia 2014/4, 600/15 Feb 2014","15 Feb 2014",NA,NA,NA,"Full",2,24.72916667,22.5,25.5,24,2014-02-15 06:15:00,2014-02-15 06:00:00,23.5,97.5,FALSE,TRUE,450,"2014"
"231",231,"Silvy van Kuijk","HARPIA_20140215_063000.wav",2014-02-15,"Harpia/4, 600","Harpia","4, 600","None",0000-01-01 06:33:55,NA,NA,NA,1,"Drizzle",NA,"Woolies close to recorder at 07:24 and again around 08:23. Great recordings!",2014-02-15,2014,0000-01-01 06:30:00,NA,NA,NA,NA,"D:/John_Blake_Data/Harpia 2014/4, 600/15 Feb 2014","15 Feb 2014",87.4829844955891,102.866325283509,102.738749491491,"Full",2,24.72916667,22.5,25.5,24,2014-02-15 06:30:00,2014-02-15 07:00:00,23.5,97.5,FALSE,FALSE,NA,"2014"
"232",232,"Silvy van Kuijk","HARPIA_20140215_064500.wav",2014-02-15,"Harpia/4, 600","Harpia","4, 600","None",0000-01-01 06:47:06,NA,NA,NA,1,"Drizzle",NA,"Loud screams from a primate, perhaps a squirrel monkey?",2014-02-15,2014,0000-01-01 06:45:00,NA,NA,NA,NA,"D:/John_Blake_Data/Harpia 2014/4, 600/15 Feb 2014","15 Feb 2014",82.1659582863876,103.627445154874,103.596322115857,"Full",2,24.72916667,22.5,25.5,24,2014-02-15 06:45:00,2014-02-15 07:00:00,23.5,97.5,FALSE,FALSE,NA,"2014"
"233",233,"Silvy van Kuijk","HARPIA_20140215_070000.wav",2014-02-15,"Harpia/4, 600","Harpia","4, 600","None",0000-01-01 07:01:44,NA,NA,NA,1,"Dry",NA,"Such pretty bird calls!",2014-02-15,2014,0000-01-01 07:00:00,NA,NA,NA,NA,"D:/John_Blake_Data/Harpia 2014/4, 600/15 Feb 2014","15 Feb 2014",97.7053828704819,106.634118556857,106.039502832119,"Full",2,24.72916667,22.5,25.5,24,2014-02-15 07:00:00,2014-02-15 07:00:00,23.5,97.5,FALSE,FALSE,NA,"2014"
"234",234,"Silvy van Kuijk","HARPIA_20140215_071500.wav",2014-02-15,"Harpia/4, 600","Harpia","4, 600","None",0000-01-01 07:16:13,NA,NA,NA,1,"Dry",NA,NA,2014-02-15,2014,0000-01-01 07:15:00,NA,NA,NA,NA,"D:/John_Blake_Data/Harpia 2014/4, 600/15 Feb 2014","15 Feb 2014",79.5201871291879,106.009646511551,105.99989239525,"Full",2,24.72916667,22.5,25.5,24,2014-02-15 07:15:00,2014-02-15 07:00:00,23.5,97.5,FALSE,FALSE,NA,"2014"
"235",235,"Silvy van Kuijk","HARPIA_20140215_073000.wav",2014-02-15,"Harpia/4, 600","Harpia","4, 600","None",0000-01-01 07:33:17,NA,NA,NA,1,"Dry",NA,NA,2014-02-15,2014,0000-01-01 07:30:00,NA,NA,NA,NA,"D:/John_Blake_Data/Harpia 2014/4, 600/15 Feb 2014","15 Feb 2014",81.2407916436268,107.507826616438,107.497559339461,"Full",2,24.72916667,22.5,25.5,24,2014-02-15 07:30:00,2014-02-15 08:00:00,24,97.5,FALSE,FALSE,NA,"2014"
"236",236,"Silvy van Kuijk","HARPIA_20140215_074500.wav",2014-02-15,"Harpia/4, 600","Harpia","4, 600","None",0000-01-01 07:46:31,NA,NA,NA,1,"Dry",NA,NA,2014-02-15,2014,0000-01-01 07:45:00,NA,NA,NA,NA,"D:/John_Blake_Data/Harpia 2014/4, 600/15 Feb 2014","15 Feb 2014",80.7329835627787,103.184869878737,103.160112397035,"Full",2,24.72916667,22.5,25.5,24,2014-02-15 07:45:00,2014-02-15 08:00:00,24,97.5,FALSE,FALSE,NA,"2014"
"237",237,"Silvy van Kuijk","HARPIA_20140215_080000.wav",2014-02-15,"Harpia/4, 600","Harpia","4, 600","None",0000-01-01 08:02:45,NA,NA,NA,1,"Dry",NA,NA,2014-02-15,2014,0000-01-01 08:00:00,NA,NA,NA,NA,"D:/John_Blake_Data/Harpia 2014/4, 600/15 Feb 2014","15 Feb 2014",84.0418250178585,102.838818825517,102.781157898521,"Full",2,24.72916667,22.5,25.5,24,2014-02-15 08:00:00,2014-02-15 08:00:00,24,97.5,FALSE,FALSE,NA,"2014"
"238",238,"Silvy van Kuijk","HARPIA_20140210_054500.wav",2014-02-10,"Harpia/7, 400","Harpia","7, 400","Howler",0000-01-01 05:52:18,00:02:42,"End",4,1,"Rain",NA,NA,2014-02-10,2014,0000-01-01 05:45:00,438,0000-01-01 05:55:00,FALSE,TRUE,"D:/John_Blake_Data/Harpia 2014/7, 400/10 Feb 2014","10 Feb 2014",92.7582842921192,104.334322619999,104.021289361244,"Waxing",6,23.97916667,22.5,24.125,23,2014-02-10 05:45:00,2014-02-10 06:00:00,23,100,FALSE,TRUE,162,"2014"
"239",239,"Silvy van Kuijk","HARPIA_20140210_060000.wav",2014-02-10,"Harpia/7, 400","Harpia","7, 400","None",0000-01-01 06:07:35,NA,NA,NA,1,"Rain",NA,NA,2014-02-10,2014,0000-01-01 06:00:00,NA,NA,NA,NA,"D:/John_Blake_Data/Harpia 2014/7, 400/10 Feb 2014","10 Feb 2014",92.6733484969737,100.942690684975,100.242448572645,"Waxing",6,23.97916667,22.5,24.125,23,2014-02-10 06:00:00,2014-02-10 06:00:00,23,100,FALSE,FALSE,NA,"2014"
"240",240,"Silvy van Kuijk","HARPIA_20140210_061500.wav",2014-02-10,"Harpia/7, 400","Harpia","7, 400","None",0000-01-01 06:18:32,NA,NA,NA,1,"Rain",NA,NA,2014-02-10,2014,0000-01-01 06:15:00,NA,NA,NA,NA,"D:/John_Blake_Data/Harpia 2014/7, 400/10 Feb 2014","10 Feb 2014",94.6811308516575,101.996094847669,101.104880532686,"Waxing",6,23.97916667,22.5,24.125,23,2014-02-10 06:15:00,2014-02-10 06:00:00,23,100,FALSE,FALSE,NA,"2014"
"241",241,"Silvy van Kuijk","HARPIA_20140210_063000.wav",2014-02-10,"Harpia/7, 400","Harpia","7, 400","None",0000-01-01 06:35:26,NA,NA,NA,1,"Rain",NA,NA,2014-02-10,2014,0000-01-01 06:30:00,NA,NA,NA,NA,"D:/John_Blake_Data/Harpia 2014/7, 400/10 Feb 2014","10 Feb 2014",94.1204108452993,101.470783190756,100.587704957774,"Waxing",6,23.97916667,22.5,24.125,23,2014-02-10 06:30:00,2014-02-10 07:00:00,22.5,100,FALSE,FALSE,NA,"2014"
"242",242,"Silvy van Kuijk","HARPIA_20140210_064500.wav",2014-02-10,"Harpia/7, 400","Harpia","7, 400","None",0000-01-01 06:47:08,NA,NA,NA,1,"Rain",NA,NA,2014-02-10,2014,0000-01-01 06:45:00,NA,NA,NA,NA,"D:/John_Blake_Data/Harpia 2014/7, 400/10 Feb 2014","10 Feb 2014",91.6723633905121,99.1542850681959,98.3003613039118,"Waxing",6,23.97916667,22.5,24.125,23,2014-02-10 06:45:00,2014-02-10 07:00:00,22.5,100,FALSE,FALSE,NA,"2014"
"243",243,"Silvy van Kuijk","HARPIA_20140210_070000.wav",2014-02-10,"Harpia/7, 400","Harpia","7, 400","None",0000-01-01 07:08:21,NA,NA,NA,1,"Rain",NA,NA,2014-02-10,2014,0000-01-01 07:00:00,NA,NA,NA,NA,"D:/John_Blake_Data/Harpia 2014/7, 400/10 Feb 2014","10 Feb 2014",89.8843258754752,100.229605654443,99.8088738667645,"Waxing",6,23.97916667,22.5,24.125,23,2014-02-10 07:00:00,2014-02-10 07:00:00,22.5,100,FALSE,FALSE,NA,"2014"
"244",244,"Silvy van Kuijk","HARPIA_20140210_071500.wav",2014-02-10,"Harpia/7, 400","Harpia","7, 400","None",0000-01-01 07:16:59,NA,NA,NA,1,"Rain",NA,NA,2014-02-10,2014,0000-01-01 07:15:00,NA,NA,NA,NA,"D:/John_Blake_Data/Harpia 2014/7, 400/10 Feb 2014","10 Feb 2014",88.6810606911609,102.097763933902,101.895434476431,"Waxing",6,23.97916667,22.5,24.125,23,2014-02-10 07:15:00,2014-02-10 07:00:00,22.5,100,FALSE,FALSE,NA,"2014"
"245",245,"Silvy van Kuijk","HARPIA_20140210_073000.wav",2014-02-10,"Harpia/7, 400","Harpia","7, 400","None",0000-01-01 07:35:13,NA,NA,NA,1,"Rain",NA,NA,2014-02-10,2014,0000-01-01 07:30:00,NA,NA,NA,NA,"D:/John_Blake_Data/Harpia 2014/7, 400/10 Feb 2014","10 Feb 2014",88.5045681192122,101.095320262169,100.849387869432,"Waxing",6,23.97916667,22.5,24.125,23,2014-02-10 07:30:00,2014-02-10 08:00:00,23,100,FALSE,FALSE,NA,"2014"
"246",246,"Silvy van Kuijk","HARPIA_20140210_074500.wav",2014-02-10,"Harpia/7, 400","Harpia","7, 400","None",0000-01-01 07:49:48,NA,NA,NA,1,"Rain",NA,NA,2014-02-10,2014,0000-01-01 07:45:00,NA,NA,NA,NA,"D:/John_Blake_Data/Harpia 2014/7, 400/10 Feb 2014","10 Feb 2014",86.9350974008569,102.806843709853,102.693042103002,"Waxing",6,23.97916667,22.5,24.125,23,2014-02-10 07:45:00,2014-02-10 08:00:00,23,100,FALSE,FALSE,NA,"2014"
"247",247,"Silvy van Kuijk","HARPIA_20140210_080000.wav",2014-02-10,"Harpia/7, 400","Harpia","7, 400","None",0000-01-01 08:02:08,NA,NA,NA,1,"Rain",NA,NA,2014-02-10,2014,0000-01-01 08:00:00,NA,NA,NA,NA,"D:/John_Blake_Data/Harpia 2014/7, 400/10 Feb 2014","10 Feb 2014",86.5528785691465,104.247942160703,104.173498191386,"Waxing",6,23.97916667,22.5,24.125,23,2014-02-10 08:00:00,2014-02-10 08:00:00,23,100,FALSE,FALSE,NA,"2014"
"248",248,"Silvy van Kuijk","HARPIA_20140211_054500.wav",2014-02-11,"Harpia/7, 400","Harpia","7, 400","None",0000-01-01 05:49:07,NA,NA,NA,1,"Drizzle",NA,NA,2014-02-11,2014,0000-01-01 05:45:00,NA,NA,NA,NA,"D:/John_Blake_Data/Harpia 2014/7, 400/11 Feb 2014","11 Feb 2014",86.7182527064174,104.352992685983,104.277493516428,"Full",42.3,23.20833333,22,23.45833333,23,2014-02-11 05:45:00,2014-02-11 06:00:00,23,100,FALSE,FALSE,NA,"2014"
"249",249,"Silvy van Kuijk","HARPIA_20140211_060000.wav",2014-02-11,"Harpia/7, 400","Harpia","7, 400","Howler",0000-01-01 06:05:10,00:04:40,"End",3,1,"Drizzle",NA,NA,2014-02-11,2014,0000-01-01 06:00:00,310,0000-01-01 06:09:50,FALSE,FALSE,"D:/John_Blake_Data/Harpia 2014/7, 400/11 Feb 2014","11 Feb 2014",86.4664485675766,98.2528271269317,97.9551143378208,"Full",42.3,23.20833333,22,23.45833333,23,2014-02-11 06:00:00,2014-02-11 06:00:00,23,100,FALSE,TRUE,280,"2014"
"250",250,"Silvy van Kuijk","HARPIA_20140211_061500.wav",2014-02-11,"Harpia/7, 400","Harpia","7, 400","Howler",0000-01-01 06:15:00,00:10:00,"Start, End",4,1,"Drizzle",NA,NA,2014-02-11,2014,0000-01-01 06:15:00,0,0000-01-01 06:25:00,TRUE,TRUE,"D:/John_Blake_Data/Harpia 2014/7, 400/11 Feb 2014","11 Feb 2014",NA,NA,NA,"Full",42.3,23.20833333,22,23.45833333,23,2014-02-11 06:15:00,2014-02-11 06:00:00,23,100,FALSE,TRUE,600,"2014"
"251",251,"Silvy van Kuijk","HARPIA_20140211_063000.wav",2014-02-11,"Harpia/7, 400","Harpia","7, 400","None",0000-01-01 06:32:57,NA,NA,NA,1,"Drizzle",NA,NA,2014-02-11,2014,0000-01-01 06:30:00,NA,NA,NA,NA,"D:/John_Blake_Data/Harpia 2014/7, 400/11 Feb 2014","11 Feb 2014",85.0157245972995,95.2380739713737,94.8047069461508,"Full",42.3,23.20833333,22,23.45833333,23,2014-02-11 06:30:00,2014-02-11 07:00:00,23,100,FALSE,FALSE,NA,"2014"
"252",252,"Silvy van Kuijk","HARPIA_20140211_064500.wav",2014-02-11,"Harpia/7, 400","Harpia","7, 400","Howler",0000-01-01 06:45:00,00:10:00,"Start, End",4,1,"Drizzle",NA,NA,2014-02-11,2014,0000-01-01 06:45:00,0,0000-01-01 06:55:00,TRUE,TRUE,"D:/John_Blake_Data/Harpia 2014/7, 400/11 Feb 2014","11 Feb 2014",NA,NA,NA,"Full",42.3,23.20833333,22,23.45833333,23,2014-02-11 06:45:00,2014-02-11 07:00:00,23,100,FALSE,TRUE,600,"2014"
"253",253,"Silvy van Kuijk","HARPIA_20140211_070000.wav",2014-02-11,"Harpia/7, 400","Harpia","7, 400","None",0000-01-01 07:01:33,NA,NA,NA,1,"Drizzle",NA,NA,2014-02-11,2014,0000-01-01 07:00:00,NA,NA,NA,NA,"D:/John_Blake_Data/Harpia 2014/7, 400/11 Feb 2014","11 Feb 2014",84.8861688677124,105.295110689392,105.25541745765,"Full",42.3,23.20833333,22,23.45833333,23,2014-02-11 07:00:00,2014-02-11 07:00:00,23,100,FALSE,FALSE,NA,"2014"
"254",254,"Silvy van Kuijk","HARPIA_20140211_071500.wav",2014-02-11,"Harpia/7, 400","Harpia","7, 400","None",0000-01-01 07:16:37,NA,NA,NA,1,"Drizzle",NA,NA,2014-02-11,2014,0000-01-01 07:15:00,NA,NA,NA,NA,"D:/John_Blake_Data/Harpia 2014/7, 400/11 Feb 2014","11 Feb 2014",83.4114742186353,104.995926223609,104.965675611157,"Full",42.3,23.20833333,22,23.45833333,23,2014-02-11 07:15:00,2014-02-11 07:00:00,23,100,FALSE,FALSE,NA,"2014"
"255",255,"Silvy van Kuijk","HARPIA_20140211_073000.wav",2014-02-11,"Harpia/7, 400","Harpia","7, 400","None",0000-01-01 07:36:46,NA,NA,NA,1,"Drizzle",NA,NA,2014-02-11,2014,0000-01-01 07:30:00,NA,NA,NA,NA,"D:/John_Blake_Data/Harpia 2014/7, 400/11 Feb 2014","11 Feb 2014",82.9834362149544,103.897746749262,103.862432095192,"Full",42.3,23.20833333,22,23.45833333,23,2014-02-11 07:30:00,2014-02-11 08:00:00,23,100,FALSE,FALSE,NA,"2014"
"256",256,"Silvy van Kuijk","HARPIA_20140211_074500.wav",2014-02-11,"Harpia/7, 400","Harpia","7, 400","None",0000-01-01 07:49:27,NA,NA,NA,1,"Drizzle",NA,NA,2014-02-11,2014,0000-01-01 07:45:00,NA,NA,NA,NA,"D:/John_Blake_Data/Harpia 2014/7, 400/11 Feb 2014","11 Feb 2014",82.2965678642773,102.169372523173,102.124435436638,"Full",42.3,23.20833333,22,23.45833333,23,2014-02-11 07:45:00,2014-02-11 08:00:00,23,100,FALSE,FALSE,NA,"2014"
"257",257,"Silvy van Kuijk","HARPIA_20140211_080000.wav",2014-02-11,"Harpia/7, 400","Harpia","7, 400","None",0000-01-01 08:04:43,NA,NA,NA,1,"Drizzle",NA,"No primates heard, but there is definitely something moving around in the trees near the recorder.",2014-02-11,2014,0000-01-01 08:00:00,NA,NA,NA,NA,"D:/John_Blake_Data/Harpia 2014/7, 400/11 Feb 2014","11 Feb 2014",82.7123698162873,102.061352196523,102.010618820716,"Full",42.3,23.20833333,22,23.45833333,23,2014-02-11 08:00:00,2014-02-11 08:00:00,23,100,FALSE,FALSE,NA,"2014"
"258",258,"Silvy van Kuijk","HARPIA_20140212_054500.wav",2014-02-12,"Harpia/7, 400","Harpia","7, 400","None",0000-01-01 05:48:07,NA,NA,NA,1,"Drizzle",NA,NA,2014-02-12,2014,0000-01-01 05:45:00,NA,NA,NA,NA,"D:/John_Blake_Data/Harpia 2014/7, 400/12 Feb 2014","12 Feb 2014",80.1380423409923,98.3881630553956,98.3227285734052,"Full",49.2,23.39583333,21.5,22.04166667,21.5,2014-02-12 05:45:00,2014-02-12 06:00:00,21.5,100,FALSE,FALSE,NA,"2014"
"259",259,"Silvy van Kuijk","HARPIA_20140212_060000.wav",2014-02-12,"Harpia/7, 400","Harpia","7, 400","Howler",0000-01-01 06:00:00,00:06:28,"Start, End",4,1,"Drizzle",NA,"Howlers far away, cannot hear them any longer when a closer group starts howling too.",2014-02-12,2014,0000-01-01 06:00:00,0,0000-01-01 06:06:28,TRUE,FALSE,"D:/John_Blake_Data/Harpia 2014/7, 400/12 Feb 2014","12 Feb 2014",NA,NA,NA,"Full",49.2,23.39583333,21.5,22.04166667,21.5,2014-02-12 06:00:00,2014-02-12 06:00:00,21.5,100,FALSE,TRUE,388,"2014"
"260",260,"Silvy van Kuijk","HARPIA_20140212_060000.wav",2014-02-12,"Harpia/7, 400","Harpia","7, 400","Howler",0000-01-01 06:06:28,00:03:32,"End",3,1,"Drizzle",NA,NA,2014-02-12,2014,0000-01-01 06:00:00,388,0000-01-01 06:10:00,FALSE,TRUE,"D:/John_Blake_Data/Harpia 2014/7, 400/12 Feb 2014","12 Feb 2014",81.4191301047148,94.5635730198975,94.347851742989,"Full",49.2,23.39583333,21.5,22.04166667,21.5,2014-02-12 06:00:00,2014-02-12 06:00:00,21.5,100,FALSE,TRUE,212,"2014"
"261",261,"Silvy van Kuijk","HARPIA_20140212_061500.wav",2014-02-12,"Harpia/7, 400","Harpia","7, 400","Howler",0000-01-01 06:15:00,00:04:06,"Start",3,1,"Drizzle",NA,NA,2014-02-12,2014,0000-01-01 06:15:00,0,0000-01-01 06:19:06,TRUE,FALSE,"D:/John_Blake_Data/Harpia 2014/7, 400/12 Feb 2014","12 Feb 2014",NA,NA,NA,"Full",49.2,23.39583333,21.5,22.04166667,21.5,2014-02-12 06:15:00,2014-02-12 06:00:00,21.5,100,FALSE,TRUE,246,"2014"
"262",262,"Silvy van Kuijk","HARPIA_20140212_063000.wav",2014-02-12,"Harpia/7, 400","Harpia","7, 400","None",0000-01-01 06:38:46,NA,NA,NA,1,"Drizzle",NA,NA,2014-02-12,2014,0000-01-01 06:30:00,NA,NA,NA,NA,"D:/John_Blake_Data/Harpia 2014/7, 400/12 Feb 2014","12 Feb 2014",81.2523180930727,91.650431629371,91.2350627331512,"Full",49.2,23.39583333,21.5,22.04166667,21.5,2014-02-12 06:30:00,2014-02-12 07:00:00,21.5,99.5,FALSE,FALSE,NA,"2014"
"263",263,"Silvy van Kuijk","HARPIA_20140212_064500.wav",2014-02-12,"Harpia/7, 400","Harpia","7, 400","None",0000-01-01 06:46:55,NA,NA,NA,1,"Drizzle",NA,NA,2014-02-12,2014,0000-01-01 06:45:00,NA,NA,NA,NA,"D:/John_Blake_Data/Harpia 2014/7, 400/12 Feb 2014","12 Feb 2014",81.0250420489026,94.0547527253958,93.8330610784532,"Full",49.2,23.39583333,21.5,22.04166667,21.5,2014-02-12 06:45:00,2014-02-12 07:00:00,21.5,99.5,FALSE,FALSE,NA,"2014"
"264",264,"Silvy van Kuijk","HARPIA_20140212_070000.wav",2014-02-12,"Harpia/7, 400","Harpia","7, 400","None",0000-01-01 07:01:35,NA,NA,NA,1,"Drizzle",NA,NA,2014-02-12,2014,0000-01-01 07:00:00,NA,NA,NA,NA,"D:/John_Blake_Data/Harpia 2014/7, 400/12 Feb 2014","12 Feb 2014",80.2595183680042,101.897829522322,101.867953079794,"Full",49.2,23.39583333,21.5,22.04166667,21.5,2014-02-12 07:00:00,2014-02-12 07:00:00,21.5,99.5,FALSE,FALSE,NA,"2014"
"265",265,"Silvy van Kuijk","HARPIA_20140212_071500.wav",2014-02-12,"Harpia/7, 400","Harpia","7, 400","None",0000-01-01 07:23:45,NA,NA,NA,1,"Drizzle",NA,"At 06:10 and onwards some primates move around close to recorder, not sure of species.",2014-02-12,2014,0000-01-01 07:15:00,NA,NA,NA,NA,"D:/John_Blake_Data/Harpia 2014/7, 400/12 Feb 2014","12 Feb 2014",80.8996550081265,102.516838107797,102.486815898054,"Full",49.2,23.39583333,21.5,22.04166667,21.5,2014-02-12 07:15:00,2014-02-12 07:00:00,21.5,99.5,FALSE,FALSE,NA,"2014"
"266",266,"Silvy van Kuijk","HARPIA_20140212_073000.wav",2014-02-12,"Harpia/7, 400","Harpia","7, 400","None",0000-01-01 07:33:38,NA,NA,NA,1,"Drizzle",NA,NA,2014-02-12,2014,0000-01-01 07:30:00,NA,NA,NA,NA,"D:/John_Blake_Data/Harpia 2014/7, 400/12 Feb 2014","12 Feb 2014",80.1012772635456,104.156606320832,104.139507363551,"Full",49.2,23.39583333,21.5,22.04166667,21.5,2014-02-12 07:30:00,2014-02-12 08:00:00,22,100,FALSE,FALSE,NA,"2014"
"267",267,"Silvy van Kuijk","HARPIA_20140212_074500.wav",2014-02-12,"Harpia/7, 400","Harpia","7, 400","None",0000-01-01 07:51:52,NA,NA,NA,1,"Drizzle",NA,NA,2014-02-12,2014,0000-01-01 07:45:00,NA,NA,NA,NA,"D:/John_Blake_Data/Harpia 2014/7, 400/12 Feb 2014","12 Feb 2014",79.5229703154747,102.226260463111,102.202898836863,"Full",49.2,23.39583333,21.5,22.04166667,21.5,2014-02-12 07:45:00,2014-02-12 08:00:00,22,100,FALSE,FALSE,NA,"2014"
"268",268,"Silvy van Kuijk","HARPIA_20140212_080000.wav",2014-02-12,"Harpia/7, 400","Harpia","7, 400","None",0000-01-01 08:03:13,NA,NA,NA,1,"Drizzle",NA,"There is a lot more active movement of the primates moving in the trees near the recorder. Around 3:20 - 3:30 and then around 7:10 they sound like spider monkeys, perhaps?",2014-02-12,2014,0000-01-01 08:00:00,NA,NA,NA,NA,"D:/John_Blake_Data/Harpia 2014/7, 400/12 Feb 2014","12 Feb 2014",83.5836112294236,102.833943259115,102.782035384218,"Full",49.2,23.39583333,21.5,22.04166667,21.5,2014-02-12 08:00:00,2014-02-12 08:00:00,22,100,FALSE,FALSE,NA,"2014"
"269",269,"Silvy van Kuijk","HARPIA_20140213_054500.wav",2014-02-13,"Harpia/7, 400","Harpia","7, 400","Howler",0000-01-01 05:50:54,00:04:06,"End",4,1,"Dry",NA,"WOW! A TON of insect activity, but nothing below 3 kHz.",2014-02-13,2014,0000-01-01 05:45:00,354,0000-01-01 05:55:00,FALSE,TRUE,"D:/John_Blake_Data/Harpia 2014/7, 400/13 Feb 2014","13 Feb 2014",71.8980846165209,104.604935477697,104.602606923177,"Full",NA,23.04166667,22.5,23.5,22.5,2014-02-13 05:45:00,2014-02-13 06:00:00,22.5,98.5,FALSE,TRUE,246,"2014"
"270",270,"Silvy van Kuijk","HARPIA_20140213_060000.wav",2014-02-13,"Harpia/7, 400","Harpia","7, 400","Howler",0000-01-01 06:00:00,00:10:00,"Start, End",2,1,"Dry",NA,NA,2014-02-13,2014,0000-01-01 06:00:00,0,0000-01-01 06:10:00,TRUE,TRUE,"D:/John_Blake_Data/Harpia 2014/7, 400/13 Feb 2014","13 Feb 2014",NA,NA,NA,"Full",NA,23.04166667,22.5,23.5,22.5,2014-02-13 06:00:00,2014-02-13 06:00:00,22.5,98.5,FALSE,TRUE,600,"2014"
"271",271,"Silvy van Kuijk","HARPIA_20140213_061500.wav",2014-02-13,"Harpia/7, 400","Harpia","7, 400","Howler",0000-01-01 06:15:00,00:10:00,"Start, End",4,1,"Dry",NA,"I think this group may have been calling in the previous file too, but closer group masked them.",2014-02-13,2014,0000-01-01 06:15:00,0,0000-01-01 06:25:00,TRUE,TRUE,"D:/John_Blake_Data/Harpia 2014/7, 400/13 Feb 2014","13 Feb 2014",NA,NA,NA,"Full",NA,23.04166667,22.5,23.5,22.5,2014-02-13 06:15:00,2014-02-13 06:00:00,22.5,98.5,FALSE,TRUE,600,"2014"
"272",272,"Silvy van Kuijk","HARPIA_20140213_063000.wav",2014-02-13,"Harpia/7, 400","Harpia","7, 400","None",0000-01-01 06:32:23,NA,NA,NA,1,"Dry",NA,NA,2014-02-13,2014,0000-01-01 06:30:00,NA,NA,NA,NA,"D:/John_Blake_Data/Harpia 2014/7, 400/13 Feb 2014","13 Feb 2014",78.9590563590425,98.3819101813431,98.3320519033114,"Full",NA,23.04166667,22.5,23.5,22.5,2014-02-13 06:30:00,2014-02-13 07:00:00,22.5,98.5,FALSE,FALSE,NA,"2014"
"273",273,"Silvy van Kuijk","HARPIA_20140213_064500.wav",2014-02-13,"Harpia/7, 400","Harpia","7, 400","None",0000-01-01 06:47:36,NA,NA,NA,1,"Dry",NA,NA,2014-02-13,2014,0000-01-01 06:45:00,NA,NA,NA,NA,"D:/John_Blake_Data/Harpia 2014/7, 400/13 Feb 2014","13 Feb 2014",75.4858091338923,98.3278960995094,98.3052775916121,"Full",NA,23.04166667,22.5,23.5,22.5,2014-02-13 06:45:00,2014-02-13 07:00:00,22.5,98.5,FALSE,FALSE,NA,"2014"
"274",274,"Silvy van Kuijk","HARPIA_20140213_070000.wav",2014-02-13,"Harpia/7, 400","Harpia","7, 400","None",0000-01-01 07:04:04,NA,NA,NA,1,"Dry",NA,"Ton of vocal activity, but no primates",2014-02-13,2014,0000-01-01 07:00:00,NA,NA,NA,NA,"D:/John_Blake_Data/Harpia 2014/7, 400/13 Feb 2014","13 Feb 2014",76.5152477850975,96.7767535475206,96.7356928680111,"Full",NA,23.04166667,22.5,23.5,22.5,2014-02-13 07:00:00,2014-02-13 07:00:00,22.5,98.5,FALSE,FALSE,NA,"2014"
"275",275,"Silvy van Kuijk","HARPIA_20140213_071500.wav",2014-02-13,"Harpia/7, 400","Harpia","7, 400","None",0000-01-01 07:21:33,NA,NA,NA,1,"Dry",NA,NA,2014-02-13,2014,0000-01-01 07:15:00,NA,NA,NA,NA,"D:/John_Blake_Data/Harpia 2014/7, 400/13 Feb 2014","13 Feb 2014",83.4221027237359,96.5678075135617,96.35213932147,"Full",NA,23.04166667,22.5,23.5,22.5,2014-02-13 07:15:00,2014-02-13 07:00:00,22.5,98.5,FALSE,FALSE,NA,"2014"
