"","X1","Analyst","FileName","Date","RecordingLocation","plot","location","PrimateSpecies","CallOnset","CallDuration","CallCompletion","CallDistance","MicUsed","Rain","UndergradComments","SilvyComments","newdate","year","StartTime","TimeDiff","CallEnd","CallingAtStart","CallingAtEnd","path","date","meanRMS_0_2kHz","meanRMS_0_8kHz","meanRMS_2_8kHz","LunarPhase","RainPreviousDay","today_average_temp","today_min_temp","lastnight_average_temp","lastnight_min_temp","dt","roundDateTime","Temperature","Humidity","Titis","Howlers","CallDurationInSec","Year"
"698",698,"Silvy van Kuijk","PUMA_20140208_060000.wav",2014-02-08,"Puma/-1, 200","Puma","-1, 200","None",0000-01-01 06:08:16,NA,NA,NA,1,"Rain",NA,NA,2014-02-08,2014,0000-01-01 06:00:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2014/-1, 200/8 Feb 2014","8 Feb 2014",78.4356734451346,93.1458443447419,92.9965386853191,"Waxing",8.5,24.16666667,22.5,23.375,22.5,2014-02-08 06:00:00,2014-02-08 06:00:00,22.5,100,FALSE,FALSE,NA,"2014"
"699",699,"Silvy van Kuijk","PUMA_20140208_061500.wav",2014-02-08,"Puma/-1, 200","Puma","-1, 200","None",0000-01-01 06:18:37,NA,NA,NA,1,"Rain",NA,"HEAVY rain",2014-02-08,2014,0000-01-01 06:15:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2014/-1, 200/8 Feb 2014","8 Feb 2014",114.409818927588,118.741470443403,116.743706332263,"Waxing",8.5,24.16666667,22.5,23.375,22.5,2014-02-08 06:15:00,2014-02-08 06:00:00,22.5,100,FALSE,FALSE,NA,"2014"
"700",700,"Silvy van Kuijk","PUMA_20140208_063000.wav",2014-02-08,"Puma/-1, 200","Puma","-1, 200","None",0000-01-01 06:38:42,NA,NA,NA,1,"Rain",NA,NA,2014-02-08,2014,0000-01-01 06:30:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2014/-1, 200/8 Feb 2014","8 Feb 2014",100.333797516804,105.712845988212,104.227186631221,"Waxing",8.5,24.16666667,22.5,23.375,22.5,2014-02-08 06:30:00,2014-02-08 07:00:00,22.5,100,FALSE,FALSE,NA,"2014"
"701",701,"Silvy van Kuijk","PUMA_20140208_064500.wav",2014-02-08,"Puma/-1, 200","Puma","-1, 200","None",0000-01-01 06:47:26,NA,NA,NA,1,"Rain",NA,NA,2014-02-08,2014,0000-01-01 06:45:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2014/-1, 200/8 Feb 2014","8 Feb 2014",100.892714907506,106.197607509978,104.681424225352,"Waxing",8.5,24.16666667,22.5,23.375,22.5,2014-02-08 06:45:00,2014-02-08 07:00:00,22.5,100,FALSE,FALSE,NA,"2014"
"702",702,"Silvy van Kuijk","PUMA_20140208_070000.wav",2014-02-08,"Puma/-1, 200","Puma","-1, 200","None",0000-01-01 07:05:04,NA,NA,NA,1,"Rain",NA,NA,2014-02-08,2014,0000-01-01 07:00:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2014/-1, 200/8 Feb 2014","8 Feb 2014",96.7853477759767,102.445912660701,101.070145783902,"Waxing",8.5,24.16666667,22.5,23.375,22.5,2014-02-08 07:00:00,2014-02-08 07:00:00,22.5,100,FALSE,FALSE,NA,"2014"
"703",703,"Silvy van Kuijk","PUMA_20140208_071500.wav",2014-02-08,"Puma/-1, 200","Puma","-1, 200","None",0000-01-01 07:23:13,NA,NA,NA,1,"Rain",NA,NA,2014-02-08,2014,0000-01-01 07:15:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2014/-1, 200/8 Feb 2014","8 Feb 2014",93.0833175856562,98.640976598962,97.2262417870237,"Waxing",8.5,24.16666667,22.5,23.375,22.5,2014-02-08 07:15:00,2014-02-08 07:00:00,22.5,100,FALSE,FALSE,NA,"2014"
"704",704,"Silvy van Kuijk","PUMA_20140208_073000.wav",2014-02-08,"Puma/-1, 200","Puma","-1, 200","None",0000-01-01 07:38:40,NA,NA,NA,1,"Rain",NA,NA,2014-02-08,2014,0000-01-01 07:30:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2014/-1, 200/8 Feb 2014","8 Feb 2014",90.8864809165922,97.3475247689996,96.2360083592921,"Waxing",8.5,24.16666667,22.5,23.375,22.5,2014-02-08 07:30:00,2014-02-08 08:00:00,23,100,FALSE,FALSE,NA,"2014"
"705",705,"Silvy van Kuijk","PUMA_20140208_074500.wav",2014-02-08,"Puma/-1, 200","Puma","-1, 200","None",0000-01-01 07:46:54,NA,NA,NA,1,"Rain",NA,NA,2014-02-08,2014,0000-01-01 07:45:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2014/-1, 200/8 Feb 2014","8 Feb 2014",102.621947151211,108.340393029389,106.985997196915,"Waxing",8.5,24.16666667,22.5,23.375,22.5,2014-02-08 07:45:00,2014-02-08 08:00:00,23,100,FALSE,FALSE,NA,"2014"
"706",706,"Silvy van Kuijk","PUMA_20140208_080000.wav",2014-02-08,"Puma/-1, 200","Puma","-1, 200","None",0000-01-01 08:07:26,NA,NA,NA,1,"Rain",NA,NA,2014-02-08,2014,0000-01-01 08:00:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2014/-1, 200/8 Feb 2014","8 Feb 2014",96.4385536374609,102.122427644166,100.755314013799,"Waxing",8.5,24.16666667,22.5,23.375,22.5,2014-02-08 08:00:00,2014-02-08 08:00:00,23,100,FALSE,FALSE,NA,"2014"
"707",707,"Silvy van Kuijk","PUMA_20140209_054500.wav",2014-02-09,"Puma/-1, 200","Puma","-1, 200","None",0000-01-01 05:52:13,NA,NA,NA,1,"Drizzle",NA,"Cool bird call at 4:25. Trumpeter or something??",2014-02-09,2014,0000-01-01 05:45:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2014/-1, 200/9 feb 2014","9 feb 2014",74.9516409349679,103.753757138816,103.74803347097,"Waxing",7.6,24.5,23,23.91666667,23,2014-02-09 05:45:00,2014-02-09 06:00:00,23,100,FALSE,FALSE,NA,"2014"
"708",708,"Silvy van Kuijk","PUMA_20140209_060000.wav",2014-02-09,"Puma/-1, 200","Puma","-1, 200","None",0000-01-01 06:04:54,NA,NA,NA,1,"Drizzle",NA,NA,2014-02-09,2014,0000-01-01 06:00:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2014/-1, 200/9 feb 2014","9 feb 2014",75.5362024522477,95.1750729000722,95.1276390200294,"Waxing",7.6,24.5,23,23.91666667,23,2014-02-09 06:00:00,2014-02-09 06:00:00,23,100,FALSE,FALSE,NA,"2014"
"709",709,"Silvy van Kuijk","PUMA_20140209_061500.wav",2014-02-09,"Puma/-1, 200","Puma","-1, 200","Howler",0000-01-01 06:15:00,00:10:00,"Start, End",4,1,"Drizzle",NA,NA,2014-02-09,2014,0000-01-01 06:15:00,0,0000-01-01 06:25:00,TRUE,TRUE,"D:/John_Blake_Data/Puma 2014/-1, 200/9 feb 2014","9 feb 2014",NA,NA,NA,"Waxing",7.6,24.5,23,23.91666667,23,2014-02-09 06:15:00,2014-02-09 06:00:00,23,100,FALSE,TRUE,600,"2014"
"710",710,"Silvy van Kuijk","PUMA_20140209_063000.wav",2014-02-09,"Puma/-1, 200","Puma","-1, 200","None",0000-01-01 06:33:50,NA,NA,NA,1,"Drizzle",NA,NA,2014-02-09,2014,0000-01-01 06:30:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2014/-1, 200/9 feb 2014","9 feb 2014",78.0054130395076,93.1028083090131,92.9664511427325,"Waxing",7.6,24.5,23,23.91666667,23,2014-02-09 06:30:00,2014-02-09 07:00:00,23,100,FALSE,FALSE,NA,"2014"
"711",711,"Silvy van Kuijk","PUMA_20140209_064500.wav",2014-02-09,"Puma/-1, 200","Puma","-1, 200","None",0000-01-01 06:49:42,NA,NA,NA,1,"Drizzle",NA,NA,2014-02-09,2014,0000-01-01 06:45:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2014/-1, 200/9 feb 2014","9 feb 2014",76.6471487119796,94.229242073481,94.1528196764614,"Waxing",7.6,24.5,23,23.91666667,23,2014-02-09 06:45:00,2014-02-09 07:00:00,23,100,FALSE,FALSE,NA,"2014"
"712",712,"Silvy van Kuijk","PUMA_20140209_070000.wav",2014-02-09,"Puma/-1, 200","Puma","-1, 200","Titi",0000-01-01 07:02:03,00:07:57,"End",4,1,"Drizzle",NA,"Likely more than 1 group calling - alternating",2014-02-09,2014,0000-01-01 07:00:00,123,0000-01-01 07:10:00,FALSE,TRUE,"D:/John_Blake_Data/Puma 2014/-1, 200/9 feb 2014","9 feb 2014",75.6427919834105,93.0292423141788,92.9492699873143,"Waxing",7.6,24.5,23,23.91666667,23,2014-02-09 07:00:00,2014-02-09 07:00:00,23,100,TRUE,FALSE,477,"2014"
"713",713,"Silvy van Kuijk","PUMA_20140209_071500.wav",2014-02-09,"Puma/-1, 200","Puma","-1, 200","Titi",0000-01-01 07:15:00,00:08:36,"Start",3,1,"Dry",NA,NA,2014-02-09,2014,0000-01-01 07:15:00,0,0000-01-01 07:23:36,TRUE,FALSE,"D:/John_Blake_Data/Puma 2014/-1, 200/9 feb 2014","9 feb 2014",NA,NA,NA,"Waxing",7.6,24.5,23,23.91666667,23,2014-02-09 07:15:00,2014-02-09 07:00:00,23,100,TRUE,FALSE,516,"2014"
"714",714,"Silvy van Kuijk","PUMA_20140209_073000.wav",2014-02-09,"Puma/-1, 200","Puma","-1, 200","None",0000-01-01 07:34:09,NA,NA,NA,1,"Dry",NA,NA,2014-02-09,2014,0000-01-01 07:30:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2014/-1, 200/9 feb 2014","9 feb 2014",75.7231063537777,102.369391174265,102.359982088014,"Waxing",7.6,24.5,23,23.91666667,23,2014-02-09 07:30:00,2014-02-09 08:00:00,23.5,100,FALSE,FALSE,NA,"2014"
"715",715,"Silvy van Kuijk","PUMA_20140209_074500.wav",2014-02-09,"Puma/-1, 200","Puma","-1, 200","None",0000-01-01 07:49:51,NA,NA,NA,1,"Drizzle",NA,NA,2014-02-09,2014,0000-01-01 07:45:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2014/-1, 200/9 feb 2014","9 feb 2014",74.2684089430029,97.7020118578804,97.6822732168871,"Waxing",7.6,24.5,23,23.91666667,23,2014-02-09 07:45:00,2014-02-09 08:00:00,23.5,100,FALSE,FALSE,NA,"2014"
"716",716,"Silvy van Kuijk","PUMA_20140209_080000.wav",2014-02-09,"Puma/-1, 200","Puma","-1, 200","None",0000-01-01 08:01:06,NA,NA,NA,1,"Rain",NA,NA,2014-02-09,2014,0000-01-01 08:00:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2014/-1, 200/9 feb 2014","9 feb 2014",86.9669881733403,94.203442759753,93.2941967881564,"Waxing",7.6,24.5,23,23.91666667,23,2014-02-09 08:00:00,2014-02-09 08:00:00,23.5,100,FALSE,FALSE,NA,"2014"
"717",717,"Silvy van Kuijk","PUMA_20140210_054500.wav",2014-02-10,"Puma/-1, 200","Puma","-1, 200","None",0000-01-01 05:53:02,NA,NA,NA,1,"Rain",NA,NA,2014-02-10,2014,0000-01-01 05:45:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2014/-1, 200/10 feb 2014","10 feb 2014",94.7476597950833,102.973736434218,102.265941147079,"Waxing",6,23.97916667,22.5,24.125,23,2014-02-10 05:45:00,2014-02-10 06:00:00,23,100,FALSE,FALSE,NA,"2014"
"718",718,"Silvy van Kuijk","PUMA_20140210_060000.wav",2014-02-10,"Puma/-1, 200","Puma","-1, 200","None",0000-01-01 06:08:39,NA,NA,NA,1,"Rain",NA,NA,2014-02-10,2014,0000-01-01 06:00:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2014/-1, 200/10 feb 2014","10 feb 2014",92.7556287692647,100.491593142251,99.6909710930733,"Waxing",6,23.97916667,22.5,24.125,23,2014-02-10 06:00:00,2014-02-10 06:00:00,23,100,FALSE,FALSE,NA,"2014"
"719",719,"Silvy van Kuijk","PUMA_20140210_061500.wav",2014-02-10,"Puma/-1, 200","Puma","-1, 200","None",0000-01-01 06:23:13,NA,NA,NA,1,"Rain",NA,NA,2014-02-10,2014,0000-01-01 06:15:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2014/-1, 200/10 feb 2014","10 feb 2014",92.2728151957434,100.127337429907,99.3502552449882,"Waxing",6,23.97916667,22.5,24.125,23,2014-02-10 06:15:00,2014-02-10 06:00:00,23,100,FALSE,FALSE,NA,"2014"
"720",720,"Silvy van Kuijk","PUMA_20140210_063000.wav",2014-02-10,"Puma/-1, 200","Puma","-1, 200","None",0000-01-01 06:35:29,NA,NA,NA,1,"Rain",NA,NA,2014-02-10,2014,0000-01-01 06:30:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2014/-1, 200/10 feb 2014","10 feb 2014",89.3484756737217,97.1367133338993,96.3465913886864,"Waxing",6,23.97916667,22.5,24.125,23,2014-02-10 06:30:00,2014-02-10 07:00:00,22.5,100,FALSE,FALSE,NA,"2014"
"721",721,"Silvy van Kuijk","PUMA_20140210_064500.wav",2014-02-10,"Puma/-1, 200","Puma","-1, 200","None",0000-01-01 06:52:19,NA,NA,NA,1,"Rain",NA,NA,2014-02-10,2014,0000-01-01 06:45:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2014/-1, 200/10 feb 2014","10 feb 2014",88.8883215386706,96.658693126457,95.864983597254,"Waxing",6,23.97916667,22.5,24.125,23,2014-02-10 06:45:00,2014-02-10 07:00:00,22.5,100,FALSE,FALSE,NA,"2014"
"722",722,"Silvy van Kuijk","PUMA_20140210_070000.wav",2014-02-10,"Puma/-1, 200","Puma","-1, 200","None",0000-01-01 07:07:00,NA,NA,NA,1,"Rain",NA,NA,2014-02-10,2014,0000-01-01 07:00:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2014/-1, 200/10 feb 2014","10 feb 2014",87.5611656847702,97.0236389808004,96.5022118126574,"Waxing",6,23.97916667,22.5,24.125,23,2014-02-10 07:00:00,2014-02-10 07:00:00,22.5,100,FALSE,FALSE,NA,"2014"
"723",723,"Silvy van Kuijk","PUMA_20140210_071500.wav",2014-02-10,"Puma/-1, 200","Puma","-1, 200","None",0000-01-01 07:20:15,NA,NA,NA,1,"Rain",NA,NA,2014-02-10,2014,0000-01-01 07:15:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2014/-1, 200/10 feb 2014","10 feb 2014",87.2184895668226,102.167292403398,102.026112641866,"Waxing",6,23.97916667,22.5,24.125,23,2014-02-10 07:15:00,2014-02-10 07:00:00,22.5,100,FALSE,FALSE,NA,"2014"
"724",724,"Silvy van Kuijk","PUMA_20140210_073000.wav",2014-02-10,"Puma/-1, 200","Puma","-1, 200","None",0000-01-01 07:31:35,NA,NA,NA,1,"Rain",NA,NA,2014-02-10,2014,0000-01-01 07:30:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2014/-1, 200/10 feb 2014","10 feb 2014",92.60386416416,102.082842953929,101.563515902942,"Waxing",6,23.97916667,22.5,24.125,23,2014-02-10 07:30:00,2014-02-10 08:00:00,23,100,FALSE,FALSE,NA,"2014"
"725",725,"Silvy van Kuijk","PUMA_20140210_074500.wav",2014-02-10,"Puma/-1, 200","Puma","-1, 200","None",0000-01-01 07:53:01,NA,NA,NA,1,"Rain",NA,NA,2014-02-10,2014,0000-01-01 07:45:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2014/-1, 200/10 feb 2014","10 feb 2014",86.4479364380517,103.414971438631,103.326799310134,"Waxing",6,23.97916667,22.5,24.125,23,2014-02-10 07:45:00,2014-02-10 08:00:00,23,100,FALSE,FALSE,NA,"2014"
"726",726,"Silvy van Kuijk","PUMA_20140210_080000.wav",2014-02-10,"Puma/-1, 200","Puma","-1, 200","None",0000-01-01 08:02:54,NA,NA,NA,1,"Rain",NA,NA,2014-02-10,2014,0000-01-01 08:00:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2014/-1, 200/10 feb 2014","10 feb 2014",87.2686607891555,99.5742401952347,99.3110871707317,"Waxing",6,23.97916667,22.5,24.125,23,2014-02-10 08:00:00,2014-02-10 08:00:00,23,100,FALSE,FALSE,NA,"2014"
"727",727,"Silvy van Kuijk","PUMA_20140211_054500.wav",2014-02-11,"Puma/-1, 200","Puma","-1, 200","None",0000-01-01 05:50:04,NA,NA,NA,1,"Drizzle",NA,NA,2014-02-11,2014,0000-01-01 05:45:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2014/-1, 200/11 feb 2014","11 feb 2014",82.9994012009927,99.4675940633996,99.3685809760589,"Full",42.3,23.20833333,22,23.45833333,23,2014-02-11 05:45:00,2014-02-11 06:00:00,23,100,FALSE,FALSE,NA,"2014"
"728",728,"Silvy van Kuijk","PUMA_20140211_060000.wav",2014-02-11,"Puma/-1, 200","Puma","-1, 200","None",0000-01-01 06:04:26,NA,NA,NA,1,"Drizzle",NA,NA,2014-02-11,2014,0000-01-01 06:00:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2014/-1, 200/11 feb 2014","11 feb 2014",83.8104844796569,99.5249446642804,99.4072158947012,"Full",42.3,23.20833333,22,23.45833333,23,2014-02-11 06:00:00,2014-02-11 06:00:00,23,100,FALSE,FALSE,NA,"2014"
"729",729,"Silvy van Kuijk","PUMA_20140211_061500.wav",2014-02-11,"Puma/-1, 200","Puma","-1, 200","Howler",0000-01-01 06:15:25,00:02:56,"Complete",3,1,"Drizzle",NA,NA,2014-02-11,2014,0000-01-01 06:15:00,25,0000-01-01 06:18:21,FALSE,FALSE,"D:/John_Blake_Data/Puma 2014/-1, 200/11 feb 2014","11 feb 2014",NA,NA,NA,"Full",42.3,23.20833333,22,23.45833333,23,2014-02-11 06:15:00,2014-02-11 06:00:00,23,100,FALSE,TRUE,176,"2014"
"730",730,"Silvy van Kuijk","PUMA_20140211_063000.wav",2014-02-11,"Puma/-1, 200","Puma","-1, 200","None",0000-01-01 06:33:27,NA,NA,NA,1,"Drizzle",NA,NA,2014-02-11,2014,0000-01-01 06:30:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2014/-1, 200/11 feb 2014","11 feb 2014",83.9089148924485,98.9028549910613,98.7631437016009,"Full",42.3,23.20833333,22,23.45833333,23,2014-02-11 06:30:00,2014-02-11 07:00:00,23,100,FALSE,FALSE,NA,"2014"
"731",731,"Silvy van Kuijk","PUMA_20140211_064500.wav",2014-02-11,"Puma/-1, 200","Puma","-1, 200","None",0000-01-01 06:47:00,NA,NA,NA,1,"Drizzle",NA,NA,2014-02-11,2014,0000-01-01 06:45:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2014/-1, 200/11 feb 2014","11 feb 2014",82.1069310976872,101.859074838302,101.812865862936,"Full",42.3,23.20833333,22,23.45833333,23,2014-02-11 06:45:00,2014-02-11 07:00:00,23,100,FALSE,FALSE,NA,"2014"
"732",732,"Silvy van Kuijk","PUMA_20140211_070000.wav",2014-02-11,"Puma/-1, 200","Puma","-1, 200","None",0000-01-01 07:01:40,NA,NA,NA,1,"Dry",NA,NA,2014-02-11,2014,0000-01-01 07:00:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2014/-1, 200/11 feb 2014","11 feb 2014",81.9098082394682,103.549110047782,103.51926007817,"Full",42.3,23.20833333,22,23.45833333,23,2014-02-11 07:00:00,2014-02-11 07:00:00,23,100,FALSE,FALSE,NA,"2014"
"733",733,"Silvy van Kuijk","PUMA_20140211_071500.wav",2014-02-11,"Puma/-1, 200","Puma","-1, 200","None",0000-01-01 07:17:25,NA,NA,NA,1,"Drizzle",NA,NA,2014-02-11,2014,0000-01-01 07:15:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2014/-1, 200/11 feb 2014","11 feb 2014",81.3364011079712,103.317065468501,103.28946865958,"Full",42.3,23.20833333,22,23.45833333,23,2014-02-11 07:15:00,2014-02-11 07:00:00,23,100,FALSE,FALSE,NA,"2014"
"734",734,"Silvy van Kuijk","PUMA_20140211_073000.wav",2014-02-11,"Puma/-1, 200","Puma","-1, 200","None",0000-01-01 07:35:55,NA,NA,NA,1,"Drizzle",NA,NA,2014-02-11,2014,0000-01-01 07:30:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2014/-1, 200/11 feb 2014","11 feb 2014",80.9196924246229,102.66398745663,102.634836119887,"Full",42.3,23.20833333,22,23.45833333,23,2014-02-11 07:30:00,2014-02-11 08:00:00,23,100,FALSE,FALSE,NA,"2014"
"735",735,"Silvy van Kuijk","PUMA_20140211_074500.wav",2014-02-11,"Puma/-1, 200","Puma","-1, 200","None",0000-01-01 07:51:00,NA,NA,NA,1,"Drizzle",NA,NA,2014-02-11,2014,0000-01-01 07:45:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2014/-1, 200/11 feb 2014","11 feb 2014",81.6605826974826,102.180645799281,102.141956130753,"Full",42.3,23.20833333,22,23.45833333,23,2014-02-11 07:45:00,2014-02-11 08:00:00,23,100,FALSE,FALSE,NA,"2014"
"736",736,"Silvy van Kuijk","PUMA_20140211_080000.wav",2014-02-11,"Puma/-1, 200","Puma","-1, 200","None",0000-01-01 08:04:01,NA,NA,NA,1,"Drizzle",NA,NA,2014-02-11,2014,0000-01-01 08:00:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2014/-1, 200/11 feb 2014","11 feb 2014",80.0079516665583,99.3306947995983,99.2796837339763,"Full",42.3,23.20833333,22,23.45833333,23,2014-02-11 08:00:00,2014-02-11 08:00:00,23,100,FALSE,FALSE,NA,"2014"
"737",737,"Silvy van Kuijk","PUMA_20140212_054500.wav",2014-02-12,"Puma/-1, 200","Puma","-1, 200","None",0000-01-01 05:48:42,NA,NA,NA,1,"Rain",NA,NA,2014-02-12,2014,0000-01-01 05:45:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2014/-1, 200/12 feb 2014","12 feb 2014",81.6928373479821,96.6551410404199,96.5144071872144,"Full",49.2,23.39583333,21.5,22.04166667,21.5,2014-02-12 05:45:00,2014-02-12 06:00:00,21.5,100,FALSE,FALSE,NA,"2014"
"738",738,"Silvy van Kuijk","PUMA_20140212_060000.wav",2014-02-12,"Puma/-1, 200","Puma","-1, 200","None",0000-01-01 06:08:50,NA,NA,NA,1,"Drizzle",NA,NA,2014-02-12,2014,0000-01-01 06:00:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2014/-1, 200/12 feb 2014","12 feb 2014",82.1709162709814,94.6999004661991,94.4503664302301,"Full",49.2,23.39583333,21.5,22.04166667,21.5,2014-02-12 06:00:00,2014-02-12 06:00:00,21.5,100,FALSE,FALSE,NA,"2014"
"739",739,"Silvy van Kuijk","PUMA_20140212_061500.wav",2014-02-12,"Puma/-1, 200","Puma","-1, 200","None",0000-01-01 06:20:52,NA,NA,NA,1,"Drizzle",NA,NA,2014-02-12,2014,0000-01-01 06:15:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2014/-1, 200/12 feb 2014","12 feb 2014",86.7972367069568,95.2161207348263,94.5415860619861,"Full",49.2,23.39583333,21.5,22.04166667,21.5,2014-02-12 06:15:00,2014-02-12 06:00:00,21.5,100,FALSE,FALSE,NA,"2014"
"740",740,"Silvy van Kuijk","PUMA_20140212_063000.wav",2014-02-12,"Puma/-1, 200","Puma","-1, 200","None",0000-01-01 06:33:13,NA,NA,NA,1,"Drizzle",NA,NA,2014-02-12,2014,0000-01-01 06:30:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2014/-1, 200/12 feb 2014","12 feb 2014",85.2314461931127,95.575364968526,95.1561374283904,"Full",49.2,23.39583333,21.5,22.04166667,21.5,2014-02-12 06:30:00,2014-02-12 07:00:00,21.5,99.5,FALSE,FALSE,NA,"2014"
"741",741,"Silvy van Kuijk","PUMA_20140212_064500.wav",2014-02-12,"Puma/-1, 200","Puma","-1, 200","None",0000-01-01 06:52:24,NA,NA,NA,1,"Drizzle",NA,NA,2014-02-12,2014,0000-01-01 06:45:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2014/-1, 200/12 feb 2014","12 feb 2014",81.9553503865439,96.5102524227518,96.3554221338565,"Full",49.2,23.39583333,21.5,22.04166667,21.5,2014-02-12 06:45:00,2014-02-12 07:00:00,21.5,99.5,FALSE,FALSE,NA,"2014"
"742",742,"Silvy van Kuijk","PUMA_20140212_070000.wav",2014-02-12,"Puma/-1, 200","Puma","-1, 200","None",0000-01-01 07:03:53,NA,NA,NA,1,"Drizzle",NA,NA,2014-02-12,2014,0000-01-01 07:00:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2014/-1, 200/12 feb 2014","12 feb 2014",82.3811508155384,101.231724884642,101.174796522595,"Full",49.2,23.39583333,21.5,22.04166667,21.5,2014-02-12 07:00:00,2014-02-12 07:00:00,21.5,99.5,FALSE,FALSE,NA,"2014"
"743",743,"Silvy van Kuijk","PUMA_20140212_071500.wav",2014-02-12,"Puma/-1, 200","Puma","-1, 200","None",0000-01-01 07:18:27,NA,NA,NA,1,"Drizzle",NA,NA,2014-02-12,2014,0000-01-01 07:15:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2014/-1, 200/12 feb 2014","12 feb 2014",80.7978417001524,106.823293608659,106.812440077158,"Full",49.2,23.39583333,21.5,22.04166667,21.5,2014-02-12 07:15:00,2014-02-12 07:00:00,21.5,99.5,FALSE,FALSE,NA,"2014"
"744",744,"Silvy van Kuijk","PUMA_20140212_073000.wav",2014-02-12,"Puma/-1, 200","Puma","-1, 200","None",0000-01-01 07:32:30,NA,NA,NA,1,"Drizzle",NA,NA,2014-02-12,2014,0000-01-01 07:30:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2014/-1, 200/12 feb 2014","12 feb 2014",80.9280076651092,115.326561206595,115.324984202722,"Full",49.2,23.39583333,21.5,22.04166667,21.5,2014-02-12 07:30:00,2014-02-12 08:00:00,22,100,FALSE,FALSE,NA,"2014"
"745",745,"Silvy van Kuijk","PUMA_20140212_074500.wav",2014-02-12,"Puma/-1, 200","Puma","-1, 200","None",0000-01-01 07:50:53,NA,NA,NA,1,"Drizzle",NA,NA,2014-02-12,2014,0000-01-01 07:45:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2014/-1, 200/12 feb 2014","12 feb 2014",79.5611913872369,106.174110191768,106.164630930246,"Full",49.2,23.39583333,21.5,22.04166667,21.5,2014-02-12 07:45:00,2014-02-12 08:00:00,22,100,FALSE,FALSE,NA,"2014"
"746",746,"Silvy van Kuijk","PUMA_20140212_080000.wav",2014-02-12,"Puma/-1, 200","Puma","-1, 200","None",0000-01-01 08:08:29,NA,NA,NA,1,"Drizzle",NA,NA,2014-02-12,2014,0000-01-01 08:00:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2014/-1, 200/12 feb 2014","12 feb 2014",78.4526277267028,107.929802928896,107.924903751486,"Full",49.2,23.39583333,21.5,22.04166667,21.5,2014-02-12 08:00:00,2014-02-12 08:00:00,22,100,FALSE,FALSE,NA,"2014"
"747",747,"Silvy van Kuijk","PUMA_20140213_054500.wav",2014-02-13,"Puma/0, 400","Puma","0, 400","None",0000-01-01 05:49:46,NA,NA,NA,2,"Dry",NA,NA,2014-02-13,2014,0000-01-01 05:45:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2014/0, 400/13 feb 2014","13 feb 2014",75.0861368960899,96.1320680785078,96.0978064368643,"Full",NA,23.04166667,22.5,23.5,22.5,2014-02-13 05:45:00,2014-02-13 06:00:00,22.5,98.5,FALSE,FALSE,NA,"2014"
