Analyst,FileName,Date,RecordingLocation,PrimateSpecies,CallOnset,CallDuration,CallCompletion,CallDistance,MicUsed,Rain,UndergradComments,SilvyComments
Anna Kurtin,HARPIA_20150214_071500,2/14/2015,"Harpia, 7, 400",None,,,,,1,Dry,,
Anna Kurtin,HARPIA_20150214_073000,2/14/2015,"Harpia, 7, 400",None,,,,,1,Rain,,
Anna Kurtin,HARPIA_20150214_074500,2/14/2015,"Harpia, 7, 400",None,,,,,1,Rain,,
Anna Kurtin,HARPIA_20150214_080000,2/14/2015,"Harpia, 7, 400",None,,,,,1,Rain,,
Anna Kurtin,HARPIA_20150209_054500,2/9/2015,"Harpia, 10, 200",None,,,,,1,Rain,,
Anna Kurtin,HARPIA_20150209_060000,2/9/2015,"Harpia, 10, 200",None,,,,,1,Rain,,
Anna Kurtin,HARPIA_20150209_061500,2/9/2015,"Harpia, 10, 200",None,,,,,1,Rain,,
Anna Kurtin,HARPIA_20150209_063000,2/9/2015,"Harpia, 10, 200",None,,,,,1,Rain,,
Anna Kurtin,HARPIA_20150209_064500,2/9/2015,"Harpia, 10, 200",None,,,,,1,Rain,,
Anna Kurtin,HARPIA_20150209_070000,2/9/2015,"Harpia, 10, 200",None,,,,,1,Rain,,
Anna Kurtin,HARPIA_20150209_071500,2/9/2015,"Harpia, 10, 200",None,,,,,1,Rain,,
Anna Kurtin,HARPIA_20150209_073000,2/9/2015,"Harpia, 10, 200",None,,,,,1,Rain,,
Anna Kurtin,HARPIA_20150209_074500,2/9/2015,"Harpia, 10, 200",None,,,,,1,Rain,,
Anna Kurtin,HARPIA_20150209_080000,2/9/2015,"Harpia, 10, 200",None,,,,,1,Rain,,
Anna Kurtin,HARPIA_20150210_054500,2/10/2015,"Harpia, 10, 200",None,,,,,1,Drizzle,,
Anna Kurtin,HARPIA_20150210_060000,2/10/2015,"Harpia, 10, 200",None,,,,,1,Drizzle,,
Anna Kurtin,HARPIA_20150210_061500,2/10/2015,"Harpia, 10, 200",None,,,,,1,Drizzle,,
Anna Kurtin,HARPIA_20150210_063000,2/10/2015,"Harpia, 10, 200",None,,,,,1,Drizzle,,
Anna Kurtin,HARPIA_20150210_064500,2/10/2015,"Harpia, 10, 200",None,,,,,1,Drizzle,,
Anna Kurtin,HARPIA_20150210_070000,2/10/2015,"Harpia, 10, 200",None,,,,,1,Drizzle,,
Anna Kurtin,HARPIA_20150210_071500,2/10/2015,"Harpia, 10, 200",None,,,,,1,Drizzle,"Breif, distant howling ","Indeed, but not sure of normal loud call, so not going to include it."
Anna Kurtin,HARPIA_20150210_073000,2/10/2015,"Harpia, 10, 200",None,,,,,1,Drizzle,,
Anna Kurtin,HARPIA_20150210_074500,2/10/2015,"Harpia, 10, 200",None,,,,,1,Drizzle,,
Anna Kurtin,HARPIA_20150210_080000,2/10/2015,"Harpia, 10, 200",None,,,,,1,Dry,,
Anna Kurtin,HARPIA_20150211_054500,2/11/2015,"Harpia, 10, 200",None,,,,,1,Rain,,
Anna Kurtin,HARPIA_20150211_060000,2/11/2015,"Harpia, 10, 200",None,,,,,1,Rain,,
Anna Kurtin,HARPIA_20150211_061500,2/11/2015,"Harpia, 10, 200",None,,,,,1,Rain,,
Anna Kurtin,HARPIA_20150211_063000,2/11/2015,"Harpia, 10, 200",None,,,,,1,Rain,,
Anna Kurtin,HARPIA_20150211_064500,2/11/2015,"Harpia, 10, 200",None,,,,,1,Rain,,
Anna Kurtin,HARPIA_20150211_070000,2/11/2015,"Harpia, 10, 200",None,,,,,1,Rain,,
Anna Kurtin,HARPIA_20150211_071500,2/11/2015,"Harpia, 10, 200",None,,,,,1,Rain,,
Anna Kurtin,HARPIA_20150211_073000,2/11/2015,"Harpia, 10, 200",None,,,,,1,Rain,,
Anna Kurtin,HARPIA_20150211_074500,2/11/2015,"Harpia, 10, 200",None,,,,,1,Rain,,
Anna Kurtin,HARPIA_20150211_080000,2/11/2015,"Harpia, 10, 200",None,,,,,1,Rain,Loud thunder clap,
Anna Kurtin,HARPIA_20150212_054500,2/12/2015,"Harpia, 10, 200",None,,,,,1,Drizzle,,
Anna Kurtin,HARPIA_20150212_060000,2/12/2015,"Harpia, 10, 200",Howler,6:03:48,0:06:12,End,4,1,Drizzle,,Peccaries @ 1:15
Anna Kurtin,HARPIA_20150212_061500,2/12/2015,"Harpia, 10, 200",Howler,6:15:00,0:04:13,Start,4,1,Drizzle,,Continuation of previous call.
Anna Kurtin,HARPIA_20150212_063000,2/12/2015,"Harpia, 10, 200",None,,,,,1,Drizzle,,
Anna Kurtin,HARPIA_20150212_064500,2/12/2015,"Harpia, 10, 200",None,,,,,1,Drizzle,,
Anna Kurtin,HARPIA_20150212_070000,2/12/2015,"Harpia, 10, 200",None,,,,,1,Drizzle,,
Anna Kurtin,HARPIA_20150212_071500,2/12/2015,"Harpia, 10, 200",None,,,,,1,Drizzle,,
Anna Kurtin,HARPIA_20150212_073000,2/12/2015,"Harpia, 10, 200",None,,,,,1,Drizzle,,
Anna Kurtin,HARPIA_20150212_074500,2/12/2015,"Harpia, 10, 200",None,,,,,1,Drizzle,,
Anna Kurtin,HARPIA_20150212_080000,2/12/2015,"Harpia, 10, 200",None,,,,,1,Drizzle,,
Anna Kurtin,HARPIA_20160126_054500,1/26/2016,"Harpia, 1, -50",None,,,,,1,Dry,,
Anna Kurtin,HARPIA_20160126_060000,1/26/2016,"Harpia, 1, -50",Howler,6:08:54,0:01:06,End,3,1,Dry,,"Spider monkey alarm calls at start of recording, distant spider monkey loud calls later on."
Anna Kurtin,HARPIA_20160126_061500,1/26/2016,"Harpia, 1, -50",Howler,6:15:00,0:10:00,"Start, End",3,1,Dry,,
Anna Kurtin,HARPIA_20160126_063000,1/26/2016,"Harpia, 1, -50",Howler,6:30:00,0:10:00,"Start, End",3,1,Drizzle,,"Seems like 3 groups, hard to tell apart, thud duration not reliable."
Anna Kurtin,HARPIA_20160126_064500,1/26/2016,"Harpia, 1, -50",Howler,6:45:00,0:00:50,Start,3,1,Drizzle,,
Anna Kurtin,HARPIA_20160126_070000,1/26/2016,"Harpia, 1, -50",None,,,,,1,Drizzle,,
Anna Kurtin,HARPIA_20160126_071500,1/26/2016,"Harpia, 1, -50",None,,,,,1,Drizzle,,
Anna Kurtin,HARPIA_20160126_073000,1/26/2016,"Harpia, 1, -50",Howler,,,,,1,Dry,,
Anna Kurtin,HARPIA_20160126_074500,1/26/2016,"Harpia, 1, -50",None,,,,,1,Drizzle,,
Anna Kurtin,HARPIA_20160126_080000,1/26/2016,"Harpia, 1, -50",None,,,,,1,Drizzle,,
Anna Kurtin,HARPIA_20160127_054500,1/27/2016,"Harpia, 1, -50",Howler,5:48:25,0:06:35,End,3,1,Dry,,
Silvy van Kuijk,HARPIA_20160127_054500,1/27/2016,"Harpia, 1, -50",Titi,5:51:05,0:03:17,Complete,4,1,Dry,,
Anna Kurtin,HARPIA_20160127_060000,1/27/2016,"Harpia, 1, -50",Howler,6:00:00,0:10:00,"Start, End",2,1,Dry,,
Anna Kurtin,HARPIA_20160127_061500,1/27/2016,"Harpia, 1, -50",Howler,6:15:00,0:10:00,"Start, End",4,1,Dry,,
Anna Kurtin,HARPIA_20160127_063000,1/27/2016,"Harpia, 1, -50",Howler,6:30:02,0:10:00,"Start, End",4,1,Dry,,
Silvy van Kuijk,HARPIA_20160127_063000,1/27/2016,"Harpia, 1, -50",Titi,6:35:17,0:01:15,Complete,2,1,Dry,,Spider monkey loud calls in distance
Anna Kurtin,HARPIA_20160127_064500,1/27/2016,"Harpia, 1, -50",Howler ,6:45:00,0:05:35,Start,4,1,Dry,,
Anna Kurtin,HARPIA_20160127_070000,1/27/2016,"Harpia, 1, -50",None,,,,,1,Dry,,
Silvy van Kuijk,HARPIA_20160127_071500,1/27/2016,"Harpia, 1, -50",Howler,7:15:00,0:07:06,Start,4,1,Dry,,
Anna Kurtin,HARPIA_20160127_073000,1/27/2016,"Harpia, 1, -50",Howler,7:36:46,0:03:14,End,4,1,Dry,,
Anna Kurtin,HARPIA_20160127_074500,1/27/2016,"Harpia, 1, -50",None,,,,,1,Dry,,
Anna Kurtin,HARPIA_20160127_080000,1/27/2016,"Harpia, 1, -50",None, ,,,,1,Dry,,
Silvy van Kuijk,HARPIA_20160203_054500,2/3/2016,"Harpia, 1, 800",Howler,5:50:13,0:04:47,End,4,1,Dry,,
Silvy van Kuijk,HARPIA_20160203_060000,2/3/2016,"Harpia, 1, 800",Howler,6:00:00,0:10:00,"Start, End",4,1,Dry,,Cool bird at the start that I've never actually heard in the field!
Silvy van Kuijk,HARPIA_20160203_061500,2/3/2016,"Harpia, 1, 800",Howler,6:15:00,0:10:00,"Start, End",4,1,Dry,,
Silvy van Kuijk,HARPIA_20160203_063000,2/3/2016,"Harpia, 1, 800",None,,,,,1,Dry,,
Silvy van Kuijk,HARPIA_20160203_064500,2/3/2016,"Harpia, 1, 800",None,,,,,1,Dry,,
Silvy van Kuijk,HARPIA_20160203_070000,2/3/2016,"Harpia, 1, 800",Titi,7:07:09,0:02:51,End,3,1,Dry,,
Silvy van Kuijk,HARPIA_20160203_071500,2/3/2016,"Harpia, 1, 800",Titi,7:15:17,0:01:02,Complete,4,1,Dry,,
Silvy van Kuijk,HARPIA_20160203_071500,2/3/2016,"Harpia, 1, 800",Howler,7:21:11,0:03:49,End,4,1,Dry,,
Silvy van Kuijk,HARPIA_20160203_073000,2/3/2016,"Harpia, 1, 800",Howler,7:31:19,0:07:46,Complete,4,1,Dry,,
Silvy van Kuijk,HARPIA_20160203_074500,2/3/2016,"Harpia, 1, 800",None,,,,,1,Dry,,Tamarin loud calls
Silvy van Kuijk,HARPIA_20160203_080000,2/3/2016,"Harpia, 1, 800",None,,,,,1,Dry,,
Silvy van Kuijk,HARPIA_20160204_054500,2/4/2016,"Harpia, 1, 800",Howler,5:46:46,0:08:13,End,2,1,Dry,,
Silvy van Kuijk,HARPIA_20160204_060000,2/4/2016,"Harpia, 1, 800",Howler,6:00:00,0:10:00,"Start, End",2,1,Dry,,
Silvy van Kuijk,HARPIA_20160204_061500,2/4/2016,"Harpia, 1, 800",Howler,6:15:00,0:10:00,"Start, End",4,1,Drizzle,,
Silvy van Kuijk,HARPIA_20160204_063000,2/4/2016,"Harpia, 1, 800",None,,,,,1,Drizzle,,
Silvy van Kuijk,HARPIA_20160204_064500,2/4/2016,"Harpia, 1, 800",None,,,,,1,Drizzle,,
Silvy van Kuijk,HARPIA_20160204_070000,2/4/2016,"Harpia, 1, 800",None,,,,,1,Drizzle,,
Silvy van Kuijk,HARPIA_20160204_071500,2/4/2016,"Harpia, 1, 800",None,,,,,1,Dry,,
Silvy van Kuijk,HARPIA_20160204_073000,2/4/2016,"Harpia, 1, 800",Titi,7:34:47,0:02:52,Complete,3,1,Dry,,Duets + burst gobbles
Silvy van Kuijk,HARPIA_20160204_074500,2/4/2016,"Harpia, 1, 800",None,,,,,1,Dry,,
Silvy van Kuijk,HARPIA_20160204_080000,2/4/2016,"Harpia, 1, 800",None,,,,,1,Dry,,
Silvy van Kuijk,HARPIA_20160130_054500,1/30/2016,"Harpia, 3, 400",None,,,,,1,Dry,,
Silvy van Kuijk,HARPIA_20160130_060000,1/30/2016,"Harpia, 3, 400",Howler,6:00:00,0:06:27,End,4,1,Dry,,"Overlapped by closer group, so end time unknown."
Silvy van Kuijk,HARPIA_20160130_060000,1/30/2016,"Harpia, 3, 400",Howler,6:06:27,0:03:33,End,3,1,Dry,,
Silvy van Kuijk,HARPIA_20160130_061500,1/30/2016,"Harpia, 3, 400",Howler,6:15:00,0:08:30,Start,3,1,Dry,,
Silvy van Kuijk,HARPIA_20160130_063000,1/30/2016,"Harpia, 3, 400",None,,,,,1,Dry,,
Silvy van Kuijk,HARPIA_20160130_064500,1/30/2016,"Harpia, 3, 400",Titi,6:45:00,0:04:05,Start,4,1,Dry,,"First some burst gobbles, then duet"
Silvy van Kuijk,HARPIA_20160130_070000,1/30/2016,"Harpia, 3, 400",None,,,,,1,Dry,,
Silvy van Kuijk,HARPIA_20160130_071500,1/30/2016,"Harpia, 3, 400",None,,,,,1,Dry,,
Silvy van Kuijk,HARPIA_20160130_073000,1/30/2016,"Harpia, 3, 400",None,,,,,1,Dry,,
Silvy van Kuijk,HARPIA_20160130_074500,1/30/2016,"Harpia, 3, 400",None,,,,,1,Dry,,
Silvy van Kuijk,HARPIA_20160130_080000,1/30/2016,"Harpia, 3, 400",None,,,,,1,Dry,,
Silvy van Kuijk,HARPIA_20160131_054500,1/31/2016,"Harpia, 3, 400",Howler,5:45:06,0:09:54,End,4,1,Dry,,
Silvy van Kuijk,HARPIA_20160131_060000,1/31/2016,"Harpia, 3, 400",Howler,6:00:00,0:10:00,"Start, End",4,1,Dry,,Some woolly vocalizations here and there too
Silvy van Kuijk,HARPIA_20160131_061500,1/31/2016,"Harpia, 3, 400",Howler,6:15:00,0:08:30,Start,3,1,Dry,,
Silvy van Kuijk,HARPIA_20160131_063000,1/31/2016,"Harpia, 3, 400",None,,,,,1,Dry,,Really clear woolly 'loud calls'
Silvy van Kuijk,HARPIA_20160131_064500,1/31/2016,"Harpia, 3, 400",Titi,6:48:13,0:05:08,Complete,3,1,Dry,,24 burst gobbles before duet. Clear woolly calls too!
Silvy van Kuijk,HARPIA_20160131_070000,1/31/2016,"Harpia, 3, 400",None,,,,,1,Dry,,Series of 45 burst gobbles! Start time 07:00:58. Duration 00:07:48. Complete. Distance 4
Silvy van Kuijk,HARPIA_20160131_071500,1/31/2016,"Harpia, 3, 400",None,,,,,1,Dry,,Series of 3 burst gobbles. Start time 07:15:39. Duration 00:00:22. Complete. Distance 4
Silvy van Kuijk,HARPIA_20160131_073000,1/31/2016,"Harpia, 3, 400",None,,,,,1,Dry,,Series of 4 burst gobbles. Start time 07:31:39. Duration 00:01:48. Complete. Distance 4
Silvy van Kuijk,HARPIA_20160131_074500,1/31/2016,"Harpia, 3, 400",Howler,7:50:07,0:04:43,End,4,1,Dry,,
Silvy van Kuijk,HARPIA_20160131_080000,1/31/2016,"Harpia, 3, 400",None,,,,,1,Dry,,
Silvy van Kuijk,HARPIA_20160128_054500,1/28/2016,"Harpia, 8, 200",None,,,,,1,Dry,,
Silvy van Kuijk,HARPIA_20160128_060000,1/28/2016,"Harpia, 8, 200",Howler,6:00:00,0:10:00,"Start, End",4,1,Dry,,
Silvy van Kuijk,HARPIA_20160128_061500,1/28/2016,"Harpia, 8, 200",Howler,6:15:00,0:07:52,Start,4,1,Dry,,
Silvy van Kuijk,HARPIA_20160128_063000,1/28/2016,"Harpia, 8, 200",Titi,6:33:35,0:01:00,Complete,4,1,Dry,,
Silvy van Kuijk,HARPIA_20160128_064500,1/28/2016,"Harpia, 8, 200",Titi,6:45:00,0:02:07,Start,4,1,Dry,,
Silvy van Kuijk,HARPIA_20160128_070000,1/28/2016,"Harpia, 8, 200",None,,,,,1,Dry,,Really distant spider monkey loud calls
Silvy van Kuijk,HARPIA_20160128_071500,1/28/2016,"Harpia, 8, 200",None,,,,,1,Dry,,Spider monkey calls
Silvy van Kuijk,HARPIA_20160128_073000,1/28/2016,"Harpia, 8, 200",None,,,,,1,Dry,,
Silvy van Kuijk,HARPIA_20160128_074500,1/28/2016,"Harpia, 8, 200",None,,,,,1,Dry,,
Silvy van Kuijk,HARPIA_20160128_080000,1/28/2016,"Harpia, 8, 200",None,,,,,1,Dry,,
Silvy van Kuijk,HARPIA_20160129_054500,1/29/2016,"Harpia, 8, 200",Howler,5:45:00,0:10:00,"Start, End",4,1,Dry,,
Silvy van Kuijk,HARPIA_20160129_060000,1/29/2016,"Harpia, 8, 200",Howler,6:00:00,0:10:00,"Start, End",4,1,Dry,,
Silvy van Kuijk,HARPIA_20160129_061500,1/29/2016,"Harpia, 8, 200",Howler,6:15:00,0:04:59,Start,4,1,Dry,,
Silvy van Kuijk,HARPIA_20160129_063000,1/29/2016,"Harpia, 8, 200",Howler,6:33:56,0:06:04,End,4,1,Dry,,
Silvy van Kuijk,HARPIA_20160129_064500,1/29/2016,"Harpia, 8, 200",None,,,,,1,Dry,,
Silvy van Kuijk,HARPIA_20160129_070000,1/29/2016,"Harpia, 8, 200",None,,,,,1,Dry,,
Silvy van Kuijk,HARPIA_20160129_071500,1/29/2016,"Harpia, 8, 200",None,,,,,1,Dry,,
Silvy van Kuijk,HARPIA_20160129_073000,1/29/2016,"Harpia, 8, 200",None,,,,,1,Dry,,
Silvy van Kuijk,HARPIA_20160129_074500,1/29/2016,"Harpia, 8, 200",None,,,,,1,Dry,,
Silvy van Kuijk,HARPIA_20160129_080000,1/29/2016,"Harpia, 8, 200",None,,,,,1,Dry,,
Silvy van Kuijk,HARPIA_20160201_054500,2/1/2016,"Harpia, 8, 600",Howler,5:45:00,0:10:00,"Start, End",4,1,Dry,,"Initially really faint, but howler calls present throughout whole file (can only hear it with noisecanceling headphones on!)"
Silvy van Kuijk,HARPIA_20160201_060000,2/1/2016,"Harpia, 8, 600",Howler,6:00:00,0:03:59,Start,2,1,Dry,,
Silvy van Kuijk,HARPIA_20160201_060000,2/1/2016,"Harpia, 8, 600",Howler,6:00:00,0:10:00,"Start, End",4,1,Dry,,
Silvy van Kuijk,HARPIA_20160201_061500,2/1/2016,"Harpia, 8, 600",Titi,6:15:08,0:01:18,Complete,2,1,Dry,,5 short solo calls
Silvy van Kuijk,HARPIA_20160201_063000,2/1/2016,"Harpia, 8, 600",None,,,,,1,Dry,,
Silvy van Kuijk,HARPIA_20160201_064500,2/1/2016,"Harpia, 8, 600",None,,,,,1,Dry,,
Silvy van Kuijk,HARPIA_20160201_070000,2/1/2016,"Harpia, 8, 600",None,,,,,1,Dry,,
Silvy van Kuijk,HARPIA_20160201_071500,2/1/2016,"Harpia, 8, 600",None,,,,,1,Dry,,
Silvy van Kuijk,HARPIA_20160201_073000,2/1/2016,"Harpia, 8, 600",None,,,,,1,Dry,,
Silvy van Kuijk,HARPIA_20160201_074500,2/1/2016,"Harpia, 8, 600",None,,,,,1,Dry,,"Weird, at the start of the file I hear these crickets I usually only hear at night."
Silvy van Kuijk,HARPIA_20160201_080000,2/1/2016,"Harpia, 8, 600",None,,,,,1,Dry,,
Silvy van Kuijk,HARPIA_20160202_054500,2/2/2016,"Harpia, 8, 600",Howler,5:51:44,0:03:16,End,1,1,Dry,,
Silvy van Kuijk,HARPIA_20160202_060000,2/2/2016,"Harpia, 8, 600",Howler,6:00:00,0:10:00,"Start, End",4,1,Dry,,
Silvy van Kuijk,HARPIA_20160202_061500,2/2/2016,"Harpia, 8, 600",Howler,6:15:00,0:09:37,"Start, End",1,1,Dry,,"Definitely some kids 'howling' along here. Listen to those weird cat-like screetches at the start. That's howler kids! In addition, group is calling back and forth with a group at distance 4."
Silvy van Kuijk,HARPIA_20160202_061500,2/2/2016,"Harpia, 8, 600",Howler,6:15:00,0:10:00,"Start, End",4,1,Dry,,Alternating calls with group at distance 1.
Silvy van Kuijk,HARPIA_20160202_063000,2/2/2016,"Harpia, 8, 600",Howler,6:32:26,0:00:03,Complete,1,1,Dry,,One short howl by 1 individual
Silvy van Kuijk,HARPIA_20160202_063000,2/2/2016,"Harpia, 8, 600",Howler,6:30:20,0:09:40,End,4,1,Dry,,
Silvy van Kuijk,HARPIA_20160202_064500,2/2/2016,"Harpia, 8, 600",None,,,,,1,Dry,,
Silvy van Kuijk,HARPIA_20160202_070000,2/2/2016,"Harpia, 8, 600",Howler,7:02:01,0:01:38,Complete,1,1,Dry,,
Silvy van Kuijk,HARPIA_20160202_071500,2/2/2016,"Harpia, 8, 600",None,,,,,1,Dry,,Spider monkey at 03:57. 05:55 and 06:55
Silvy van Kuijk,HARPIA_20160202_073000,2/2/2016,"Harpia, 8, 600",None,,,,,1,Dry,,More spider monkey loud calls
Silvy van Kuijk,HARPIA_20160202_074500,2/2/2016,"Harpia, 8, 600",None,,,,,1,Dry,,More spider monkey loud calls
Silvy van Kuijk,HARPIA_20160202_080000,2/2/2016,"Harpia, 8, 600",None,,,,,1,Dry,,
Silvy van Kuijk,HARPIA_20170212_054500,2/12/2017,"Harpia, 1, -50",Howler,5:46:30,0:03:43,End,4,1,Dry,,Maybe capuchin calls at the every end??
Silvy van Kuijk,HARPIA_20170212_054500,2/12/2017,"Harpia, 1, -50",Howler,5:50:13,0:04:47,End,3,1,Dry,,Maybe capuchin calls at the every end??
Silvy van Kuijk,HARPIA_20170212_060000,2/12/2017,"Harpia, 1, -50",Howler,6:00:07,0:09:53,End,4,1,Dry,,
Silvy van Kuijk,HARPIA_20170212_061500,2/12/2017,"Harpia, 1, -50",Howler,6:15:00,0:10:00,"Start, End",4,1,Dry,,
Silvy van Kuijk,HARPIA_20170212_063000,2/12/2017,"Harpia, 1, -50",Howler,6:30:00,0:05:40,Start,4,1,Dry,,
Silvy van Kuijk,HARPIA_20170212_064500,2/12/2017,"Harpia, 1, -50",None,,,,,1,Dry,,
Silvy van Kuijk,HARPIA_20170212_070000,2/12/2017,"Harpia, 1, -50",Howler,7:00:00,0:09:54,"Start, End",4,1,Dry,,Primates moving through the trees near recorder. Sounds like the slow and deliberate swings of spider monkeys?
Silvy van Kuijk,HARPIA_20170212_071500,2/12/2017,"Harpia, 1, -50",Howler,7:15:00,0:09:49,Start,4,1,Dry,,Spider monkeys moving through trees nearby
Silvy van Kuijk,HARPIA_20170212_073000,2/12/2017,"Harpia, 1, -50",Howler,7:31:43,0:01:22,Complete,4,1,Dry,,People walking by recorder. Woolly monkies nearby
Silvy van Kuijk,HARPIA_20170212_074500,2/12/2017,"Harpia, 1, -50",None,,,,,1,Dry,,
Silvy van Kuijk,HARPIA_20170212_080000,2/12/2017,"Harpia, 1, -50",None,,,,,1,Dry,,
Silvy van Kuijk,HARPIA_20170213_054500,2/13/2017,"Harpia, 1, -50",Howler,5:50:21,0:04:39,End,2,1,Dry,,
Silvy van Kuijk,HARPIA_20170213_060000,2/13/2017,"Harpia, 1, -50",Howler,6:00:00,0:06:52,Start,2,1,Dry,,
Silvy van Kuijk,HARPIA_20170213_060000,2/13/2017,"Harpia, 1, -50",Howler,6:05:52,0:04:08,"Start, End",4,1,Dry,,
Silvy van Kuijk,HARPIA_20170213_061500,2/13/2017,"Harpia, 1, -50",Howler,6:15:00,0:10:00,"Start, End",2,1,Dry,,
Silvy van Kuijk,HARPIA_20170213_061500,2/13/2017,"Harpia, 1, -50",Howler,6:18:04,0:06:56,"Start, End",4,1,Dry,,Start and end of call masked by closer group
Silvy van Kuijk,HARPIA_20170213_063000,2/13/2017,"Harpia, 1, -50",Howler,6:30:00,0:06:09,"Start, End",4,1,Dry,,
Silvy van Kuijk,HARPIA_20170213_063000,2/13/2017,"Harpia, 1, -50",Howler,6:36:09,0:00:19,Complete,2,1,Dry,,
Silvy van Kuijk,HARPIA_20170213_063000,2/13/2017,"Harpia, 1, -50",Howler,6:36:28,0:03:32,End,3,1,Dry,,
Silvy van Kuijk,HARPIA_20170213_064500,2/13/2017,"Harpia, 1, -50",Titi,6:45:00,0:10:00,End,4,1,Dry,,"Woolies, titis and howlers in 1 recording! Sounds like there might be several groups of titis, but absolutely imposible to tell apart."
Silvy van Kuijk,HARPIA_20170213_064500,2/13/2017,"Harpia, 1, -50",Howler,6:45:00,0:04:06,"Start, End",4,1,Dry,,"Woolies, titis and howlers in 1 recording! Howlers get masked by a closer group that starts calling."
Silvy van Kuijk,HARPIA_20170213_064500,2/13/2017,"Harpia, 1, -50",Howler,6:49:06,0:05:54,End,3,1,Dry,,"Woolies, titis and howlers in 1 recording!"
Silvy van Kuijk,HARPIA_20170213_070000,2/13/2017,"Harpia, 1, -50",Howler,7:00:00,0:08:13,Start,4,1,Dry,,
Silvy van Kuijk,HARPIA_20170213_070000,2/13/2017,"Harpia, 1, -50",Titi,7:04:05,0:05:55,End,3,1,Dry,,
Silvy van Kuijk,HARPIA_20170213_070000,2/13/2017,"Harpia, 1, -50",Howler,7:05:40,0:00:38,Complete,2,1,Dry,,
Silvy van Kuijk,HARPIA_20170213_071500,2/13/2017,"Harpia, 1, -50",Titi,7:23:20,0:01:30,Complete,4,1,Dry,,Group is very far away
Silvy van Kuijk,HARPIA_20170213_073000,2/13/2017,"Harpia, 1, -50",None,,,,,1,Dry,,
Silvy van Kuijk,HARPIA_20170213_074500,2/13/2017,"Harpia, 1, -50",None,,,,,1,Dry,,
Silvy van Kuijk,HARPIA_20170213_080000,2/13/2017,"Harpia, 1, -50",None,,,,,1,Dry,,
Silvy van Kuijk,HARPIA_20170217_054500,2/17/2017,"Harpia, 1, 400",None,,,,,1,Dry,,
Silvy van Kuijk,HARPIA_20170217_060000,2/17/2017,"Harpia, 1, 400",Howler,6:04:58,0:05:02,End,3,1,Dry,,
Silvy van Kuijk,HARPIA_20170217_060000,2/17/2017,"Harpia, 1, 400",Howler,6:01:42,0:03:11,End,4,1,Dry,,
Silvy van Kuijk,HARPIA_20170217_061500,2/17/2017,"Harpia, 1, 400",Howler,6:15:00,0:09:20,Start,3,1,Dry,,
Silvy van Kuijk,HARPIA_20170217_063000,2/17/2017,"Harpia, 1, 400",None,,,,,1,Dry,,
Silvy van Kuijk,HARPIA_20170217_064500,2/17/2017,"Harpia, 1, 400",None,,,,,1,Dry,,
Silvy van Kuijk,HARPIA_20170217_070000,2/17/2017,"Harpia, 1, 400",Titi,7:00:57,0:08:48,Complete,4,1,Dry,,Two groups burst gobbling back and forth. The group at distance 4 duets too. Start time 07:00:05. Duration 00:09:55. Complete. Distance 3.
Silvy van Kuijk,HARPIA_20170217_071500,2/17/2017,"Harpia, 1, 400",Titi,7:15:06,0:03:09,Complete,4,1,Dry,,Long series of burst gobbles. Start time 07:15:03. Duration 00:09:47. Complete. Distance 3.
Silvy van Kuijk,HARPIA_20170217_071500,2/17/2017,"Harpia, 1, 400",Howler,7:15:10,0:07:27,Complete,4,1,Dry,,
Silvy van Kuijk,HARPIA_20170217_073000,2/17/2017,"Harpia, 1, 400",None,,,,,1,Rain,,
Silvy van Kuijk,HARPIA_20170217_074500,2/17/2017,"Harpia, 1, 400",Howler,7:46:46,0:08:04,Complete,4,1,Rain,,
Silvy van Kuijk,HARPIA_20170217_080000,2/17/2017,"Harpia, 1, 400",Howler,8:00:04,0:06:47,Complete,4,1,Rain,,
Silvy van Kuijk,HARPIA_20170218_054500,2/18/2017,"Harpia, 1, 400",None,,,,,1,Rain,,
Silvy van Kuijk,HARPIA_20170218_060000,2/18/2017,"Harpia, 1, 400",Howler,6:07:02,0:02:58,End,4,1,Rain,,
Silvy van Kuijk,HARPIA_20170218_061500,2/18/2017,"Harpia, 1, 400",Howler,6:15:00,0:10:00,"Start, End",4,1,Drizzle,,
Silvy van Kuijk,HARPIA_20170218_063000,2/18/2017,"Harpia, 1, 400",None,,,,,1,Drizzle,,
Silvy van Kuijk,HARPIA_20170218_064500,2/18/2017,"Harpia, 1, 400",None,,,,,1,Rain,,
Silvy van Kuijk,HARPIA_20170218_070000,2/18/2017,"Harpia, 1, 400",None,,,,,1,Drizzle,,
Silvy van Kuijk,HARPIA_20170218_071500,2/18/2017,"Harpia, 1, 400",None,,,,,1,Drizzle,,
Silvy van Kuijk,HARPIA_20170218_073000,2/18/2017,"Harpia, 1, 400",None,,,,,1,Drizzle,,Woolly monkey in distance at end of recording.
Silvy van Kuijk,HARPIA_20170218_074500,2/18/2017,"Harpia, 1, 400",None,,,,,1,Drizzle,,
Silvy van Kuijk,HARPIA_20170218_080000,2/18/2017,"Harpia, 1, 400",None,,,,,1,Drizzle,,
Silvy van Kuijk,HARPIA_20170219_054500,2/19/2017,"Harpia, 1, 400",Howler,5:47:13,0:07:47,End,4,1,Dry,,
