Analyst,FileName,Date,RecordingLocation,PrimateSpecies,CallOnset,CallDuration,CallCompletion,CallDistance,MicUsed,Rain,UndergradComments,SilvyComments
Silvy van Kuijk,HARPIA_20140208_060000,2/8/2014,"Harpia, 4, 200",Howler,6:00:00,0:02:03,"Start, End",2,1,Rain,,"I actually think these are 2 or even 3 howler groups calling. I can hear one group in each channel. Howlers were calling upon start of file, but I think they keep calling once the rain is too powerful to see/hear."
Silvy van Kuijk,HARPIA_20140208_061500,2/8/2014,"Harpia, 4, 200",None,,,,,1,Rain,,
Silvy van Kuijk,HARPIA_20140208_063000,2/8/2014,"Harpia, 4, 200",None,,,,,1,Rain,,
Silvy van Kuijk,HARPIA_20140208_064500,2/8/2014,"Harpia, 4, 200",Howler,6:47:06,0:06:34,"Start, End",3,1,Rain,,"I can hear howling through the rain, but only for a short period. Likely they started earlier and/or stopped later than I can make out in the rain."
Silvy van Kuijk,HARPIA_20140208_070000,2/8/2014,"Harpia, 4, 200",Howler,7:00:00,0:10:00,"Start, End",3,1,Rain,,Howling during rain
Silvy van Kuijk,HARPIA_20140208_071500,2/8/2014,"Harpia, 4, 200",Howler,7:15:58,0:09:02,End,4,1,Rain,,Howling during rain
Silvy van Kuijk,HARPIA_20140208_073000,2/8/2014,"Harpia, 4, 200",Howler,,0:01:40,"Start, End",3,1,Rain,,"Rain gets much heavier, I can no longer hear the howlers above the intensity of the rain."
Silvy van Kuijk,HARPIA_20140208_073000,2/8/2014,"Harpia, 4, 200",Howler,7:30:00,0:03:33,"Start, End",3,1,Rain,,Different group than previous calls. These are closer and I can still make out their call pattern on spectrogram even in heavy rain. They started before onset of recording and continue (?) in heavy rain.
Silvy van Kuijk,HARPIA_20140208_074500,2/8/2014,"Harpia, 4, 200",None,,,,,1,Rain,,
Silvy van Kuijk,HARPIA_20140208_080000,2/8/2014,"Harpia, 4, 200",None,,,,,1,Rain,,
Silvy van Kuijk,HARPIA_20140209_054500,2/9/2014,"Harpia, 4, 200",Howler,5:53:37,0:01:23,End,3,1,Dry,,"There are animals (primates?) moving in the trees above the recorder, but they stay quiet."
Silvy van Kuijk,HARPIA_20140209_060000,2/9/2014,"Harpia, 4, 200",Howler,6:00:00,0:10:00,"Start, End",3,1,Dry,,Likely same group as previous file.
Silvy van Kuijk,HARPIA_20140209_060000,2/9/2014,"Harpia, 4, 200",Howler,6:06:41,0:03:00,Complete,2,1,Dry,,"Different group, much closer than the other group in this file. Saimiri calls at the end of file."
Silvy van Kuijk,HARPIA_20140209_061500,2/9/2014,"Harpia, 4, 200",Howler,6:15:00,0:10:00,"Start, End",3,1,Dry,,
Silvy van Kuijk,HARPIA_20140209_061500,2/9/2014,"Harpia, 4, 200",Howler,6:20:15,0:04:45,End,2,1,Dry,,
Silvy van Kuijk,HARPIA_20140209_063000,2/9/2014,"Harpia, 4, 200",Howler,6:30:00,0:10:00,"Start, End",3,1,Dry,,"Sometimes it sounds like distance 2, sometimes like distance 3"
Silvy van Kuijk,HARPIA_20140209_064500,2/9/2014,"Harpia, 4, 200",Howler,6:45:00,0:10:00,"Start, End",4,1,Dry,,
Silvy van Kuijk,HARPIA_20140209_070000,2/9/2014,"Harpia, 4, 200",Howler,7:04:53,0:05:07,End,3,1,Dry,,
Silvy van Kuijk,HARPIA_20140209_071500,2/9/2014,"Harpia, 4, 200",Howler,7:15:00,0:10:00,"Start, End",4,1,Dry,,
Silvy van Kuijk,HARPIA_20140209_073000,2/9/2014,"Harpia, 4, 200",Howler,7:30:00,0:10:00,"Start, End",3,1,Dry,,
Silvy van Kuijk,HARPIA_20140209_074500,2/9/2014,"Harpia, 4, 200",Howler,7:45:00,0:10:00,"Start, End",3,1,Dry,,
Silvy van Kuijk,HARPIA_20140209_080000,2/9/2014,"Harpia, 4, 200",Howler,8:00:00,0:10:00,"Start, End",3,1,Dry,,
Silvy van Kuijk,HARPIA_20140214_054500,2/14/2014,"Harpia, 4, 600",None,,,,,1,Drizzle,,
Silvy van Kuijk,HARPIA_20140214_060000,2/14/2014,"Harpia, 4, 600",Howler,6:00:00,0:04:10,Start,4,1,Dry,,I can no longer hear this group once the closer group starts at 04:10.
Silvy van Kuijk,HARPIA_20140214_060000,2/14/2014,"Harpia, 4, 600",Howler,6:04:10,0:05:50,End,2,1,Dry,,
Silvy van Kuijk,HARPIA_20140214_061500,2/14/2014,"Harpia, 4, 600",Howler,6:15:00,0:10:00,"Start, End",2,1,Dry,,Likely same group as the distance 2 group in previous file.
Silvy van Kuijk,HARPIA_20140214_063000,2/14/2014,"Harpia, 4, 600",Howler,6:30:00,0:07:18,Start,3,1,Dry,,
Silvy van Kuijk,HARPIA_20140214_064500,2/14/2014,"Harpia, 4, 600",None,,,,,1,Dry,,Generator noise in background
Silvy van Kuijk,HARPIA_20140214_070000,2/14/2014,"Harpia, 4, 600",None,,,,,1,Dry,,Saimiri and/or capuchins walking around recorder. Cool bird singing in the last minute or two!
Silvy van Kuijk,HARPIA_20140214_071500,2/14/2014,"Harpia, 4, 600",None,,,,,1,Dry,,All sorts of cool close up bird calls!
Silvy van Kuijk,HARPIA_20140214_073000,2/14/2014,"Harpia, 4, 600",Howler,7:37:23,0:02:37,End,3,1,Dry,,
Silvy van Kuijk,HARPIA_20140214_074500,2/14/2014,"Harpia, 4, 600",Howler,7:45:00,0:07:06,Start,3,1,Dry,,"Saki call at 1:16, another at 3:53."
Silvy van Kuijk,HARPIA_20140214_080000,2/14/2014,"Harpia, 4, 600",None,,,,,1,Dry,,Saki calls at 00:18
Silvy van Kuijk,HARPIA_20140215_054500,2/15/2014,"Harpia, 4, 600",Howler,5:50:58,0:04:02,End,4,1,Dry,,"Sounds like there are primates pooping/peeing right around the recorder. As it started right after a group of howlers started singing in the background, I'm guessing it's howlers..."
Silvy van Kuijk,HARPIA_20140215_060000,2/15/2014,"Harpia, 4, 600",Howler,6:00:36,0:09:24,End,1,1,Dry,,"I was right, indeed howlers above recorder! You can hear a soft grunting before howling starts. Very cool recording!"
Silvy van Kuijk,HARPIA_20140215_060000,2/15/2014,"Harpia, 4, 600",Howler,6:00:00,0:08:37,End,3,1,Dry,,"I can't hear if they are still singing the last few minutes, the group above the recorder is masking them."
Silvy van Kuijk,HARPIA_20140215_061500,2/15/2014,"Harpia, 4, 600",Howler,6:15:00,0:07:30,Start,3,1,Dry,,
Silvy van Kuijk,HARPIA_20140215_063000,2/15/2014,"Harpia, 4, 600",None,,,,,1,Drizzle,,Woolies close to recorder at 07:24 and again around 08:23. Great recordings!
Silvy van Kuijk,HARPIA_20140215_064500,2/15/2014,"Harpia, 4, 600",None,,,,,1,Drizzle,,"Loud screams from a primate, perhaps a squirrel monkey?"
Silvy van Kuijk,HARPIA_20140215_070000,2/15/2014,"Harpia, 4, 600",None,,,,,1,Dry,,Such pretty bird calls!
Silvy van Kuijk,HARPIA_20140215_071500,2/15/2014,"Harpia, 4, 600",None,,,,,1,Dry,,
Silvy van Kuijk,HARPIA_20140215_073000,2/15/2014,"Harpia, 4, 600",None,,,,,1,Dry,,
Silvy van Kuijk,HARPIA_20140215_074500,2/15/2014,"Harpia, 4, 600",None,,,,,1,Dry,,
Silvy van Kuijk,HARPIA_20140215_080000,2/15/2014,"Harpia, 4, 600",None,,,,,1,Dry,,
Silvy van Kuijk,HARPIA_20140210_054500,2/10/2014,"Harpia, 7, 400",Howler,5:52:18,0:02:42,End,4,1,Rain,,
Silvy van Kuijk,HARPIA_20140210_060000,2/10/2014,"Harpia, 7, 400",None,,,,,1,Rain,,
Silvy van Kuijk,HARPIA_20140210_061500,2/10/2014,"Harpia, 7, 400",None,,,,,1,Rain,,
Silvy van Kuijk,HARPIA_20140210_063000,2/10/2014,"Harpia, 7, 400",None,,,,,1,Rain,,
Silvy van Kuijk,HARPIA_20140210_064500,2/10/2014,"Harpia, 7, 400",None,,,,,1,Rain,,
Silvy van Kuijk,HARPIA_20140210_070000,2/10/2014,"Harpia, 7, 400",None,,,,,1,Rain,,
Silvy van Kuijk,HARPIA_20140210_071500,2/10/2014,"Harpia, 7, 400",None,,,,,1,Rain,,
Silvy van Kuijk,HARPIA_20140210_073000,2/10/2014,"Harpia, 7, 400",None,,,,,1,Rain,,
Silvy van Kuijk,HARPIA_20140210_074500,2/10/2014,"Harpia, 7, 400",None,,,,,1,Rain,,
Silvy van Kuijk,HARPIA_20140210_080000,2/10/2014,"Harpia, 7, 400",None,,,,,1,Rain,,
Silvy van Kuijk,HARPIA_20140211_054500,2/11/2014,"Harpia, 7, 400",None,,,,,1,Drizzle,,
Silvy van Kuijk,HARPIA_20140211_060000,2/11/2014,"Harpia, 7, 400",Howler,6:05:10,0:04:40,End,3,1,Drizzle,,
Silvy van Kuijk,HARPIA_20140211_061500,2/11/2014,"Harpia, 7, 400",Howler,6:15:00,0:10:00,"Start, End",4,1,Drizzle,,
Silvy van Kuijk,HARPIA_20140211_063000,2/11/2014,"Harpia, 7, 400",None,,,,,1,Drizzle,,
Silvy van Kuijk,HARPIA_20140211_064500,2/11/2014,"Harpia, 7, 400",Howler,6:45:00,0:10:00,"Start, End",4,1,Drizzle,,
Silvy van Kuijk,HARPIA_20140211_070000,2/11/2014,"Harpia, 7, 400",None,,,,,1,Drizzle,,
Silvy van Kuijk,HARPIA_20140211_071500,2/11/2014,"Harpia, 7, 400",None,,,,,1,Drizzle,,
Silvy van Kuijk,HARPIA_20140211_073000,2/11/2014,"Harpia, 7, 400",None,,,,,1,Drizzle,,
Silvy van Kuijk,HARPIA_20140211_074500,2/11/2014,"Harpia, 7, 400",None,,,,,1,Drizzle,,
Silvy van Kuijk,HARPIA_20140211_080000,2/11/2014,"Harpia, 7, 400",None,,,,,1,Drizzle,,"No primates heard, but there is definitely something moving around in the trees near the recorder."
Silvy van Kuijk,HARPIA_20140212_054500,2/12/2014,"Harpia, 7, 400",None,,,,,1,Drizzle,,
Silvy van Kuijk,HARPIA_20140212_060000,2/12/2014,"Harpia, 7, 400",Howler,6:00:00,0:06:28,"Start, End",4,1,Drizzle,,"Howlers far away, cannot hear them any longer when a closer group starts howling too."
Silvy van Kuijk,HARPIA_20140212_060000,2/12/2014,"Harpia, 7, 400",Howler,6:06:28,0:03:32,End,3,1,Drizzle,,
Silvy van Kuijk,HARPIA_20140212_061500,2/12/2014,"Harpia, 7, 400",Howler,6:15:00,0:04:06,Start,3,1,Drizzle,,
Silvy van Kuijk,HARPIA_20140212_063000,2/12/2014,"Harpia, 7, 400",None,,,,,1,Drizzle,,
Silvy van Kuijk,HARPIA_20140212_064500,2/12/2014,"Harpia, 7, 400",None,,,,,1,Drizzle,,
Silvy van Kuijk,HARPIA_20140212_070000,2/12/2014,"Harpia, 7, 400",None,,,,,1,Drizzle,,
Silvy van Kuijk,HARPIA_20140212_071500,2/12/2014,"Harpia, 7, 400",None,,,,,1,Drizzle,,"At 06:10 and onwards some primates move around close to recorder, not sure of species. "
Silvy van Kuijk,HARPIA_20140212_073000,2/12/2014,"Harpia, 7, 400",None,,,,,1,Drizzle,,
Silvy van Kuijk,HARPIA_20140212_074500,2/12/2014,"Harpia, 7, 400",None,,,,,1,Drizzle,,
Silvy van Kuijk,HARPIA_20140212_080000,2/12/2014,"Harpia, 7, 400",None,,,,,1,Drizzle,,"There is a lot more active movement of the primates moving in the trees near the recorder. Around 3:20 - 3:30 and then around 7:10 they sound like spider monkeys, perhaps?"
Silvy van Kuijk,HARPIA_20140213_054500,2/13/2014,"Harpia, 7, 400",Howler,5:50:54,0:04:06,End,4,1,Dry,,"WOW! A TON of insect activity, but nothing below 3 kHz. "
Silvy van Kuijk,HARPIA_20140213_060000,2/13/2014,"Harpia, 7, 400",Howler,6:00:00,0:10:00,"Start, End",2,1,Dry,,
Silvy van Kuijk,HARPIA_20140213_061500,2/13/2014,"Harpia, 7, 400",Howler,6:15:00,0:10:00,"Start, End",4,1,Dry,,"I think this group may have been calling in the previous file too, but closer group masked them."
Silvy van Kuijk,HARPIA_20140213_063000,2/13/2014,"Harpia, 7, 400",None,,,,,1,Dry,,
Silvy van Kuijk,HARPIA_20140213_064500,2/13/2014,"Harpia, 7, 400",None,,,,,1,Dry,,
Silvy van Kuijk,HARPIA_20140213_070000,2/13/2014,"Harpia, 7, 400",None,,,,,1,Dry,,"Ton of vocal activity, but no primates"
Silvy van Kuijk,HARPIA_20140213_071500,2/13/2014,"Harpia, 7, 400",None,,,,,1,Dry,,
Silvy van Kuijk,HARPIA_20140213_073000,2/13/2014,"Harpia, 7, 400",None,,,,,1,Dry,,
Silvy van Kuijk,HARPIA_20140213_074500,2/13/2014,"Harpia, 7, 400",None,,,,,1,Dry,,
Silvy van Kuijk,HARPIA_20140213_080000,2/13/2014,"Harpia, 7, 400",None,,,,,1,Dry,,"Thunder in recording, maybe it rained later on this day?"
Anna Kurtin,HARPIA_20140204_054500,2/4/2014,"Harpia, 9, -50",None,,,,,1,Drizzle,Churring sound fairly close to the microphone around 7:30 and 2:40,"Anna, that churring sound is a bird! :)"
Anna Kurtin,HARPIA_20140204_060000,2/4/2014,"Harpia, 9, -50",Howler,6:04:40,0:05:20,End,3,1,Drizzle,Same churring sound as before present ,
Anna Kurtin,HARPIA_20140204_061500,2/4/2014,"Harpia, 9, -50",Howler,6:15:00,0:08:06,Start,2,1,Drizzle,,
Anna Kurtin,HARPIA_20140204_063000,2/4/2014,"Harpia, 9, -50",Howler,6:30:00,0:09:40,Start,4,1,Drizzle,,"This call likely started earlier, but was overlapped by closer grou of howlers in previous recording."
Anna Kurtin,HARPIA_20140204_064500,2/4/2014,"Harpia, 9, -50",None,,,,,1,Drizzle,,
Anna Kurtin,HARPIA_20140204_070000,2/4/2014,"Harpia, 9, -50",None,,,,,1,Drizzle,,
Anna Kurtin,HARPIA_20140204_071500,2/4/2014,"Harpia, 9, -50",None,,,,,1,Drizzle,,
Anna Kurtin,HARPIA_20140204_073000,2/4/2014,"Harpia, 9, -50",None,,,,,1,Drizzle,,
Anna Kurtin,HARPIA_20140204_074500,2/4/2014,"Harpia, 9, -50",None,,,,,1,Drizzle,,
Anna Kurtin,HARPIA_20140204_080000,2/4/2014,"Harpia, 9, -50",None,,,,,1,Drizzle,,
Anna Kurtin,HARPIA_20140205_054500,2/5/2014,"Harpia, 9, -50",None,,,,,1,Rain,,
Anna Kurtin,HARPIA_20140205_060000,2/5/2014,"Harpia, 9, -50",Howler,6:02:20,0:07:40,End,3,1,Dry,,
Anna Kurtin,HARPIA_20140205_061500,2/5/2014,"Harpia, 9, -50",Howler,6:15:00,0:10:00,"Start, End",3,1,Dry,,
Anna Kurtin,HARPIA_20140205_063000,2/5/2014,"Harpia, 9, -50",Howler,6:30:00,0:10:00,"Start, End",4,1,Dry,,
Anna Kurtin,HARPIA_20140205_064500,2/5/2014,"Harpia, 9, -50",None,,,,,1,Dry,,Thunder!
Anna Kurtin,HARPIA_20140205_070000,2/5/2014,"Harpia, 9, -50",None,,,,,1,Dry,,
Anna Kurtin,HARPIA_20140205_071500,2/5/2014,"Harpia, 9, -50",None,,,,,1,Dry,,
Anna Kurtin,HARPIA_20140205_073000,2/5/2014,"Harpia, 9, -50",None,,,,,1,Dry,,
Anna Kurtin,HARPIA_20140205_074500,2/5/2014,"Harpia, 9, -50",None,,,,,1,Dry,,
Anna Kurtin,HARPIA_20140205_080000,2/5/2014,"Harpia, 9, -50",None,,,,,1,Dry,,
Anna Kurtin,HARPIA_20140216_054500,2/16/2014,"Harpia, 9, 800",Howler,5:47:25,0:07:35,End,4,1,Dry,,
Anna Kurtin,HARPIA_20140216_060000,2/16/2014,"Harpia, 9, 800",Howler,6:00:00,0:01:35,End,4,1,Drizzle,,"This call may continue, but masked by distance 2 call."
Anna Kurtin,HARPIA_20140216_060000,2/16/2014,"Harpia, 9, 800",Howler,6:01:35,0:08:25,End,2,1,Drizzle,,
Anna Kurtin,HARPIA_20140216_061500,2/16/2014,"Harpia, 9, 800",Howler,6:15:00,0:01:27,Start,2,1,Drizzle,,
Anna Kurtin,HARPIA_20140216_063000,2/16/2014,"Harpia, 9, 800",None,,,,,1,Drizzle,,
Anna Kurtin,HARPIA_20140216_064500,2/16/2014,"Harpia, 9, 800",None,,,,,1,Drizzle,,
Anna Kurtin,HARPIA_20140216_070000,2/16/2014,"Harpia, 9, 800",None,,,,,1,Drizzle,,
Anna Kurtin,HARPIA_20140216_071500,2/16/2014,"Harpia, 9, 800",None,,,,,1,Drizzle,,
Anna Kurtin,HARPIA_20140216_073000,2/16/2014,"Harpia, 9, 800",None,,,,,1,Drizzle,,
Anna Kurtin,HARPIA_20140216_074500,2/16/2014,"Harpia, 9, 800",None,,,,,1,Drizzle,,
Anna Kurtin,HARPIA_20140216_080000,2/16/2014,"Harpia, 9, 800",None,,,,,1,Drizzle,,
Anna Kurtin,HARPIA_20140217_054500,2/17/2014,"Harpia, 9, 800",Howler,5:52:45,0:02:15,End,4,1,Drizzle,,
Anna Kurtin,HARPIA_20140217_060000,2/17/2014,"Harpia, 9, 800",Howler,6:00:00,0:10:00,"Start, End",4,1,Drizzle,,
Anna Kurtin,HARPIA_20140217_061500,2/17/2014,"Harpia, 9, 800",None,,,,,1,Drizzle,Howling is very faint and partially obscured by bird calls,"Woolly monkeys nearby. As howling is so faint and hard to tell when it starts/stops, I will ignore this call."
Anna Kurtin,HARPIA_20140217_063000,2/17/2014,"Harpia, 9, 800",None,,,,,1,Drizzle,"Howling is very faint, something (birds or primates) is moving around and vocalizing close to the mic",Woollies close to recorder. Lots of vocalizations!
Anna Kurtin,HARPIA_20140217_064500,2/17/2014,"Harpia, 9, 800",None,,,,,1,Drizzle,Something still moving and vocalizing near mic,Woollies
Anna Kurtin,HARPIA_20140217_070000,2/17/2014,"Harpia, 9, 800",None,,,,,1,Drizzle,Something still moving and vocalizing near mic,Woollies
Anna Kurtin,HARPIA_20140217_071500,2/17/2014,"Harpia, 9, 800",None,,,,,1,Drizzle,,
Anna Kurtin,HARPIA_20140217_073000,2/17/2014,"Harpia, 9, 800",None,,,,,1,Drizzle,,
Anna Kurtin,HARPIA_20140217_074500,2/17/2014,"Harpia, 9, 800",None,,,,,1,Dry,,
Anna Kurtin,HARPIA_20140217_080000,2/17/2014,"Harpia, 9, 800",None,,,,,1,Dry,,
Anna Kurtin,HARPIA_20150217_054500,2/17/2015,"Harpia, 1, 800",None,,,,,1,Drizzle,Howling is very faint,Howling too far to reliably call start/end
Anna Kurtin,HARPIA_20150217_060000,2/17/2015,"Harpia, 1, 800",Howler,6:00:00,0:10:00,"Start, End",3,1,Drizzle,,
Anna Kurtin,HARPIA_20150217_061500,2/17/2015,"Harpia, 1, 800",None,,,,,1,Drizzle,,
Anna Kurtin,HARPIA_20150217_063000,2/17/2015,"Harpia, 1, 800",Howler,6:33:45,0:05:22,Complete,3,1,Drizzle,Howling is in short bursts,
Anna Kurtin,HARPIA_20150217_064500,2/17/2015,"Harpia, 1, 800",None,,,,,1,Drizzle,,
Anna Kurtin,HARPIA_20150217_070000,2/17/2015,"Harpia, 1, 800",None,,,,,1,Drizzle,,
Anna Kurtin,HARPIA_20150217_071500,2/17/2015,"Harpia, 1, 800",Howler,7:18:40,0:00:35,Complete,4,1,Drizzle,Might be very faint howling,
Anna Kurtin,HARPIA_20150217_073000,2/17/2015,"Harpia, 1, 800",None,,,,,1,Drizzle,,
Anna Kurtin,HARPIA_20150217_074500,2/17/2015,"Harpia, 1, 800",None,,,,,1,Drizzle,,
Anna Kurtin,HARPIA_20150217_080000,2/17/2015,"Harpia, 1, 800",None,,,,,1,Drizzle,,
Anna Kurtin,HARPIA_20150218_054500,2/18/2015,"Harpia, 1, 800",None,,,,,1,Drizzle,,
Anna Kurtin,HARPIA_20150218_060000,2/18/2015,"Harpia, 1, 800",None,,,,,1,Dry,,
Anna Kurtin,HARPIA_20150218_061500,2/18/2015,"Harpia, 1, 800",None,,,,,1,Dry,,
Anna Kurtin,HARPIA_20150218_063000,2/18/2015,"Harpia, 1, 800",Howler,6:30:00,0:10:00,"Start, End",4,1,Dry,Howling is very faint,
Anna Kurtin,HARPIA_20150218_064500,2/18/2015,"Harpia, 1, 800",Howler,6:45:00,0:09:10,Start,4,1,Dry,,
Anna Kurtin,HARPIA_20150218_070000,2/18/2015,"Harpia, 1, 800",Howler,7:03:42,0:06:18,End,3,1,Dry,,
Anna Kurtin,HARPIA_20150218_071500,2/18/2015,"Harpia, 1, 800",Howler,,,,,1,Dry,,
Anna Kurtin,HARPIA_20150218_073000,2/18/2015,"Harpia, 1, 800",Howler,,,,,1,Dry,,
Anna Kurtin,HARPIA_20150218_074500,2/18/2015,"Harpia, 1, 800",None,,,,,1,Dry,,
Anna Kurtin,HARPIA_20150218_080000,2/18/2015,"Harpia, 1, 800",None,,,,,1,Dry,,
Anna Kurtin,HARPIA_20150215_054500,2/15/2015,"Harpia, 2, 600",None,,,,,1,Drizzle,,
Anna Kurtin,HARPIA_20150215_060000,2/15/2015,"Harpia, 2, 600",None,,,,,1,Drizzle,,
Anna Kurtin,HARPIA_20150215_061500,2/15/2015,"Harpia, 2, 600",None,,,,,1,Drizzle,,
Anna Kurtin,HARPIA_20150215_063000,2/15/2015,"Harpia, 2, 600",None,,,,,1,Drizzle,,
Anna Kurtin,HARPIA_20150215_064500,2/15/2015,"Harpia, 2, 600",None,,,,,1,Drizzle,,
Anna Kurtin,HARPIA_20150215_070000,2/15/2015,"Harpia, 2, 600",None,,,,,1,Drizzle,,
Anna Kurtin,HARPIA_20150215_071500,2/15/2015,"Harpia, 2, 600",None,,,,,1,Drizzle,,
Anna Kurtin,HARPIA_20150215_073000,2/15/2015,"Harpia, 2, 600",None,,,,,1,Drizzle,,
Anna Kurtin,HARPIA_20150215_074500,2/15/2015,"Harpia, 2, 600",None,,,,,1,Drizzle,,
Anna Kurtin,HARPIA_20150215_080000,2/15/2015,"Harpia, 2, 600",None,,,,,1,Drizzle,,
Anna Kurtin,HARPIA_20150216_054500,2/16/2015,"Harpia, 2, 600",None,,,,,1,Drizzle,,
Anna Kurtin,HARPIA_20150216_060000,2/16/2015,"Harpia, 2, 600",Howler,6:00:00,0:10:00,"Start, End",4,1,Drizzle,Very faint howler calls ,
Anna Kurtin,HARPIA_20150216_061500,2/16/2015,"Harpia, 2, 600",None,,,,,1,Drizzle,,
Anna Kurtin,HARPIA_20150216_063000,2/16/2015,"Harpia, 2, 600",None,,,,,1,Drizzle,,
Anna Kurtin,HARPIA_20150216_064500,2/16/2015,"Harpia, 2, 600",None,,,,,1,Drizzle,,
Anna Kurtin,HARPIA_20150216_070000,2/16/2015,"Harpia, 2, 600",None,,,,,1,Dry,,
Anna Kurtin,HARPIA_20150216_071500,2/16/2015,"Harpia, 2, 600",None,,,,,1,Dry,,
Anna Kurtin,HARPIA_20150216_073000,2/16/2015,"Harpia, 2, 600",None,,,,,1,Dry,,
Anna Kurtin,HARPIA_20150216_074500,2/16/2015,"Harpia, 2, 600",None,,,,,1,Dry,,
Anna Kurtin,HARPIA_20150216_080000,2/16/2015,"Harpia, 2, 600",None,,,,,1,Drizzle,,
Anna Kurtin,HARPIA_20150207_054500,2/7/2015,"Harpia, 3, -50",Howler,5:45:00,0:06:03,"Start, End",4,1,Dry,,"End of call unknown, masked by closer group"
Anna Kurtin,HARPIA_20150207_054500,2/7/2015,"Harpia, 3, -50",Howler,5:51:03,0:03:53,End,3,1,Dry,,
Anna Kurtin,HARPIA_20150207_060000,2/7/2015,"Harpia, 3, -50",Howler,6:00:00,0:10:00,"Start, End",3,1,Dry,,
Anna Kurtin,HARPIA_20150207_061500,2/7/2015,"Harpia, 3, -50",Howler,6:15:00,0:09:16,Start,3,1,Dry,,
Anna Kurtin,HARPIA_20150207_063000,2/7/2015,"Harpia, 3, -50",None,,,,,1,Drizzle,,
Anna Kurtin,HARPIA_20150207_064500,2/7/2015,"Harpia, 3, -50",None,,,,,1,Drizzle,,
Anna Kurtin,HARPIA_20150207_070000,2/7/2015,"Harpia, 3, -50",None,,,,,1,Dry,,
Anna Kurtin,HARPIA_20150207_071500,2/7/2015,"Harpia, 3, -50",None,,,,,1,Dry,,
Anna Kurtin,HARPIA_20150207_073000,2/7/2015,"Harpia, 3, -50",None,,,,,1,Dry,,
Anna Kurtin,HARPIA_20150207_074500,2/7/2015,"Harpia, 3, -50",None,,,,,1,Dry,,
Anna Kurtin,HARPIA_20150207_080000,2/7/2015,"Harpia, 3, -50",None,,,,,1,Dry,,
Anna Kurtin,HARPIA_20150208_054500,2/8/2015,"Harpia, 3, -50",None,,,,,1,Dry,,
Anna Kurtin,HARPIA_20150208_060000,2/8/2015,"Harpia, 3, -50",Howler,6:00:00,0:07:53,Start,4,1,Dry,,Spider monkey alarm calls
Anna Kurtin,HARPIA_20150208_061500,2/8/2015,"Harpia, 3, -50",None,,,,,1,Dry,,
Anna Kurtin,HARPIA_20150208_063000,2/8/2015,"Harpia, 3, -50",Howler,6:34:12,0:05:48,End,4,1,Dry,,
Anna Kurtin,HARPIA_20150208_064500,2/8/2015,"Harpia, 3, -50",None,,,,,1,Drizzle,,
Anna Kurtin,HARPIA_20150208_070000,2/8/2015,"Harpia, 3, -50",None,,,,,1,Dry,,
Silvy van Kuijk,HARPIA_20150208_071500,2/8/2015,"Harpia, 3, -50",Howler,7:22:15,0:00:15,Complete,4,1,Dry,,
Anna Kurtin,HARPIA_20150208_071500,2/8/2015,"Harpia, 3, -50",Titi,7:23:08,0:01:22,End,3,1,Dry,,
Anna Kurtin,HARPIA_20150208_073000,2/8/2015,"Harpia, 3, -50",Titi,7:30:00,0:09:48,Start,3,1,Dry,,"Something between two groups, I think. Many short calls dispersed throughout the 10-minute segment."
Anna Kurtin,HARPIA_20150208_074500,2/8/2015,"Harpia, 3, -50",None,,,,,1,Dry,,
Anna Kurtin,HARPIA_20150208_080000,2/8/2015,"Harpia, 3, -50",None,,,,,1,Dry,,
Anna Kurtin,HARPIA_20150213_054500,2/13/2015,"Harpia, 7, 400",None,,,,,1,Dry,,
Anna Kurtin,HARPIA_20150213_060000,2/13/2015,"Harpia, 7, 400",Howler,6:00:00,0:10:00,"Start, End",4,1,Dry,,
Anna Kurtin,HARPIA_20150213_061500,2/13/2015,"Harpia, 7, 400",None,,,,,1,Dry,,
Anna Kurtin,HARPIA_20150213_063000,2/13/2015,"Harpia, 7, 400",None,,,,,1,Dry,,
Anna Kurtin,HARPIA_20150213_064500,2/13/2015,"Harpia, 7, 400",None,,,,,1,Dry,,
Anna Kurtin,HARPIA_20150213_070000,2/13/2015,"Harpia, 7, 400",None,,,,,1,Dry,,
Anna Kurtin,HARPIA_20150213_071500,2/13/2015,"Harpia, 7, 400",None,,,,,1,Dry,,
Anna Kurtin,HARPIA_20150213_073000,2/13/2015,"Harpia, 7, 400",None,,,,,1,Dry,,
Anna Kurtin,HARPIA_20150213_074500,2/13/2015,"Harpia, 7, 400",None,,,,,1,Dry,,
Anna Kurtin,HARPIA_20150213_080000,2/13/2015,"Harpia, 7, 400",None,,,,,1,Dry,,
Anna Kurtin,HARPIA_20150214_054500,2/14/2015,"Harpia, 7, 400",None,,,,,1,Dry,,
Anna Kurtin,HARPIA_20150214_060000,2/14/2015,"Harpia, 7, 400",Howler,6:00:00,0:10:00,"Start, End",4,1,Drizzle,,
Anna Kurtin,HARPIA_20150214_061500,2/14/2015,"Harpia, 7, 400",Howler,6:15:00,0:06:50,Start,4,1,Dry,,
Anna Kurtin,HARPIA_20150214_063000,2/14/2015,"Harpia, 7, 400",Howler,6:30:00,0:02:53,Start,4,1,Dry,,
Anna Kurtin,HARPIA_20150214_064500,2/14/2015,"Harpia, 7, 400",None,,,,,1,Dry,,
Anna Kurtin,HARPIA_20150214_070000,2/14/2015,"Harpia, 7, 400",None,,,,,1,Dry,,
